period,cpo,coal,nickel,copper,rubber,oilgas
2025M08,1026.12,112.15,14949.25,9669.56,1.71,66.72
2025M09,1036.74,106.32,15105.64,9983.79,1.74,66.46
2025M10,1038.09,107.5,15092.12,10739.91,1.71,63.04
2025M11,983.4,112.6,14670.77,10812.03,1.71,62.34
2025M12,980.12,107.67,14883.99,11785.25,1.74,60.88
2026M01,1004.66,109.78,17768.5,13012,1.84,63.65
2026M02,1039.47,118.37,17173.1,12951.35,1.93,68.01
2026M03,1108.61,138.6,17076.29,12528.71,1.95,95.58
2026M04,1146.2,130.92,17961.6,12950.96,2.06,103.91
2026M05,1139.94,136.86,18805.77,13543.19,2.21,100.43
