category_code,x_i
cultural_rec,3.7541666666666673
food_bev_tobacco,-6.468749999999999
fuel,-11.227083333333333
household_equip,10.929166666666665
ict_equipment,28.78333333333333
other_goods,3.7645833333333334
sandang,2.104166666666666
spare_parts,-1.2270833333333333
total_index,-2.1729166666666666
