hs6,io185_name,io52_idx,io52_name
310490,GalianPrd,10,IronOre
310510,GalianPrd,10,IronOre
310520,Fertilizer,20,Chemical
310551,Fertilizer,20,Chemical
310559,Fertilizer,20,Chemical
310560,Fertilizer,20,Chemical
310590,Fertilizer,20,Chemical
320190,BasChemicals,20,Chemical
320210,BasChemicals,20,Chemical
320290,BasChemicals,20,Chemical
320300,BasChemicals,20,Chemical
320411,BasChemicals,20,Chemical
320412,BasChemicals,20,Chemical
320413,BasChemicals,20,Chemical
320414,BasChemicals,20,Chemical
320415,BasChemicals,20,Chemical
320416,BasChemicals,20,Chemical
320417,BasChemicals,20,Chemical
320419,BasChemicals,20,Chemical
320420,BasChemicals,20,Chemical
320490,BasChemicals,20,Chemical
320500,BasChemicals,20,Chemical
320611,BasChemicals,20,Chemical
320619,BasChemicals,20,Chemical
320620,BasChemicals,20,Chemical
320641,BasChemicals,20,Chemical
320642,BasChemicals,20,Chemical
320649,BasChemicals,20,Chemical
320650,BasChemicals,20,Chemical
320710,Varnish,20,Chemical
320720,Varnish,20,Chemical
320730,Varnish,20,Chemical
320740,Varnish,20,Chemical
320810,Varnish,20,Chemical
320820,Varnish,20,Chemical
320890,Varnish,20,Chemical
320910,Varnish,20,Chemical
320990,Varnish,20,Chemical
321000,Varnish,20,Chemical
321100,Varnish,20,Chemical
321210,Varnish,20,Chemical
321290,Varnish,20,Chemical
321310,Paints,20,Chemical
321390,Paints,20,Chemical
321410,Varnish,20,Chemical
321490,Varnish,20,Chemical
321511,Paints,20,Chemical
321519,Paints,20,Chemical
321590,OthChemPrd,20,Chemical
330112,OthChemPrd,20,Chemical
330113,OthChemPrd,20,Chemical
330119,OthChemPrd,20,Chemical
330124,OthChemPrd,20,Chemical
330125,OthChemPrd,20,Chemical
330129,OthChemPrd,20,Chemical
330130,OthChemPrd,20,Chemical
330190,OthChemPrd,20,Chemical
330210,OthChemPrd,20,Chemical
330290,OthChemPrd,20,Chemical
330300,Cosmetics,20,Chemical
330410,Cosmetics,20,Chemical
330420,Cosmetics,20,Chemical
330430,Cosmetics,20,Chemical
330491,Cosmetics,20,Chemical
330499,Cosmetics,20,Chemical
330510,Cosmetics,20,Chemical
330520,Cosmetics,20,Chemical
330530,Cosmetics,20,Chemical
330590,Cosmetics,20,Chemical
330610,Cosmetics,20,Chemical
330690,Cosmetics,20,Chemical
330710,Cosmetics,20,Chemical
330720,Cosmetics,20,Chemical
330730,Cosmetics,20,Chemical
330741,Cosmetics,20,Chemical
330749,Cosmetics,20,Chemical
330790,Cosmetics,20,Chemical
340111,Soaps,20,Chemical
340119,Soaps,20,Chemical
340120,Soaps,20,Chemical
340130,Soaps,20,Chemical
340211,BasChemicals,20,Chemical
340212,BasChemicals,20,Chemical
340213,BasChemicals,20,Chemical
340219,BasChemicals,20,Chemical
340220,Soaps,20,Chemical
340290,Soaps,20,Chemical
340311,OilAndGasRef,19,CoalOilMan
340319,OilAndGasRef,19,CoalOilMan
340391,OilAndGasRef,19,CoalOilMan
340399,OilAndGasRef,19,CoalOilMan
340420,Soaps,20,Chemical
340490,Soaps,20,Chemical
340510,Soaps,20,Chemical
340520,Soaps,20,Chemical
340530,Soaps,20,Chemical
340540,Soaps,20,Chemical
340590,Soaps,20,Chemical
340600,OthIndustPrd,27,OtherMan
340700,OthChemPrd,20,Chemical
350110,DairyPrd,12,FoodMan
350190,OthChemPrd,20,Chemical
350220,OthFood,12,FoodMan
350300,OthChemPrd,20,Chemical
350400,OthChemPrd,20,Chemical
350510,WheatFlour,12,FoodMan
350520,OthChemPrd,20,Chemical
350610,OthChemPrd,20,Chemical
350691,OthChemPrd,20,Chemical
350699,OthChemPrd,20,Chemical
350710,OthFood,12,FoodMan
350790,OthFood,12,FoodMan
360300,OthChemPrd,20,Chemical
360410,OthChemPrd,20,Chemical
360490,OthChemPrd,20,Chemical
360500,OthChemPrd,20,Chemical
360610,OthIndustPrd,27,OtherMan
360690,OthIndustPrd,27,OtherMan
370110,OthChemPrd,20,Chemical
370120,OthChemPrd,20,Chemical
370130,OthChemPrd,20,Chemical
370191,OthChemPrd,20,Chemical
370199,OthChemPrd,20,Chemical
370231,OthChemPrd,20,Chemical
370232,OthChemPrd,20,Chemical
370239,OthChemPrd,20,Chemical
370310,OthChemPrd,20,Chemical
370320,OthChemPrd,20,Chemical
370390,OthChemPrd,20,Chemical
370400,OthChemPrd,20,Chemical
370500,OthChemPrd,20,Chemical
370610,Broadcasting,42,Telecom
370690,Broadcasting,42,Telecom
370710,Broadcasting,42,Telecom
370790,Broadcasting,42,Telecom
380110,OthNMmetlPrd,18,NonMetalProd
380190,OthNMmetlPrd,18,NonMetalProd
380210,OthChemPrd,20,Chemical
380290,OthChemPrd,20,Chemical
380300,BasChemicals,20,Chemical
380400,PaperPulp,17,PaperProd
380510,BasChemicals,20,Chemical
380590,BasChemicals,20,Chemical
380610,BasChemicals,20,Chemical
380630,BasChemicals,20,Chemical
380690,BasChemicals,20,Chemical
380700,BasChemicals,20,Chemical
380859,Pesticide,20,Chemical
380891,Pesticide,20,Chemical
380892,Pesticide,20,Chemical
380893,Pesticide,20,Chemical
380894,Pesticide,20,Chemical
380899,Pesticide,20,Chemical
380910,OthChemPrd,20,Chemical
380991,OthChemPrd,20,Chemical
380992,OthChemPrd,20,Chemical
380993,OthChemPrd,20,Chemical
381010,OilAndGasRef,19,CoalOilMan
381090,OilAndGasRef,19,CoalOilMan
381119,OilAndGasRef,19,CoalOilMan
381121,OilAndGasRef,19,CoalOilMan
381129,OilAndGasRef,19,CoalOilMan
381190,OilAndGasRef,19,CoalOilMan
381210,OthChemPrd,20,Chemical
381220,OthChemPrd,20,Chemical
381239,OthChemPrd,20,Chemical
381300,OthChemPrd,20,Chemical
381400,Varnish,20,Chemical
381511,OthChemPrd,20,Chemical
381512,OthChemPrd,20,Chemical
381519,OthChemPrd,20,Chemical
381590,OthChemPrd,20,Chemical
381600,ClayCermcPrd,18,NonMetalProd
381700,OthChemPrd,20,Chemical
381800,OthChemPrd,20,Chemical
381900,OthChemPrd,20,Chemical
382000,OilAndGasRef,19,CoalOilMan
382100,OthChemPrd,20,Chemical
382200,OthChemPrd,20,Chemical
382311,BasChemicals,20,Chemical
382312,BasChemicals,20,Chemical
382313,BasChemicals,20,Chemical
382319,BasChemicals,20,Chemical
382370,BasChemicals,20,Chemical
382410,OthChemPrd,20,Chemical
382430,OthChemPrd,20,Chemical
382440,OthChemPrd,20,Chemical
382450,Cement,18,NonMetalProd
382460,OthChemPrd,20,Chemical
382471,OthChemPrd,20,Chemical
382472,OthChemPrd,20,Chemical
382478,OthChemPrd,20,Chemical
382481,OthChemPrd,20,Chemical
382482,OthChemPrd,20,Chemical
382499,OthChemPrd,20,Chemical
382510,WasteManage,30,WasteMan
382520,WasteManage,30,WasteMan
382530,Pharmaceutcl,20,Chemical
382561,WasteManage,30,WasteMan
382569,WasteManage,30,WasteMan
382590,WasteManage,30,WasteMan
382600,OthChemPrd,20,Chemical
390110,Plastics,20,Chemical
390120,Plastics,20,Chemical
390130,Plastics,20,Chemical
390190,Plastics,20,Chemical
390210,BasChemicals,20,Chemical
390220,BasChemicals,20,Chemical
390230,BasChemicals,20,Chemical
390290,BasChemicals,20,Chemical
390311,Plastics,20,Chemical
390319,Plastics,20,Chemical
390320,Plastics,20,Chemical
390330,Plastics,20,Chemical
390390,Plastics,20,Chemical
390410,Plastics,20,Chemical
390421,Plastics,20,Chemical
390422,Plastics,20,Chemical
390430,Plastics,20,Chemical
390440,Plastics,20,Chemical
390450,Plastics,20,Chemical
390461,Plastics,20,Chemical
390469,Plastics,20,Chemical
390490,Plastics,20,Chemical
390512,BasChemicals,20,Chemical
390519,BasChemicals,20,Chemical
390521,BasChemicals,20,Chemical
390529,BasChemicals,20,Chemical
390530,BasChemicals,20,Chemical
390591,BasChemicals,20,Chemical
390599,BasChemicals,20,Chemical
390610,BasChemicals,20,Chemical
390690,BasChemicals,20,Chemical
390710,BasChemicals,20,Chemical
390720,BasChemicals,20,Chemical
390730,BasChemicals,20,Chemical
390740,BasChemicals,20,Chemical
390750,BasChemicals,20,Chemical
390761,BasChemicals,20,Chemical
390769,BasChemicals,20,Chemical
390770,BasChemicals,20,Chemical
390791,BasChemicals,20,Chemical
390799,BasChemicals,20,Chemical
390810,BasChemicals,20,Chemical
390890,BasChemicals,20,Chemical
390910,BasChemicals,20,Chemical
390920,BasChemicals,20,Chemical
390931,BasChemicals,20,Chemical
390939,BasChemicals,20,Chemical
390940,BasChemicals,20,Chemical
390950,BasChemicals,20,Chemical
391000,BasChemicals,20,Chemical
391110,BasChemicals,20,Chemical
391190,BasChemicals,20,Chemical
391212,BasChemicals,20,Chemical
391220,BasChemicals,20,Chemical
391231,BasChemicals,20,Chemical
391239,BasChemicals,20,Chemical
391290,BasChemicals,20,Chemical
391310,BasChemicals,20,Chemical
391390,BasChemicals,20,Chemical
391400,BasChemicals,20,Chemical
391510,PlasticPrd,21,Rubber
391530,PlasticPrd,21,Rubber
391590,PlasticPrd,21,Rubber
391610,PlasticPrd,21,Rubber
391620,PlasticPrd,21,Rubber
391690,PlasticPrd,21,Rubber
391710,PlasticPrd,21,Rubber
391721,PlasticPrd,21,Rubber
391722,PlasticPrd,21,Rubber
391723,PlasticPrd,21,Rubber
391729,PlasticPrd,21,Rubber
391731,PlasticPrd,21,Rubber
391732,PlasticPrd,21,Rubber
391733,PlasticPrd,21,Rubber
391739,PlasticPrd,21,Rubber
391740,PlasticPrd,21,Rubber
391810,PlasticPrd,21,Rubber
391890,PlasticPrd,21,Rubber
391910,PlasticPrd,21,Rubber
391990,PlasticPrd,21,Rubber
392010,PlasticPrd,21,Rubber
392020,PlasticPrd,21,Rubber
392030,PlasticPrd,21,Rubber
392043,PlasticPrd,21,Rubber
392049,PlasticPrd,21,Rubber
392051,PlasticPrd,21,Rubber
392059,PlasticPrd,21,Rubber
392061,PlasticPrd,21,Rubber
392062,PlasticPrd,21,Rubber
392063,PlasticPrd,21,Rubber
392069,PlasticPrd,21,Rubber
392071,PlasticPrd,21,Rubber
392091,PlasticPrd,21,Rubber
392092,PlasticPrd,21,Rubber
392093,PlasticPrd,21,Rubber
392094,PlasticPrd,21,Rubber
392099,PlasticPrd,21,Rubber
392111,PlasticPrd,21,Rubber
392112,PlasticPrd,21,Rubber
392113,PlasticPrd,21,Rubber
392114,PlasticPrd,21,Rubber
392119,PlasticPrd,21,Rubber
392190,PlasticPrd,21,Rubber
392210,PlasticPrd,21,Rubber
392220,PlasticPrd,21,Rubber
392290,PlasticPrd,21,Rubber
392310,PlasticPrd,21,Rubber
392321,PlasticPrd,21,Rubber
392329,PlasticPrd,21,Rubber
392330,PlasticPrd,21,Rubber
392340,PlasticPrd,21,Rubber
392350,PlasticPrd,21,Rubber
392390,PlasticPrd,21,Rubber
392410,PlasticPrd,21,Rubber
392490,PlasticPrd,21,Rubber
392510,PlasticPrd,21,Rubber
392520,PlasticPrd,21,Rubber
392530,PlasticPrd,21,Rubber
392590,PlasticPrd,21,Rubber
392610,PlasticPrd,21,Rubber
392620,PlasticPrd,21,Rubber
392630,PlasticPrd,21,Rubber
392640,PlasticPrd,21,Rubber
392690,PlasticPrd,21,Rubber
400110,Rubber,3,Estates
400121,SmokedRubber,21,Rubber
400122,SmokedRubber,21,Rubber
400130,OthForestPrd,6,Forestry
400211,Plastics,20,Chemical
400219,Plastics,20,Chemical
400220,Plastics,20,Chemical
400231,Plastics,20,Chemical
400239,Plastics,20,Chemical
400249,Plastics,20,Chemical
400251,Plastics,20,Chemical
400259,Plastics,20,Chemical
400260,Plastics,20,Chemical
400270,Plastics,20,Chemical
400280,Plastics,20,Chemical
400291,Plastics,20,Chemical
400299,Plastics,20,Chemical
400300,WasteManage,30,WasteMan
400400,PaperPrd,17,PaperProd
400510,OthRubberPrd,21,Rubber
400520,OthRubberPrd,21,Rubber
400591,OthRubberPrd,21,Rubber
400599,OthRubberPrd,21,Rubber
400610,Tire,21,Rubber
400690,OthRubberPrd,21,Rubber
400700,OthRubberPrd,21,Rubber
400811,OthRubberPrd,21,Rubber
400819,OthRubberPrd,21,Rubber
400821,OthRubberPrd,21,Rubber
400829,OthRubberPrd,21,Rubber
400911,OthRubberPrd,21,Rubber
400912,OthRubberPrd,21,Rubber
400921,OthRubberPrd,21,Rubber
400922,OthRubberPrd,21,Rubber
400931,OthRubberPrd,21,Rubber
400932,OthRubberPrd,21,Rubber
400941,OthRubberPrd,21,Rubber
400942,OthRubberPrd,21,Rubber
401011,OthRubberPrd,21,Rubber
401012,OthRubberPrd,21,Rubber
401019,OthRubberPrd,21,Rubber
401031,OthRubberPrd,21,Rubber
401032,OthRubberPrd,21,Rubber
401033,OthRubberPrd,21,Rubber
401034,OthRubberPrd,21,Rubber
401035,OthRubberPrd,21,Rubber
401039,OthRubberPrd,21,Rubber
401110,Tire,21,Rubber
401120,Tire,21,Rubber
401130,Tire,21,Rubber
401140,Tire,21,Rubber
401150,Tire,21,Rubber
401170,Tire,21,Rubber
401180,Tire,21,Rubber
401190,Tire,21,Rubber
401211,Tire,21,Rubber
401212,Tire,21,Rubber
401213,Tire,21,Rubber
401219,Tire,21,Rubber
401220,Tire,21,Rubber
401290,Tire,21,Rubber
401310,Tire,21,Rubber
401320,Tire,21,Rubber
401390,Tire,21,Rubber
401410,Tire,21,Rubber
401490,Tire,21,Rubber
401511,Tire,21,Rubber
401519,Tire,21,Rubber
401590,Tire,21,Rubber
401610,OthRubberPrd,21,Rubber
401691,OthRubberPrd,21,Rubber
401692,OthRubberPrd,21,Rubber
401693,OthRubberPrd,21,Rubber
401694,OthRubberPrd,21,Rubber
401695,OthRubberPrd,21,Rubber
401699,OthRubberPrd,21,Rubber
401700,OthRubberPrd,21,Rubber
410411,Tanning,15,Leather
410419,Tanning,15,Leather
410441,Tanning,15,Leather
410449,Tanning,15,Leather
410530,Tanning,15,Leather
410622,Tanning,15,Leather
410640,Tanning,15,Leather
410691,Tanning,15,Leather
410711,Tanning,15,Leather
410712,Tanning,15,Leather
410719,Tanning,15,Leather
410791,Tanning,15,Leather
410792,Tanning,15,Leather
410799,Tanning,15,Leather
411200,Tanning,15,Leather
411310,Tanning,15,Leather
411320,Tanning,15,Leather
411330,Tanning,15,Leather
411390,Tanning,15,Leather
411420,Tanning,15,Leather
411510,Tanning,15,Leather
411520,Tanning,15,Leather
420100,LeatherPrd,15,Leather
420211,LeatherPrd,15,Leather
420212,LeatherPrd,15,Leather
420219,LeatherPrd,15,Leather
420221,LeatherPrd,15,Leather
420222,LeatherPrd,15,Leather
420229,LeatherPrd,15,Leather
420231,LeatherPrd,15,Leather
420232,LeatherPrd,15,Leather
420239,LeatherPrd,15,Leather
420291,LeatherPrd,15,Leather
420292,LeatherPrd,15,Leather
420299,LeatherPrd,15,Leather
420310,Apparel,14,Textiles
420321,Apparel,14,Textiles
420329,Apparel,14,Textiles
420330,Apparel,14,Textiles
420340,Apparel,14,Textiles
420500,LeatherPrd,15,Leather
420600,LeatherPrd,15,Leather
430219,Tanning,15,Leather
430310,Apparel,14,Textiles
430390,Apparel,14,Textiles
430400,Apparel,14,Textiles
440111,Wood,6,Forestry
440122,SawMill,16,WoodProd
440131,SawMill,16,WoodProd
440139,SawMill,16,WoodProd
440210,Wood,6,Forestry
440290,BasChemicals,20,Chemical
440410,SawMill,16,WoodProd
440420,SawMill,16,WoodProd
440500,SawMill,16,WoodProd
440711,SawMill,16,WoodProd
440721,SawMill,16,WoodProd
440722,SawMill,16,WoodProd
440725,SawMill,16,WoodProd
440726,SawMill,16,WoodProd
440727,SawMill,16,WoodProd
440729,SawMill,16,WoodProd
440791,SawMill,16,WoodProd
440792,SawMill,16,WoodProd
440793,SawMill,16,WoodProd
440794,SawMill,16,WoodProd
440795,SawMill,16,WoodProd
440799,SawMill,16,WoodProd
440810,SawMill,16,WoodProd
440831,SawMill,16,WoodProd
440839,SawMill,16,WoodProd
440890,SawMill,16,WoodProd
440910,SawMill,16,WoodProd
440921,SawMill,16,WoodProd
440922,SawMill,16,WoodProd
441011,Plywood,16,WoodProd
441090,Plywood,16,WoodProd
441112,Plywood,16,WoodProd
441113,Plywood,16,WoodProd
441114,Plywood,16,WoodProd
441192,Plywood,16,WoodProd
441193,Plywood,16,WoodProd
441194,Plywood,16,WoodProd
441210,Plywood,16,WoodProd
441231,Plywood,16,WoodProd
441234,Plywood,16,WoodProd
441239,Plywood,16,WoodProd
441294,Plywood,16,WoodProd
441299,Plywood,16,WoodProd
441300,Plywood,16,WoodProd
441400,WoodBuildMat,16,WoodProd
441510,WoodBuildMat,16,WoodProd
441520,WoodBuildMat,16,WoodProd
441600,WoodBuildMat,16,WoodProd
441700,WoodBuildMat,16,WoodProd
441810,WoodBuildMat,16,WoodProd
441820,WoodBuildMat,16,WoodProd
441840,WoodBuildMat,16,WoodProd
441850,WoodBuildMat,16,WoodProd
441860,WoodBuildMat,16,WoodProd
441874,WoodBuildMat,16,WoodProd
441875,WoodBuildMat,16,WoodProd
441879,WoodBuildMat,16,WoodProd
441899,WoodBuildMat,16,WoodProd
441990,WoodBuildMat,16,WoodProd
442010,OthWoodPrdn,16,WoodProd
442090,OthWoodPrdn,16,WoodProd
442110,OthWoodPrdn,16,WoodProd
442191,OthWoodPrdn,16,WoodProd
442199,OthWoodPrdn,16,WoodProd
450110,OthForestPrd,6,Forestry
450190,OthWoodPrdn,16,WoodProd
450200,OthWoodPrdn,16,WoodProd
450310,OthWoodPrdn,16,WoodProd
450390,OthWoodPrdn,16,WoodProd
450410,OthWoodPrdn,16,WoodProd
450490,OthWoodPrdn,16,WoodProd
460121,OthWoodPrdn,16,WoodProd
460122,OthWoodPrdn,16,WoodProd
460129,OthWoodPrdn,16,WoodProd
460192,OthWoodPrdn,16,WoodProd
460193,OthWoodPrdn,16,WoodProd
460194,OthWoodPrdn,16,WoodProd
460199,OthWoodPrdn,16,WoodProd
460211,OthWoodPrdn,16,WoodProd
460212,OthWoodPrdn,16,WoodProd
460219,OthWoodPrdn,16,WoodProd
460290,OthWoodPrdn,16,WoodProd
470200,PaperPulp,17,PaperProd
470329,PaperPulp,17,PaperProd
470429,PaperPulp,17,PaperProd
470610,PaperPulp,17,PaperProd
470620,PaperPulp,17,PaperProd
470630,PaperPulp,17,PaperProd
470691,PaperPulp,17,PaperProd
470692,PaperPulp,17,PaperProd
470710,PaperPrd,17,PaperProd
470720,PaperPrd,17,PaperProd
470730,PaperPrd,17,PaperProd
470790,PaperPrd,17,PaperProd
480100,Paper,17,PaperProd
480210,Paper,17,PaperProd
480220,Paper,17,PaperProd
480240,Paper,17,PaperProd
480254,Paper,17,PaperProd
480255,Paper,17,PaperProd
480256,Paper,17,PaperProd
480257,Paper,17,PaperProd
480258,Paper,17,PaperProd
480262,Paper,17,PaperProd
480269,Paper,17,PaperProd
480300,Paper,17,PaperProd
480411,Paper,17,PaperProd
480419,Paper,17,PaperProd
480421,Paper,17,PaperProd
480429,Paper,17,PaperProd
480431,Paper,17,PaperProd
480439,Paper,17,PaperProd
480441,Paper,17,PaperProd
480459,Paper,17,PaperProd
480511,Paper,17,PaperProd
480519,Paper,17,PaperProd
480524,Paper,17,PaperProd
480525,Paper,17,PaperProd
480530,Paper,17,PaperProd
480540,Paper,17,PaperProd
480550,Paper,17,PaperProd
480591,Paper,17,PaperProd
480592,Paper,17,PaperProd
480593,Paper,17,PaperProd
480620,Paper,17,PaperProd
480630,Paper,17,PaperProd
480640,Paper,17,PaperProd
480700,Paper,17,PaperProd
480890,Paper,17,PaperProd
480920,Paper,17,PaperProd
480990,Paper,17,PaperProd
481013,Paper,17,PaperProd
481014,Paper,17,PaperProd
481019,Paper,17,PaperProd
481029,Paper,17,PaperProd
481032,Paper,17,PaperProd
481039,Paper,17,PaperProd
481092,Paper,17,PaperProd
481099,Paper,17,PaperProd
481110,Paper,17,PaperProd
481141,Paper,17,PaperProd
481149,Paper,17,PaperProd
481159,Paper,17,PaperProd
481190,Paper,17,PaperProd
481200,PaperPrd,17,PaperProd
481310,Paper,17,PaperProd
481320,Paper,17,PaperProd
481390,Paper,17,PaperProd
481420,PaperPrd,17,PaperProd
481490,PaperPrd,17,PaperProd
481620,PaperPrd,17,PaperProd
481690,PaperPrd,17,PaperProd
481710,PaperPrd,17,PaperProd
481720,PaperPrd,17,PaperProd
481730,PaperPrd,17,PaperProd
481810,PaperPrd,17,PaperProd
481820,PaperPrd,17,PaperProd
481830,PaperPrd,17,PaperProd
481850,PaperPrd,17,PaperProd
481890,PaperPrd,17,PaperProd
481910,PaperPrd,17,PaperProd
481920,PaperPrd,17,PaperProd
481930,PaperPrd,17,PaperProd
481940,PaperPrd,17,PaperProd
481950,PaperPrd,17,PaperProd
481960,PaperPrd,17,PaperProd
482010,PaperPrd,17,PaperProd
482020,PaperPrd,17,PaperProd
482030,PaperPrd,17,PaperProd
482040,PaperPrd,17,PaperProd
482050,PaperPrd,17,PaperProd
482090,PaperPrd,17,PaperProd
482110,PaperPrd,17,PaperProd
482190,PaperPrd,17,PaperProd
482210,Paper,17,PaperProd
482290,Paper,17,PaperProd
482320,Paper,17,PaperProd
482340,Paper,17,PaperProd
482361,Paper,17,PaperProd
482369,Paper,17,PaperProd
482390,Paper,17,PaperProd
490110,PrintedPrd,17,PaperProd
490191,PrintedPrd,17,PaperProd
490199,PrintedPrd,17,PaperProd
490210,PrintedPrd,17,PaperProd
490290,PrintedPrd,17,PaperProd
490300,PrintedPrd,17,PaperProd
490400,PrintedPrd,17,PaperProd
490510,OthIndustPrd,27,OtherMan
490591,PrintedPrd,17,PaperProd
490599,PrintedPrd,17,PaperProd
490600,Publishing,42,Telecom
490700,PrintedPrd,17,PaperProd
490810,PrintedPrd,17,PaperProd
490890,PrintedPrd,17,PaperProd
490900,PrintedPrd,17,PaperProd
491000,PrintedPrd,17,PaperProd
491110,PrintedPrd,17,PaperProd
491191,Publishing,42,Telecom
491199,PrintedPrd,17,PaperProd
500100,OthAnimalPrd,4,Livestock
500300,Yarn,14,Textiles
500400,Yarn,14,Textiles
500500,Yarn,14,Textiles
500600,Yarn,14,Textiles
500710,Textile,14,Textiles
500720,Textile,14,Textiles
500790,Textile,14,Textiles
510119,Livestock,4,Livestock
510310,Yarn,14,Textiles
510539,Yarn,14,Textiles
510540,Yarn,14,Textiles
510610,Yarn,14,Textiles
510620,Yarn,14,Textiles
510710,Yarn,14,Textiles
510720,Yarn,14,Textiles
510910,Yarn,14,Textiles
510990,Yarn,14,Textiles
511000,Yarn,14,Textiles
511111,Textile,14,Textiles
511119,Textile,14,Textiles
511120,Textile,14,Textiles
511130,Textile,14,Textiles
511211,Textile,14,Textiles
511219,Textile,14,Textiles
511220,Textile,14,Textiles
511230,Textile,14,Textiles
511290,Textile,14,Textiles
520100,PlantFiber,3,Estates
520210,Yarn,14,Textiles
520291,Yarn,14,Textiles
520299,Yarn,14,Textiles
520300,Yarn,14,Textiles
520411,Yarn,14,Textiles
520419,Yarn,14,Textiles
520420,Yarn,14,Textiles
520511,Yarn,14,Textiles
520512,Yarn,14,Textiles
520513,Yarn,14,Textiles
520514,Yarn,14,Textiles
520521,Yarn,14,Textiles
520522,Yarn,14,Textiles
520523,Yarn,14,Textiles
520524,Yarn,14,Textiles
520526,Yarn,14,Textiles
520527,Yarn,14,Textiles
520528,Yarn,14,Textiles
520531,Yarn,14,Textiles
520532,Yarn,14,Textiles
520533,Yarn,14,Textiles
520534,Yarn,14,Textiles
520535,Yarn,14,Textiles
520542,Yarn,14,Textiles
520543,Yarn,14,Textiles
520544,Yarn,14,Textiles
520546,Yarn,14,Textiles
520547,Yarn,14,Textiles
520548,Yarn,14,Textiles
520611,Yarn,14,Textiles
520612,Yarn,14,Textiles
520613,Yarn,14,Textiles
520614,Yarn,14,Textiles
520621,Yarn,14,Textiles
520622,Yarn,14,Textiles
520623,Yarn,14,Textiles
520624,Yarn,14,Textiles
520625,Yarn,14,Textiles
520631,Yarn,14,Textiles
520632,Yarn,14,Textiles
520634,Yarn,14,Textiles
520642,Yarn,14,Textiles
520643,Yarn,14,Textiles
520644,Yarn,14,Textiles
520710,Yarn,14,Textiles
520790,Yarn,14,Textiles
520811,Textile,14,Textiles
520812,Textile,14,Textiles
520813,Textile,14,Textiles
520819,Textile,14,Textiles
520821,Textile,14,Textiles
520822,Textile,14,Textiles
520823,Textile,14,Textiles
520829,Textile,14,Textiles
520831,Textile,14,Textiles
520832,Textile,14,Textiles
520833,Textile,14,Textiles
520839,Textile,14,Textiles
520841,Textile,14,Textiles
520842,Textile,14,Textiles
520843,Textile,14,Textiles
520849,Textile,14,Textiles
520851,Textile,14,Textiles
520852,Textile,14,Textiles
520859,Textile,14,Textiles
520911,Textile,14,Textiles
520912,Textile,14,Textiles
520919,Textile,14,Textiles
520921,Textile,14,Textiles
520922,Textile,14,Textiles
520929,Textile,14,Textiles
520931,Textile,14,Textiles
520932,Textile,14,Textiles
520939,Textile,14,Textiles
520942,Textile,14,Textiles
520943,Textile,14,Textiles
520949,Textile,14,Textiles
520951,Textile,14,Textiles
520959,Textile,14,Textiles
521011,Textile,14,Textiles
521019,Textile,14,Textiles
521021,Textile,14,Textiles
521029,Textile,14,Textiles
521031,Textile,14,Textiles
521032,Textile,14,Textiles
521039,Textile,14,Textiles
521041,Textile,14,Textiles
521049,Textile,14,Textiles
521051,Textile,14,Textiles
521059,Textile,14,Textiles
521111,Textile,14,Textiles
521112,Textile,14,Textiles
521119,Textile,14,Textiles
521131,Textile,14,Textiles
521132,Textile,14,Textiles
521139,Textile,14,Textiles
521141,Textile,14,Textiles
521142,Textile,14,Textiles
521149,Textile,14,Textiles
521151,Textile,14,Textiles
521159,Textile,14,Textiles
521211,Textile,14,Textiles
521212,Textile,14,Textiles
521213,Textile,14,Textiles
521214,Textile,14,Textiles
521215,Textile,14,Textiles
521221,Textile,14,Textiles
521222,Textile,14,Textiles
521225,Textile,14,Textiles
530129,Yarn,14,Textiles
530310,PlantFiber,3,Estates
530390,Yarn,14,Textiles
530500,PlantFiber,3,Estates
530890,Yarn,14,Textiles
530911,Textile,14,Textiles
530919,Textile,14,Textiles
530929,Textile,14,Textiles
531010,Textile,14,Textiles
531100,Textile,14,Textiles
540110,Yarn,14,Textiles
540120,Yarn,14,Textiles
540211,Plastics,20,Chemical
540219,Plastics,20,Chemical
540220,Plastics,20,Chemical
540231,Plastics,20,Chemical
540232,Plastics,20,Chemical
540233,Plastics,20,Chemical
540234,Plastics,20,Chemical
540239,Plastics,20,Chemical
540244,Yarn,14,Textiles
540245,Plastics,20,Chemical
540246,Plastics,20,Chemical
540247,Plastics,20,Chemical
540248,Plastics,20,Chemical
540249,Plastics,20,Chemical
540251,Plastics,20,Chemical
540252,Plastics,20,Chemical
540253,Yarn,14,Textiles
540259,Yarn,14,Textiles
540261,Yarn,14,Textiles
540262,Yarn,14,Textiles
540263,Yarn,14,Textiles
540269,Yarn,14,Textiles
540310,Plastics,20,Chemical
540331,Plastics,20,Chemical
540332,Plastics,20,Chemical
540339,Plastics,20,Chemical
540341,Yarn,14,Textiles
540342,Yarn,14,Textiles
540349,Yarn,14,Textiles
540411,Plastics,20,Chemical
540419,Plastics,20,Chemical
540490,Plastics,20,Chemical
540600,Yarn,14,Textiles
540710,Textile,14,Textiles
540720,Textile,14,Textiles
540730,Textile,14,Textiles
540741,Textile,14,Textiles
540742,Textile,14,Textiles
540744,Textile,14,Textiles
540751,Textile,14,Textiles
540752,Textile,14,Textiles
540753,Textile,14,Textiles
540754,Textile,14,Textiles
540761,Textile,14,Textiles
540769,Textile,14,Textiles
540771,Textile,14,Textiles
540772,Textile,14,Textiles
540773,Textile,14,Textiles
540774,Textile,14,Textiles
540781,Textile,14,Textiles
