country,year,ngdp_rpch
AUS,2029,2.293
AUS,2030,2.272
NZL,1980,1.009
NZL,1981,2.961
NZL,1982,2.878
NZL,1983,-0.124
NZL,1984,6.858
NZL,1985,1.213
NZL,1986,1.81
NZL,1987,2.436
NZL,1988,0.555
NZL,1989,0.428
NZL,1990,0.021
NZL,1991,-1.323
NZL,1992,0.705
NZL,1993,5.225
NZL,1994,5.582
NZL,1995,4.893
NZL,1996,4.075
NZL,1997,2.449
NZL,1998,0.407
NZL,1999,4.486
NZL,2000,4.215
NZL,2001,2.521
NZL,2002,4.704
NZL,2003,4.427
NZL,2004,4.841
NZL,2005,3.216
NZL,2006,2.814
NZL,2007,3.497
NZL,2008,-0.169
NZL,2009,-1.038
NZL,2010,1.724
NZL,2011,1.654
NZL,2012,2.57
NZL,2013,2.171
NZL,2014,3.807
NZL,2015,3.606
NZL,2016,3.969
NZL,2017,3.341
NZL,2018,3.477
NZL,2019,3.021
NZL,2020,-1.311
NZL,2021,5.69
NZL,2022,2.856
NZL,2023,1.811
NZL,2024,-0.483
NZL,2025,1.372
NZL,2026,2.722
NZL,2027,2.653
NZL,2028,2.281
NZL,2029,2.238
NZL,2030,2.196
ZAF,1980,6.621
ZAF,1981,5.361
ZAF,1982,-0.383
ZAF,1983,-1.847
ZAF,1984,5.099
ZAF,1985,-1.212
ZAF,1986,0.018
ZAF,1987,2.101
ZAF,1988,4.2
ZAF,1989,2.395
ZAF,1990,-0.318
ZAF,1991,-1.018
ZAF,1992,-2.137
ZAF,1993,1.234
ZAF,1994,3.2
ZAF,1995,3.1
ZAF,1996,4.3
ZAF,1997,2.6
ZAF,1998,0.5
ZAF,1999,2.4
ZAF,2000,4.2
ZAF,2001,2.7
ZAF,2002,3.7
ZAF,2003,2.949
ZAF,2004,4.555
ZAF,2005,5.277
ZAF,2006,5.604
ZAF,2007,5.36
ZAF,2008,3.191
ZAF,2009,-1.538
ZAF,2010,3.04
ZAF,2011,3.169
ZAF,2012,2.396
ZAF,2013,2.485
ZAF,2014,1.414
ZAF,2015,1.322
ZAF,2016,0.665
ZAF,2017,1.158
ZAF,2018,1.557
ZAF,2019,0.26
ZAF,2020,-6.169
ZAF,2021,4.955
ZAF,2022,1.911
ZAF,2023,0.698
ZAF,2024,0.58
ZAF,2025,0.979
ZAF,2026,1.289
ZAF,2027,1.64
ZAF,2028,1.711
ZAF,2029,1.797
ZAF,2030,1.812
ARG,1980,0.7
ARG,1981,-5.744
ARG,1982,-3.149
ARG,1983,3.733
ARG,1984,2.0
ARG,1985,-6.951
ARG,1986,7.146
ARG,1987,2.529
ARG,1988,-1.957
ARG,1989,-7.007
ARG,1990,-1.338
ARG,1991,10.498
ARG,1992,10.299
ARG,1993,6.251
ARG,1994,5.83
ARG,1995,-2.845
ARG,1996,5.527
ARG,1997,8.111
ARG,1998,3.85
ARG,1999,-3.385
ARG,2000,-0.789
ARG,2001,-4.409
ARG,2002,-10.894
ARG,2003,8.955
ARG,2004,8.911
ARG,2005,8.852
ARG,2006,8.047
ARG,2007,9.008
ARG,2008,4.057
ARG,2009,-5.919
ARG,2010,10.125
ARG,2011,6.004
ARG,2012,-1.026
ARG,2013,2.405
ARG,2014,-2.513
ARG,2015,2.731
ARG,2016,-2.08
ARG,2017,2.819
ARG,2018,-2.617
ARG,2019,-2.001
ARG,2020,-9.9
ARG,2021,10.442
ARG,2022,5.27
ARG,2023,-1.611
ARG,2024,-1.719
ARG,2025,5.502
ARG,2026,4.52
ARG,2027,3.96
ARG,2028,3.24
ARG,2029,3.129
ARG,2030,2.973
BRA,1980,9.19
BRA,1981,-4.4
BRA,1982,0.596
BRA,1983,-3.4
BRA,1984,5.307
BRA,1985,7.901
BRA,1986,7.544
BRA,1987,3.601
BRA,1988,0.264
BRA,1989,3.2
BRA,1990,-4.168
BRA,1991,1.031
BRA,1992,-0.467
BRA,1993,4.665
BRA,1994,5.334
BRA,1995,4.417
BRA,1996,2.209
BRA,1997,3.395
BRA,1998,0.338
BRA,1999,0.468
BRA,2000,4.388
BRA,2001,1.39
BRA,2002,3.053
BRA,2003,1.141
BRA,2004,5.76
BRA,2005,3.202
BRA,2006,3.962
BRA,2007,6.07
BRA,2008,5.094
BRA,2009,-0.126
BRA,2010,7.528
BRA,2011,3.974
BRA,2012,1.921
BRA,2013,3.005
BRA,2014,0.504
BRA,2015,-3.546
BRA,2016,-3.276
BRA,2017,1.323
BRA,2018,1.784
BRA,2019,1.221
BRA,2020,-3.277
BRA,2021,4.763
BRA,2022,3.017
BRA,2023,3.242
BRA,2024,3.396
BRA,2025,2.01
BRA,2026,1.984
BRA,2027,2.193
BRA,2028,2.305
BRA,2029,2.432
BRA,2030,2.488
CHL,1980,7.945
CHL,1981,6.212
CHL,1982,-13.588
CHL,1983,-2.802
CHL,1984,5.886
CHL,1985,1.968
CHL,1986,5.596
CHL,1987,6.581
CHL,1988,7.288
CHL,1989,10.605
CHL,1990,3.671
CHL,1991,7.804
CHL,1992,11.167
CHL,1993,6.589
CHL,1994,5.03
CHL,1995,8.933
CHL,1996,4.985
CHL,1997,7.392
CHL,1998,4.181
CHL,1999,-0.274
CHL,2000,4.972
CHL,2001,3.154
CHL,2002,3.203
CHL,2003,4.723
CHL,2004,6.674
CHL,2005,5.837
CHL,2006,6.05
CHL,2007,5.168
CHL,2008,3.789
CHL,2009,-1.118
CHL,2010,5.852
CHL,2011,6.224
CHL,2012,6.155
CHL,2013,3.309
CHL,2014,1.793
CHL,2015,2.152
CHL,2016,1.753
CHL,2017,1.358
CHL,2018,3.99
CHL,2019,0.634
CHL,2020,-6.143
CHL,2021,11.315
CHL,2022,2.154
CHL,2023,0.521
CHL,2024,2.644
CHL,2025,2.032
CHL,2026,2.182
CHL,2027,2.258
CHL,2028,2.315
CHL,2029,2.305
CHL,2030,2.232
COL,1980,4.429
COL,1981,2.277
COL,1982,0.948
COL,1983,1.574
COL,1984,3.351
COL,1985,3.107
COL,1986,5.824
COL,1987,5.369
COL,1988,4.064
COL,1989,3.414
COL,1990,4.282
COL,1991,2.372
COL,1992,4.353
COL,1993,5.71
COL,1994,5.147
COL,1995,5.202
COL,1996,2.056
COL,1997,3.43
COL,1998,0.57
COL,1999,-4.204
COL,2000,2.925
COL,2001,1.678
COL,2002,2.504
COL,2003,3.918
COL,2004,5.333
COL,2005,4.447
COL,2006,6.717
COL,2007,6.738
COL,2008,3.283
COL,2009,1.14
COL,2010,4.495
COL,2011,6.948
COL,2012,3.913
COL,2013,5.134
COL,2014,4.499
COL,2015,2.956
COL,2016,2.087
COL,2017,1.359
COL,2018,2.564
COL,2019,3.187
COL,2020,-7.186
COL,2021,10.801
COL,2022,7.328
COL,2023,0.712
COL,2024,1.744
COL,2025,2.415
COL,2026,2.625
COL,2027,2.76
COL,2028,2.76
COL,2029,2.76
COL,2030,2.76
CRI,1980,0.752
CRI,1981,-2.26
CRI,1982,-7.285
CRI,1983,2.859
CRI,1984,8.028
CRI,1985,0.722
CRI,1986,5.536
CRI,1987,4.765
CRI,1988,3.432
CRI,1989,5.666
CRI,1990,3.6
CRI,1991,2.263
CRI,1992,9.201
CRI,1993,7.097
CRI,1994,4.519
CRI,1995,4.154
CRI,1996,1.35
CRI,1997,5.476
CRI,1998,7.155
CRI,1999,4.215
CRI,2000,3.869
CRI,2001,3.491
CRI,2002,3.417
CRI,2003,4.317
CRI,2004,4.425
CRI,2005,3.977
CRI,2006,7.327
CRI,2007,8.215
CRI,2008,4.738
CRI,2009,-0.873
CRI,2010,5.36
CRI,2011,4.403
CRI,2012,4.883
CRI,2013,2.495
CRI,2014,3.542
CRI,2015,3.652
CRI,2016,4.204
CRI,2017,4.158
CRI,2018,2.616
CRI,2019,2.418
CRI,2020,-4.273
CRI,2021,7.936
CRI,2022,4.551
CRI,2023,5.112
CRI,2024,4.321
CRI,2025,3.443
CRI,2026,3.434
CRI,2027,3.536
CRI,2028,3.529
CRI,2029,3.509
CRI,2030,3.5
DOM,1980,7.969
DOM,1981,4.279
DOM,1982,1.7
DOM,1983,4.628
DOM,1984,1.253
DOM,1985,-2.123
DOM,1986,3.522
DOM,1987,10.117
DOM,1988,2.156
DOM,1989,4.401
DOM,1990,-5.454
DOM,1991,0.945
DOM,1992,11.237
DOM,1993,7.367
DOM,1994,2.594
DOM,1995,5.7
DOM,1996,5.961
DOM,1997,8.9
DOM,1998,6.706
DOM,1999,5.957
DOM,2000,4.652
DOM,2001,2.469
DOM,2002,4.487
DOM,2003,-1.349
DOM,2004,2.586
DOM,2005,9.432
DOM,2006,9.171
DOM,2007,7.418
DOM,2008,3.268
DOM,2009,1.003
DOM,2010,8.401
DOM,2011,3.192
DOM,2012,2.776
DOM,2013,4.935
DOM,2014,7.111
DOM,2015,6.988
DOM,2016,6.72
DOM,2017,3.934
DOM,2018,7.104
DOM,2019,4.893
DOM,2020,-7.929
DOM,2021,14.012
DOM,2022,5.238
DOM,2023,2.192
DOM,2024,4.952
DOM,2025,4.021
DOM,2026,4.788
DOM,2027,4.986
DOM,2028,4.98
DOM,2029,4.98
DOM,2030,4.979
ECU,1980,4.9
ECU,1981,3.9
ECU,1982,1.2
ECU,1983,-2.8
ECU,1984,4.2
ECU,1985,4.4
ECU,1986,3.094
ECU,1987,-5.972
ECU,1988,10.486
ECU,1989,0.285
ECU,1990,3.008
ECU,1991,5.113
ECU,1992,3.614
ECU,1993,2.0
ECU,1994,4.258
ECU,1995,2.253
ECU,1996,1.732
ECU,1997,4.328
ECU,1998,3.267
ECU,1999,-4.739
ECU,2000,1.092
ECU,2001,4.206
ECU,2002,4.928
ECU,2003,2.885
ECU,2004,6.832
ECU,2005,5.399
ECU,2006,4.341
ECU,2007,1.902
ECU,2008,6.565
ECU,2009,1.091
ECU,2010,4.029
ECU,2011,8.481
ECU,2012,5.783
ECU,2013,7.211
ECU,2014,4.226
ECU,2015,0.12
ECU,2016,-0.688
ECU,2017,5.97
ECU,2018,1.044
ECU,2019,0.165
ECU,2020,-9.245
ECU,2021,9.422
ECU,2022,5.868
ECU,2023,1.988
ECU,2024,-1.959
ECU,2025,1.727
ECU,2026,2.117
ECU,2027,2.295
ECU,2028,2.498
ECU,2029,2.524
ECU,2030,2.482
SLV,1980,-8.625
SLV,1981,-5.725
SLV,1982,-6.306
SLV,1983,1.535
SLV,1984,1.337
SLV,1985,0.616
SLV,1986,0.19
SLV,1987,2.513
SLV,1988,1.878
SLV,1989,0.962
SLV,1990,4.831
SLV,1991,1.498
SLV,1992,7.021
SLV,1993,5.817
SLV,1994,4.692
SLV,1995,4.733
SLV,1996,0.816
SLV,1997,3.136
SLV,1998,2.652
SLV,1999,2.164
SLV,2000,1.126
SLV,2001,0.877
SLV,2002,1.577
SLV,2003,1.565
SLV,2004,0.889
SLV,2005,2.709
SLV,2006,4.342
SLV,2007,1.861
SLV,2008,2.128
SLV,2009,-2.083
SLV,2010,2.102
SLV,2011,3.815
SLV,2012,2.817
SLV,2013,2.233
SLV,2014,1.711
SLV,2015,2.395
SLV,2016,2.544
SLV,2017,2.25
SLV,2018,2.415
SLV,2019,2.433
SLV,2020,-7.893
SLV,2021,11.91
SLV,2022,2.797
SLV,2023,3.511
SLV,2024,2.6
SLV,2025,2.479
SLV,2026,2.515
SLV,2027,3.035
SLV,2028,3.114
SLV,2029,2.754
SLV,2030,2.754
GTM,1980,3.7
GTM,1981,0.644
GTM,1982,-3.542
GTM,1983,-2.528
GTM,1984,0.51
GTM,1985,-0.6
GTM,1986,0.1
GTM,1987,3.579
GTM,1988,3.892
GTM,1989,3.943
GTM,1990,3.101
GTM,1991,3.0
GTM,1992,4.6
GTM,1993,3.4
GTM,1994,3.5
GTM,1995,4.4
GTM,1996,2.8
GTM,1997,4.1
GTM,1998,4.6
GTM,1999,3.7
GTM,2000,2.5
GTM,2001,3.104
GTM,2002,3.839
GTM,2003,2.56
GTM,2004,3.138
GTM,2005,3.276
GTM,2006,5.351
GTM,2007,6.338
GTM,2008,3.294
GTM,2009,0.477
GTM,2010,2.884
GTM,2011,4.164
GTM,2012,2.975
GTM,2013,3.695
GTM,2014,4.444
GTM,2015,4.092
GTM,2016,2.678
GTM,2017,3.08
GTM,2018,3.407
GTM,2019,4.018
GTM,2020,-1.786
GTM,2021,8.033
GTM,2022,4.2
GTM,2023,3.527
GTM,2024,3.689
GTM,2025,4.1
GTM,2026,3.8
GTM,2027,3.8
GTM,2028,3.7
GTM,2029,3.8
GTM,2030,3.8
HTI,1980,7.345
HTI,1981,1.056
HTI,1982,-2.797
HTI,1983,-1.5
HTI,1984,0.201
HTI,1985,0.757
HTI,1986,0.273
HTI,1987,-0.432
HTI,1988,0.559
HTI,1989,-1.131
HTI,1990,-0.44
HTI,1991,1.262
HTI,1992,-2.251
HTI,1993,-4.922
HTI,1994,-11.603
HTI,1995,9.892
HTI,1996,4.143
HTI,1997,2.705
HTI,1998,2.182
HTI,1999,2.71
HTI,2000,0.87
HTI,2001,-0.343
HTI,2002,1.052
HTI,2003,3.481
HTI,2004,-1.318
HTI,2005,3.072
HTI,2006,1.769
HTI,2007,4.707
HTI,2008,2.658
HTI,2009,5.89
HTI,2010,-5.652
HTI,2011,5.098
HTI,2012,0.502
HTI,2013,4.325
HTI,2014,1.723
HTI,2015,2.563
HTI,2016,1.812
HTI,2017,2.51
HTI,2018,1.668
HTI,2019,-1.685
HTI,2020,-3.343
HTI,2021,-1.798
HTI,2022,-1.682
HTI,2023,-1.864
HTI,2024,-4.2
HTI,2025,-1.0
HTI,2026,1.0
HTI,2027,1.5
HTI,2028,1.5
HTI,2029,1.5
HTI,2030,1.5
HND,1980,0.599
HND,1981,-1.222
HND,1982,-2.075
HND,1983,0.906
HND,1984,6.327
HND,1985,5.626
HND,1986,5.331
HND,1987,6.638
HND,1988,1.746
HND,1989,2.728
HND,1990,2.792
HND,1991,-3.319
HND,1992,6.074
HND,1993,6.496
HND,1994,0.212
HND,1995,6.189
HND,1996,1.871
HND,1997,4.598
HND,1998,3.59
HND,1999,-0.736
HND,2000,7.291
HND,2001,2.723
HND,2002,3.754
HND,2003,4.547
HND,2004,6.232
HND,2005,6.051
HND,2006,6.567
HND,2007,6.188
HND,2008,4.232
HND,2009,-2.432
HND,2010,3.731
HND,2011,3.836
HND,2012,4.129
HND,2013,2.792
HND,2014,3.058
HND,2015,3.84
HND,2016,3.893
HND,2017,4.843
HND,2018,3.845
HND,2019,2.56
HND,2020,-8.965
HND,2021,12.565
HND,2022,4.144
HND,2023,3.583
HND,2024,3.6
HND,2025,3.3
HND,2026,3.4
HND,2027,3.7
HND,2028,3.8
HND,2029,3.8
HND,2030,3.8
MEX,1980,9.482
MEX,1981,9.586
MEX,1982,-0.05
MEX,1983,-4.624
MEX,1984,3.513
MEX,1985,1.919
MEX,1986,-3.93
MEX,1987,2.063
MEX,1988,1.218
MEX,1989,3.625
MEX,1990,5.25
MEX,1991,3.976
MEX,1992,3.569
MEX,1993,2.867
MEX,1994,4.394
MEX,1995,-5.91
MEX,1996,6.218
MEX,1997,7.199
MEX,1998,6.185
MEX,1999,2.755
MEX,2000,5.029
MEX,2001,-0.451
MEX,2002,-0.237
MEX,2003,1.186
MEX,2004,3.565
MEX,2005,2.113
MEX,2006,4.805
MEX,2007,2.078
MEX,2008,0.943
MEX,2009,-6.295
MEX,2010,4.971
MEX,2011,3.444
MEX,2012,3.553
MEX,2013,0.852
MEX,2014,2.504
MEX,2015,2.702
MEX,2016,1.772
MEX,2017,1.872
MEX,2018,1.972
MEX,2019,-0.393
MEX,2020,-8.354
MEX,2021,6.048
MEX,2022,3.711
MEX,2023,3.295
MEX,2024,1.454
MEX,2025,-0.26
MEX,2026,1.37
MEX,2027,2.143
MEX,2028,2.203
MEX,2029,2.175
MEX,2030,2.104
NIC,1980,4.612
NIC,1981,5.361
NIC,1982,-0.817
NIC,1983,4.615
NIC,1984,-1.566
NIC,1985,-4.084
NIC,1986,-1.015
NIC,1987,-0.706
NIC,1988,-12.4
NIC,1989,-1.694
NIC,1990,-0.132
NIC,1991,-0.154
NIC,1992,0.4
NIC,1993,-0.4
NIC,1994,5.0
NIC,1995,5.912
NIC,1996,6.344
NIC,1997,3.967
NIC,1998,3.712
NIC,1999,7.036
NIC,2000,4.102
NIC,2001,2.961
NIC,2002,0.754
NIC,2003,2.521
NIC,2004,5.351
NIC,2005,4.244
NIC,2006,3.805
NIC,2007,5.076
NIC,2008,3.436
NIC,2009,-3.293
NIC,2010,4.41
NIC,2011,6.317
NIC,2012,6.496
NIC,2013,4.927
NIC,2014,4.785
NIC,2015,4.792
NIC,2016,4.563
NIC,2017,4.631
NIC,2018,-3.363
NIC,2019,-2.897
NIC,2020,-2.237
NIC,2021,10.454
NIC,2022,3.55
NIC,2023,4.428
NIC,2024,3.588
NIC,2025,3.2
NIC,2026,3.1
NIC,2027,3.5
NIC,2028,3.5
NIC,2029,3.5
NIC,2030,3.5
PAN,1980,4.5
PAN,1981,9.207
PAN,1982,5.348
PAN,1983,-4.491
PAN,1984,2.709
PAN,1985,4.942
PAN,1986,3.568
PAN,1987,-1.809
PAN,1988,-13.38
PAN,1989,1.562
PAN,1990,8.099
PAN,1991,9.418
PAN,1992,8.203
PAN,1993,5.456
PAN,1994,2.849
PAN,1995,1.752
PAN,1996,7.371
PAN,1997,6.48
PAN,1998,7.332
PAN,1999,3.878
PAN,2000,2.737
PAN,2001,0.558
PAN,2002,2.247
PAN,2003,4.226
PAN,2004,7.508
PAN,2005,7.181
PAN,2006,8.541
PAN,2007,12.111
PAN,2008,9.856
PAN,2009,1.243
PAN,2010,5.828
PAN,2011,11.314
PAN,2012,9.779
PAN,2013,6.903
PAN,2014,5.067
PAN,2015,5.733
PAN,2016,4.953
PAN,2017,5.591
PAN,2018,3.685
PAN,2019,3.282
PAN,2020,-17.668
PAN,2021,15.836
PAN,2022,10.809
PAN,2023,7.595
PAN,2024,2.9
PAN,2025,4.0
PAN,2026,4.0
PAN,2027,4.0
PAN,2028,4.0
PAN,2029,4.0
PAN,2030,4.0
PRY,1980,11.712
PRY,1981,9.17
PRY,1982,-1.398
PRY,1983,-3.043
PRY,1984,2.817
PRY,1985,3.872
PRY,1986,0.263
PRY,1987,4.072
PRY,1988,5.881
PRY,1989,5.817
PRY,1990,4.12
PRY,1991,3.49
PRY,1992,1.696
PRY,1993,4.936
PRY,1994,5.318
PRY,1995,6.823
PRY,1996,1.574
PRY,1997,4.243
PRY,1998,0.068
PRY,1999,-1.366
PRY,2000,-2.314
PRY,2001,-0.834
PRY,2002,-0.021
PRY,2003,4.321
PRY,2004,4.057
PRY,2005,2.133
PRY,2006,4.807
PRY,2007,5.422
PRY,2008,6.496
PRY,2009,-0.261
PRY,2010,11.095
PRY,2011,4.286
PRY,2012,-0.708
PRY,2013,8.293
PRY,2014,5.301
PRY,2015,2.957
PRY,2016,4.268
PRY,2017,4.81
PRY,2018,3.204
PRY,2019,-0.402
PRY,2020,-0.82
PRY,2021,4.017
PRY,2022,0.176
PRY,2023,4.999
PRY,2024,4.0
PRY,2025,3.8
PRY,2026,3.5
PRY,2027,3.5
PRY,2028,3.5
PRY,2029,3.5
PRY,2030,3.5
PER,1980,7.661
PER,1981,5.461
PER,1982,-0.324
PER,1983,-9.329
PER,1984,3.801
PER,1985,2.089
PER,1986,12.106
PER,1987,7.738
PER,1988,-9.422
PER,1989,-13.422
PER,1990,-5.09
PER,1991,2.219
PER,1992,-0.541
PER,1993,5.244
PER,1994,12.308
PER,1995,7.411
PER,1996,2.799
PER,1997,6.476
PER,1998,-0.392
PER,1999,1.495
PER,2000,2.695
PER,2001,0.617
PER,2002,5.454
PER,2003,4.165
PER,2004,4.959
PER,2005,6.285
PER,2006,7.529
PER,2007,8.518
PER,2008,9.127
PER,2009,1.096
PER,2010,8.332
PER,2011,6.327
PER,2012,6.14
PER,2013,5.853
PER,2014,2.382
PER,2015,3.252
PER,2016,3.953
PER,2017,2.519
PER,2018,3.969
PER,2019,2.24
PER,2020,-10.869
PER,2021,13.361
PER,2022,2.809
PER,2023,-0.403
PER,2024,3.333
PER,2025,2.84
PER,2026,2.61
PER,2027,2.5
PER,2028,2.5
PER,2029,2.505
PER,2030,2.496
URY,1980,5.999
URY,1981,1.899
URY,1982,-9.391
URY,1983,-5.853
URY,1984,-1.458
URY,1985,0.298
URY,1986,7.5
URY,1987,5.91
URY,1988,0.496
URY,1989,1.104
URY,1990,0.297
URY,1991,3.539
URY,1992,7.932
URY,1993,2.658
URY,1994,7.281
URY,1995,-1.448
URY,1996,5.578
URY,1997,5.496
URY,1998,4.519
URY,1999,-1.939
URY,2000,-1.93
URY,2001,-3.844
URY,2002,-7.732
URY,2003,0.805
URY,2004,5.004
URY,2005,7.46
URY,2006,4.099
URY,2007,6.542
URY,2008,7.176
URY,2009,4.243
URY,2010,7.803
URY,2011,5.162
URY,2012,3.538
URY,2013,4.638
URY,2014,3.239
URY,2015,0.371
URY,2016,1.69
URY,2017,1.741
URY,2018,0.165
URY,2019,0.928
URY,2020,-7.357
URY,2021,5.844
URY,2022,4.486
URY,2023,0.742
URY,2024,3.108
URY,2025,2.844
URY,2026,2.6
URY,2027,2.37
URY,2028,2.346
URY,2029,2.184
URY,2030,2.153
VEN,1980,-4.947
VEN,1981,-1.288
VEN,1982,2.645
VEN,1983,-9.856
VEN,1984,5.223
VEN,1985,0.867
VEN,1986,6.08
VEN,1987,4.801
VEN,1988,6.51
VEN,1989,-13.92
VEN,1990,6.468
VEN,1991,9.73
VEN,1992,6.06
VEN,1993,0.275
VEN,1994,-2.349
VEN,1995,3.952
VEN,1996,-0.198
VEN,1997,6.371
VEN,1998,0.294
VEN,1999,-5.97
VEN,2000,3.687
VEN,2001,3.394
VEN,2002,-8.856
VEN,2003,-7.755
VEN,2004,18.287
VEN,2005,10.318
VEN,2006,9.872
VEN,2007,8.754
VEN,2008,5.278
VEN,2009,-3.202
VEN,2010,-1.489
VEN,2011,4.176
VEN,2012,5.626
VEN,2013,1.343
VEN,2014,-3.894
VEN,2015,-6.221
VEN,2016,-17.04
VEN,2017,-15.671
VEN,2018,-19.655
VEN,2019,-27.658
VEN,2020,-29.999
VEN,2021,0.955
VEN,2022,8.001
VEN,2023,4.002
VEN,2024,5.3
VEN,2025,-4.0
VEN,2026,-5.5
ATG,1980,8.162
ATG,1981,3.814
ATG,1982,-0.084
ATG,1983,5.364
ATG,1984,10.165
ATG,1985,7.644
ATG,1986,11.494
ATG,1987,6.626
ATG,1988,5.213
ATG,1989,5.252
ATG,1990,3.012
ATG,1991,2.177
ATG,1992,1.159
ATG,1993,5.28
ATG,1994,6.676
ATG,1995,-4.36
ATG,1996,6.605
ATG,1997,5.471
ATG,1998,4.731
ATG,1999,3.708
ATG,2000,6.204
ATG,2001,-4.548
ATG,2002,1.027
ATG,2003,6.077
ATG,2004,5.767
ATG,2005,6.474
ATG,2006,12.708
ATG,2007,9.315
ATG,2008,-0.014
ATG,2009,-11.963
ATG,2010,-7.841
ATG,2011,-1.959
ATG,2012,3.373
ATG,2013,-0.601
ATG,2014,2.198
ATG,2015,1.422
ATG,2016,4.12
ATG,2017,2.713
ATG,2018,6.712
ATG,2019,3.172
ATG,2020,-18.869
ATG,2021,8.173
ATG,2022,9.108
ATG,2023,2.427
ATG,2024,4.313
ATG,2025,3.048
ATG,2026,2.541
ATG,2027,2.548
ATG,2028,2.486
ATG,2029,2.492
ATG,2030,2.498
BHS,1980,7.1
BHS,1981,-2.9
BHS,1982,6.3
BHS,1983,6.8
BHS,1984,2.4
BHS,1985,4.1
BHS,1986,2.6
BHS,1987,3.7
BHS,1988,2.255
BHS,1989,2.3
BHS,1990,1.052
BHS,1991,-4.182
BHS,1992,-3.826
BHS,1993,0.308
BHS,1994,3.149
BHS,1995,4.379
BHS,1996,4.224
BHS,1997,4.946
BHS,1998,4.716
BHS,1999,7.144
BHS,2000,4.149
BHS,2001,2.626
BHS,2002,2.705
BHS,2003,-1.265
BHS,2004,0.883
BHS,2005,3.395
BHS,2006,2.517
BHS,2007,1.447
BHS,2008,-2.324
BHS,2009,-4.175
BHS,2010,1.539
BHS,2011,0.613
BHS,2012,3.087
BHS,2013,-2.863
BHS,2014,1.847
BHS,2015,0.997
BHS,2016,-0.962
BHS,2017,2.8
BHS,2018,2.63
BHS,2019,-1.357
BHS,2020,-21.423
BHS,2021,15.403
BHS,2022,10.782
BHS,2023,2.639
BHS,2024,2.0
BHS,2025,1.8
BHS,2026,1.7
BHS,2027,1.6
BHS,2028,1.55
BHS,2029,1.5
BHS,2030,1.5
ABW,1987,16.079
ABW,1988,18.64
ABW,1989,12.095
ABW,1990,3.977
ABW,1991,7.975
ABW,1992,5.875
ABW,1993,7.304
ABW,1994,8.207
ABW,1995,2.5
ABW,1996,1.257
ABW,1997,7.018
ABW,1998,1.989
ABW,1999,1.371
ABW,2000,7.684
ABW,2001,4.182
ABW,2002,-0.945
ABW,2003,1.111
ABW,2004,7.294
ABW,2005,-0.383
ABW,2006,1.127
ABW,2007,3.09
ABW,2008,1.836
ABW,2009,-11.678
ABW,2010,-2.733
ABW,2011,3.369
ABW,2012,-1.041
ABW,2013,6.431
ABW,2014,-1.587
ABW,2015,-0.624
ABW,2016,1.72
ABW,2017,7.049
ABW,2018,2.382
ABW,2019,-2.218
ABW,2020,-26.212
ABW,2021,24.133
ABW,2022,8.518
ABW,2023,4.264
ABW,2024,6.49
ABW,2025,2.2
ABW,2026,2.58
ABW,2027,2.49
ABW,2028,1.59
ABW,2029,1.3
ABW,2030,1.3
BRB,1980,4.371
BRB,1981,-1.9
BRB,1982,-4.9
BRB,1983,0.5
BRB,1984,3.6
BRB,1985,1.1
BRB,1986,5.1
BRB,1987,2.6
BRB,1988,3.5
BRB,1989,3.6
BRB,1990,-3.3
BRB,1991,-3.9
BRB,1992,-5.7
BRB,1993,0.8
BRB,1994,2.0
BRB,1995,2.023
BRB,1996,3.966
BRB,1997,4.74
BRB,1998,3.74
BRB,1999,0.326
BRB,2000,4.453
BRB,2001,-2.367
BRB,2002,0.791
BRB,2003,2.171
BRB,2004,1.407
BRB,2005,3.965
BRB,2006,5.669
BRB,2007,2.251
BRB,2008,0.703
BRB,2009,-4.831
BRB,2010,-2.237
BRB,2011,-0.657
BRB,2012,-0.433
BRB,2013,-1.076
BRB,2014,0.156
BRB,2015,-0.846
BRB,2016,1.792
BRB,2017,0.128
BRB,2018,-1.174
BRB,2019,0.653
BRB,2020,-15.054
BRB,2021,-0.255
BRB,2022,17.833
BRB,2023,4.094
BRB,2024,4.0
BRB,2025,3.0
BRB,2026,2.3
BRB,2027,2.0
BRB,2028,2.0
BRB,2029,2.0
BRB,2030,2.0
DMA,1980,13.383
DMA,1981,10.829
DMA,1982,4.128
DMA,1983,2.556
DMA,1984,4.197
DMA,1985,1.421
DMA,1986,7.073
DMA,1987,6.308
DMA,1988,7.817
DMA,1989,-0.191
DMA,1990,5.419
DMA,1991,1.346
DMA,1992,2.03
DMA,1993,2.162
DMA,1994,0.034
DMA,1995,3.03
DMA,1996,3.105
DMA,1997,2.185
DMA,1998,3.774
DMA,1999,0.355
DMA,2000,2.34
DMA,2001,-0.063
DMA,2002,-2.829
DMA,2003,6.353
DMA,2004,3.051
DMA,2005,0.656
DMA,2006,4.659
DMA,2007,6.354
DMA,2008,7.121
DMA,2009,-1.17
DMA,2010,0.673
DMA,2011,-0.224
DMA,2012,-1.059
DMA,2013,-1.0
DMA,2014,4.754
DMA,2015,-2.732
DMA,2016,2.764
DMA,2017,-6.619
DMA,2018,3.548
DMA,2019,5.502
DMA,2020,-16.605
DMA,2021,6.892
DMA,2022,5.584
DMA,2023,4.712
DMA,2024,4.55
DMA,2025,4.22
DMA,2026,3.264
DMA,2027,2.913
DMA,2028,2.739
DMA,2029,2.413
