country,year,ngdp_rpch
BEL,1980,4.444
BEL,1981,-0.279
BEL,1982,0.595
BEL,1983,0.312
BEL,1984,2.466
BEL,1985,1.652
BEL,1986,1.823
BEL,1987,2.307
BEL,1988,4.723
BEL,1989,3.469
BEL,1990,3.137
BEL,1991,1.833
BEL,1992,1.531
BEL,1993,-0.962
BEL,1994,3.227
BEL,1995,2.385
BEL,1996,1.321
BEL,1997,3.793
BEL,1998,1.962
BEL,1999,3.543
BEL,2000,3.717
BEL,2001,1.1
BEL,2002,1.707
BEL,2003,1.038
BEL,2004,3.571
BEL,2005,2.322
BEL,2006,2.553
BEL,2007,3.677
BEL,2008,0.447
BEL,2009,-1.906
BEL,2010,2.71
BEL,2011,1.931
BEL,2012,0.216
BEL,2013,0.306
BEL,2014,1.766
BEL,2015,1.474
BEL,2016,1.193
BEL,2017,1.475
BEL,2018,1.878
BEL,2019,2.443
BEL,2020,-4.793
BEL,2021,6.202
BEL,2022,4.234
BEL,2023,1.252
BEL,2024,0.996
BEL,2025,0.839
BEL,2026,0.969
BEL,2027,1.189
BEL,2028,1.268
BEL,2029,1.317
BEL,2030,1.342
DNK,1980,-0.744
DNK,1981,-0.741
DNK,1982,3.891
DNK,1983,2.65
DNK,1984,4.34
DNK,1985,4.152
DNK,1986,4.736
DNK,1987,0.465
DNK,1988,0.271
DNK,1989,0.696
DNK,1990,1.665
DNK,1991,1.457
DNK,1992,2.024
DNK,1993,-0.08
DNK,1994,5.292
DNK,1995,3.039
DNK,1996,2.9
DNK,1997,3.166
DNK,1998,2.324
DNK,1999,2.971
DNK,2000,3.72
DNK,2001,0.954
DNK,2002,0.454
DNK,2003,0.441
DNK,2004,2.778
DNK,2005,2.357
DNK,2006,3.82
DNK,2007,0.987
DNK,2008,-0.417
DNK,2009,-4.978
DNK,2010,1.584
DNK,2011,1.313
DNK,2012,-0.005
DNK,2013,1.393
DNK,2014,1.278
DNK,2015,2.101
DNK,2016,3.076
DNK,2017,3.056
DNK,2018,1.859
DNK,2019,1.713
DNK,2020,-1.781
DNK,2021,7.38
DNK,2022,1.541
DNK,2023,2.495
DNK,2024,3.677
DNK,2025,2.9
DNK,2026,1.845
DNK,2027,1.64
DNK,2028,1.45
DNK,2029,1.45
DNK,2030,1.45
FRA,1980,1.809
FRA,1981,1.186
FRA,1982,2.404
FRA,1983,1.262
FRA,1984,1.673
FRA,1985,1.67
FRA,1986,2.325
FRA,1987,2.567
FRA,1988,4.67
FRA,1989,4.585
FRA,1990,2.793
FRA,1991,1.292
FRA,1992,1.408
FRA,1993,-0.425
FRA,1994,2.403
FRA,1995,2.457
FRA,1996,1.347
FRA,1997,2.515
FRA,1998,3.466
FRA,1999,3.261
FRA,2000,4.364
FRA,2001,1.846
FRA,2002,1.12
FRA,2003,0.994
FRA,2004,2.519
FRA,2005,1.988
FRA,2006,2.929
FRA,2007,2.486
FRA,2008,0.265
FRA,2009,-2.732
FRA,2010,1.843
FRA,2011,2.485
FRA,2012,0.221
FRA,2013,0.915
FRA,2014,1.02
FRA,2015,0.986
FRA,2016,0.728
FRA,2017,2.286
FRA,2018,1.587
FRA,2019,2.076
FRA,2020,-7.593
FRA,2021,6.827
FRA,2022,2.624
FRA,2023,1.116
FRA,2024,1.067
FRA,2025,0.641
FRA,2026,1.015
FRA,2027,1.189
FRA,2028,1.259
FRA,2029,1.209
FRA,2030,1.21
DEU,1980,1.272
DEU,1981,0.11
DEU,1982,-0.788
DEU,1983,1.555
DEU,1984,2.826
DEU,1985,2.192
DEU,1986,2.417
DEU,1987,1.469
DEU,1988,3.736
DEU,1989,3.913
DEU,1990,5.723
DEU,1991,5.011
DEU,1992,2.015
DEU,1993,-0.981
DEU,1994,2.598
DEU,1995,1.512
DEU,1996,1.028
DEU,1997,1.858
DEU,1998,2.103
DEU,1999,2.127
DEU,2000,2.881
DEU,2001,1.633
DEU,2002,-0.229
DEU,2003,-0.536
DEU,2004,1.171
DEU,2005,0.883
DEU,2006,3.862
DEU,2007,2.887
DEU,2008,0.91
DEU,2009,-5.548
DEU,2010,4.147
DEU,2011,3.764
DEU,2012,0.469
DEU,2013,0.386
DEU,2014,2.172
DEU,2015,1.656
DEU,2016,2.289
DEU,2017,2.713
DEU,2018,1.116
DEU,2019,0.993
DEU,2020,-4.1
DEU,2021,3.67
DEU,2022,1.367
DEU,2023,-0.264
DEU,2024,-0.232
DEU,2025,-0.05
DEU,2026,0.922
DEU,2027,1.452
DEU,2028,1.201
DEU,2029,0.954
DEU,2030,0.694
SMR,1998,7.52
SMR,1999,8.998
SMR,2000,2.203
SMR,2001,5.539
SMR,2002,0.315
SMR,2003,3.9
SMR,2004,4.565
SMR,2005,2.426
SMR,2006,3.826
SMR,2007,7.103
SMR,2008,-0.39
SMR,2009,-10.158
SMR,2010,-5.853
SMR,2011,-8.56
SMR,2012,-7.249
SMR,2013,-0.814
SMR,2014,-0.66
SMR,2015,2.717
SMR,2016,2.313
SMR,2017,0.267
SMR,2018,1.482
SMR,2019,2.023
SMR,2020,-6.829
SMR,2021,14.384
SMR,2022,7.898
SMR,2023,0.4
SMR,2024,0.696
SMR,2025,1.0
SMR,2026,1.3
SMR,2027,1.183
SMR,2028,1.28
SMR,2029,1.28
SMR,2030,1.28
ITA,1980,3.099
ITA,1981,4.728
ITA,1982,0.414
ITA,1983,1.169
ITA,1984,3.226
ITA,1985,2.798
ITA,1986,2.86
ITA,1987,3.192
ITA,1988,4.194
ITA,1989,3.389
ITA,1990,2.052
ITA,1991,1.435
ITA,1992,0.834
ITA,1993,-0.853
ITA,1994,2.151
ITA,1995,2.887
ITA,1996,1.525
ITA,1997,1.926
ITA,1998,1.804
ITA,1999,1.678
ITA,2000,3.882
ITA,2001,2.006
ITA,2002,0.27
ITA,2003,0.067
ITA,2004,1.474
ITA,2005,0.762
ITA,2006,1.799
ITA,2007,1.462
ITA,2008,-1.023
ITA,2009,-5.305
ITA,2010,1.529
ITA,2011,0.695
ITA,2012,-3.125
ITA,2013,-1.818
ITA,2014,-0.001
ITA,2015,0.886
ITA,2016,1.236
ITA,2017,1.604
ITA,2018,0.827
ITA,2019,0.429
ITA,2020,-8.868
ITA,2021,8.931
ITA,2022,4.821
ITA,2023,0.715
ITA,2024,0.726
ITA,2025,0.44
ITA,2026,0.835
ITA,2027,0.569
ITA,2028,0.68
ITA,2029,0.7
ITA,2030,0.7
LUX,1980,3.17
LUX,1981,0.798
LUX,1982,1.039
LUX,1983,1.887
LUX,1984,4.73
LUX,1985,5.596
LUX,1986,9.983
LUX,1987,3.951
LUX,1988,8.464
LUX,1989,9.798
LUX,1990,5.32
LUX,1991,8.645
LUX,1992,1.819
LUX,1993,4.201
LUX,1994,3.821
LUX,1995,1.432
LUX,1996,1.515
LUX,1997,5.937
LUX,1998,6.492
LUX,1999,8.421
LUX,2000,8.442
LUX,2001,3.074
LUX,2002,3.225
LUX,2003,2.62
LUX,2004,4.231
LUX,2005,2.483
LUX,2006,6.016
LUX,2007,8.099
LUX,2008,-0.302
LUX,2009,-3.239
LUX,2010,3.76
LUX,2011,1.045
LUX,2012,1.65
LUX,2013,3.171
LUX,2014,2.623
LUX,2015,2.268
LUX,2016,4.978
LUX,2017,1.317
LUX,2018,1.611
LUX,2019,2.749
LUX,2020,-0.51
LUX,2021,6.93
LUX,2022,-1.095
LUX,2023,-0.694
LUX,2024,1.032
LUX,2025,1.574
LUX,2026,2.215
LUX,2027,2.301
LUX,2028,2.169
LUX,2029,2.131
LUX,2030,2.081
NLD,1981,-0.514
NLD,1982,-1.283
NLD,1983,1.758
NLD,1984,3.118
NLD,1985,2.656
NLD,1986,3.126
NLD,1987,1.85
NLD,1988,4.585
NLD,1989,4.481
NLD,1990,4.178
NLD,1991,2.451
NLD,1992,1.589
NLD,1993,1.264
NLD,1994,3.009
NLD,1995,3.132
NLD,1996,3.416
NLD,1997,4.246
NLD,1998,4.654
NLD,1999,5.038
NLD,2000,4.228
NLD,2001,2.328
NLD,2002,0.246
NLD,2003,0.098
NLD,2004,2.013
NLD,2005,2.029
NLD,2006,3.539
NLD,2007,3.882
NLD,2008,2.127
NLD,2009,-3.67
NLD,2010,1.317
NLD,2011,1.777
NLD,2012,-0.977
NLD,2013,-0.032
NLD,2014,1.612
NLD,2015,2.121
NLD,2016,2.425
NLD,2017,2.783
NLD,2018,2.26
NLD,2019,2.3
NLD,2020,-3.877
NLD,2021,6.278
NLD,2022,5.007
NLD,2023,0.073
NLD,2024,0.98
NLD,2025,1.413
NLD,2026,1.416
NLD,2027,1.398
NLD,2028,1.363
NLD,2029,1.295
NLD,2030,1.245
NOR,1980,4.515
NOR,1981,1.598
NOR,1982,0.235
NOR,1983,3.973
NOR,1984,6.052
NOR,1985,5.553
NOR,1986,4.042
NOR,1987,1.754
NOR,1988,-0.255
NOR,1989,1.038
NOR,1990,1.932
NOR,1991,3.084
NOR,1992,3.574
NOR,1993,2.845
NOR,1994,5.055
NOR,1995,4.156
NOR,1996,5.028
NOR,1997,5.285
NOR,1998,2.669
NOR,1999,2.072
NOR,2000,3.319
NOR,2001,2.067
NOR,2002,1.378
NOR,2003,0.945
NOR,2004,4.015
NOR,2005,2.685
NOR,2006,2.461
NOR,2007,2.914
NOR,2008,0.482
NOR,2009,-1.94
NOR,2010,0.787
NOR,2011,1.106
NOR,2012,2.718
NOR,2013,1.016
NOR,2014,2.048
NOR,2015,1.857
NOR,2016,1.165
NOR,2017,2.464
NOR,2018,0.829
NOR,2019,1.124
NOR,2020,-1.278
NOR,2021,3.909
NOR,2022,3.246
NOR,2023,0.072
NOR,2024,2.1
NOR,2025,2.137
NOR,2026,1.72
NOR,2027,1.553
NOR,2028,1.349
NOR,2029,1.33
NOR,2030,1.33
SWE,1980,4.555
SWE,1981,4.54
SWE,1982,1.397
SWE,1983,2.058
SWE,1984,4.347
SWE,1985,2.326
SWE,1986,2.971
SWE,1987,3.302
SWE,1988,2.468
SWE,1989,2.658
SWE,1990,0.751
SWE,1991,-1.103
SWE,1992,-0.936
SWE,1993,-1.206
SWE,1994,4.016
SWE,1995,4.094
SWE,1996,1.705
SWE,1997,3.065
SWE,1998,4.246
SWE,1999,4.201
SWE,2000,4.631
SWE,2001,1.361
SWE,2002,2.278
SWE,2003,1.881
SWE,2004,4.18
SWE,2005,2.793
SWE,2006,4.676
SWE,2007,3.225
SWE,2008,-0.923
SWE,2009,-4.256
SWE,2010,5.751
SWE,2011,3.164
SWE,2012,-0.414
SWE,2013,1.138
SWE,2014,2.296
SWE,2015,4.41
SWE,2016,2.35
SWE,2017,1.825
SWE,2018,1.903
SWE,2019,2.55
SWE,2020,-2.005
SWE,2021,5.938
SWE,2022,1.459
SWE,2023,-0.114
SWE,2024,0.974
SWE,2025,1.858
SWE,2026,2.168
SWE,2027,1.88
SWE,2028,1.712
SWE,2029,1.698
SWE,2030,1.693
CHE,1980,5.11
CHE,1981,1.631
CHE,1982,-1.34
CHE,1983,0.605
CHE,1984,3.067
CHE,1985,3.713
CHE,1986,1.836
CHE,1987,1.542
CHE,1988,3.283
CHE,1989,4.431
CHE,1990,3.713
CHE,1991,-0.929
CHE,1992,-0.145
CHE,1993,-0.144
CHE,1994,1.301
CHE,1995,0.593
CHE,1996,0.439
CHE,1997,2.235
CHE,1998,2.936
CHE,1999,1.628
CHE,2000,4.111
CHE,2001,1.613
CHE,2002,-0.054
CHE,2003,-0.109
CHE,2004,2.563
CHE,2005,2.863
CHE,2006,4.151
CHE,2007,3.919
CHE,2008,2.678
CHE,2009,-2.305
CHE,2010,3.214
CHE,2011,1.902
CHE,2012,1.207
CHE,2013,1.849
CHE,2014,2.287
CHE,2015,1.574
CHE,2016,2.1
CHE,2017,1.433
CHE,2018,2.86
CHE,2019,1.156
CHE,2020,-2.29
CHE,2021,5.573
CHE,2022,3.126
CHE,2023,0.743
CHE,2024,1.269
CHE,2025,0.876
CHE,2026,1.611
CHE,2027,1.2
CHE,2028,1.8
CHE,2029,1.2
CHE,2030,1.8
CAN,1980,2.163
CAN,1981,3.503
CAN,1982,-3.166
CAN,1983,2.562
CAN,1984,5.899
CAN,1985,4.738
CAN,1986,2.121
CAN,1987,4.072
CAN,1988,4.411
CAN,1989,2.337
CAN,1990,0.203
CAN,1991,-2.091
CAN,1992,0.89
CAN,1993,2.658
CAN,1994,4.494
CAN,1995,2.682
CAN,1996,1.689
CAN,1997,4.28
CAN,1998,3.893
CAN,1999,5.141
CAN,2000,5.139
CAN,2001,1.875
CAN,2002,2.999
CAN,2003,1.806
CAN,2004,3.092
CAN,2005,3.21
CAN,2006,2.638
CAN,2007,2.05
CAN,2008,0.995
CAN,2009,-2.915
CAN,2010,3.091
CAN,2011,3.137
CAN,2012,1.756
CAN,2013,2.326
CAN,2014,2.873
CAN,2015,0.65
CAN,2016,1.039
CAN,2017,3.034
CAN,2018,2.743
CAN,2019,1.908
CAN,2020,-5.038
CAN,2021,5.951
CAN,2022,4.189
CAN,2023,1.529
CAN,2024,1.528
CAN,2025,1.376
CAN,2026,1.558
CAN,2027,1.711
CAN,2028,1.575
CAN,2029,1.64
CAN,2030,1.517
JPN,1980,3.181
JPN,1981,4.261
JPN,1982,3.28
JPN,1983,3.63
JPN,1984,4.411
JPN,1985,5.16
JPN,1986,3.294
JPN,1987,4.649
JPN,1988,6.662
JPN,1989,4.926
JPN,1990,4.841
JPN,1991,3.523
JPN,1992,0.901
JPN,1993,-0.459
JPN,1994,1.083
JPN,1995,2.631
JPN,1996,3.134
JPN,1997,0.981
JPN,1998,-1.27
JPN,1999,-0.334
JPN,2000,2.765
JPN,2001,0.386
JPN,2002,0.042
JPN,2003,1.535
JPN,2004,2.186
JPN,2005,1.804
JPN,2006,1.372
JPN,2007,1.484
JPN,2008,-1.224
JPN,2009,-5.693
JPN,2010,4.098
JPN,2011,0.024
JPN,2012,1.375
JPN,2013,2.005
JPN,2014,0.296
JPN,2015,1.561
JPN,2016,0.754
JPN,2017,1.675
JPN,2018,0.643
JPN,2019,-0.402
JPN,2020,-4.169
JPN,2021,2.697
JPN,2022,0.935
JPN,2023,1.486
JPN,2024,0.084
JPN,2025,0.554
JPN,2026,0.579
JPN,2027,0.625
JPN,2028,0.585
JPN,2029,0.52
JPN,2030,0.532
AND,2001,8.119
AND,2002,4.546
AND,2003,8.694
AND,2004,8.136
AND,2005,5.398
AND,2006,4.809
AND,2007,1.553
AND,2008,-5.559
AND,2009,-5.303
AND,2010,-1.975
AND,2011,-0.008
AND,2012,-4.974
AND,2013,-3.548
AND,2014,2.504
AND,2015,1.434
AND,2016,3.71
AND,2017,0.346
AND,2018,1.589
AND,2019,2.016
AND,2020,-11.184
AND,2021,8.287
AND,2022,9.565
AND,2023,2.584
AND,2024,3.373
AND,2025,1.9
AND,2026,1.6
AND,2027,1.5
AND,2028,1.5
AND,2029,1.5
AND,2030,1.5
FIN,1980,5.673
FIN,1981,1.294
FIN,1982,3.087
FIN,1983,3.122
FIN,1984,3.213
FIN,1985,3.537
FIN,1986,2.726
FIN,1987,3.559
FIN,1988,5.211
FIN,1989,5.087
FIN,1990,0.211
FIN,1991,-5.88
FIN,1992,-3.312
FIN,1993,-0.781
FIN,1994,3.963
FIN,1995,4.233
FIN,1996,3.662
FIN,1997,6.398
FIN,1998,5.454
FIN,1999,4.389
FIN,2000,5.754
FIN,2001,2.64
FIN,2002,1.687
FIN,2003,2.012
FIN,2004,4.005
FIN,2005,2.778
FIN,2006,4.019
FIN,2007,5.313
FIN,2008,0.784
FIN,2009,-8.076
FIN,2010,3.168
FIN,2011,2.389
FIN,2012,-1.523
FIN,2013,-0.98
FIN,2014,-0.478
FIN,2015,0.467
FIN,2016,2.572
FIN,2017,3.303
FIN,2018,1.193
FIN,2019,1.35
FIN,2020,-2.491
FIN,2021,2.676
FIN,2022,0.763
FIN,2023,-0.947
FIN,2024,-0.134
FIN,2025,0.96
FIN,2026,1.405
FIN,2027,1.379
FIN,2028,1.328
FIN,2029,1.225
FIN,2030,1.175
GRC,1980,0.679
GRC,1981,-1.556
GRC,1982,-1.13
GRC,1983,-1.078
GRC,1984,2.007
GRC,1985,2.513
GRC,1986,0.515
GRC,1987,-2.257
GRC,1988,4.288
GRC,1989,3.799
GRC,1991,3.102
GRC,1992,0.697
GRC,1993,-1.599
GRC,1994,2.0
GRC,1995,2.1
GRC,1996,1.382
GRC,1997,3.603
GRC,1998,3.437
GRC,1999,2.659
GRC,2000,4.138
GRC,2001,4.65
GRC,2002,4.683
GRC,2003,5.797
GRC,2004,5.378
GRC,2005,1.183
GRC,2006,6.443
GRC,2007,3.507
GRC,2008,0.058
GRC,2009,-4.119
GRC,2010,-5.694
GRC,2011,-9.877
GRC,2012,-8.331
GRC,2013,-2.272
GRC,2014,0.792
GRC,2015,-0.228
GRC,2016,-0.032
GRC,2017,1.473
GRC,2018,2.065
GRC,2019,2.277
GRC,2020,-9.196
GRC,2021,8.654
GRC,2022,5.744
GRC,2023,2.332
GRC,2024,2.272
GRC,2025,2.03
GRC,2026,1.755
GRC,2027,1.314
GRC,2028,1.487
GRC,2029,1.415
GRC,2030,1.429
ISL,1980,5.738
ISL,1981,4.265
ISL,1982,2.154
ISL,1983,-2.151
ISL,1984,4.129
ISL,1985,3.293
ISL,1986,6.27
ISL,1987,8.546
ISL,1988,-0.09
ISL,1989,0.258
ISL,1990,1.169
ISL,1991,-0.224
ISL,1992,-3.374
ISL,1993,1.313
ISL,1994,3.609
ISL,1995,0.117
ISL,1996,4.567
ISL,1997,5.772
ISL,1998,7.363
ISL,1999,4.035
ISL,2000,4.985
ISL,2001,4.013
ISL,2002,0.56
ISL,2003,2.143
ISL,2004,7.802
ISL,2005,6.125
ISL,2006,6.317
ISL,2007,8.455
ISL,2008,2.21
ISL,2009,-7.664
ISL,2010,-2.833
ISL,2011,1.846
ISL,2012,1.064
ISL,2013,4.552
ISL,2014,1.687
ISL,2015,4.437
ISL,2016,6.304
ISL,2017,4.195
ISL,2018,4.889
ISL,2019,1.861
ISL,2020,-6.94
ISL,2021,5.033
ISL,2022,8.979
ISL,2023,5.646
ISL,2024,0.517
ISL,2025,2.003
ISL,2026,2.4
ISL,2027,2.522
ISL,2028,2.486
ISL,2029,2.493
ISL,2030,2.496
IRL,1980,2.898
IRL,1981,2.512
IRL,1982,1.495
IRL,1983,-0.729
IRL,1984,3.204
IRL,1985,1.947
IRL,1986,0.424
IRL,1987,3.641
IRL,1988,2.998
IRL,1989,5.614
IRL,1990,7.711
IRL,1991,1.642
IRL,1992,3.579
IRL,1993,2.314
IRL,1994,5.894
IRL,1995,9.593
IRL,1996,9.092
IRL,1997,10.747
IRL,1998,8.765
IRL,1999,10.53
IRL,2000,9.403
IRL,2001,5.306
IRL,2002,5.9
IRL,2003,3.014
IRL,2004,6.789
IRL,2005,5.739
IRL,2006,4.988
IRL,2007,5.31
IRL,2008,-4.484
IRL,2009,-5.096
IRL,2010,1.683
IRL,2011,1.65
IRL,2012,-0.399
IRL,2013,2.192
IRL,2014,9.336
IRL,2015,24.616
IRL,2016,1.223
IRL,2017,10.049
IRL,2018,7.545
IRL,2019,5.041
IRL,2020,7.158
IRL,2021,16.255
IRL,2022,8.62
IRL,2023,-5.53
IRL,2024,1.221
IRL,2025,2.261
IRL,2026,2.113
IRL,2027,2.126
IRL,2028,2.234
IRL,2029,2.153
IRL,2030,2.263
MLT,2001,-0.756
MLT,2002,2.74
MLT,2003,3.694
MLT,2004,0.407
MLT,2005,2.882
MLT,2006,2.335
MLT,2007,5.038
MLT,2008,4.409
MLT,2009,-1.395
MLT,2010,6.197
MLT,2011,0.992
MLT,2012,4.101
MLT,2013,6.292
MLT,2014,7.632
MLT,2015,9.62
MLT,2016,4.078
MLT,2017,12.971
MLT,2018,7.189
MLT,2019,4.086
MLT,2020,-3.359
MLT,2021,13.301
MLT,2022,4.269
MLT,2023,6.797
MLT,2024,5.968
MLT,2025,3.9
MLT,2026,3.9
MLT,2027,4.0
MLT,2028,4.0
MLT,2029,4.0
MLT,2030,4.0
PRT,1980,6.725
PRT,1981,3.523
PRT,1982,2.163
PRT,1983,0.972
PRT,1984,-1.042
PRT,1985,1.636
PRT,1986,3.32
PRT,1987,7.632
PRT,1988,5.34
PRT,1989,6.649
PRT,1990,7.859
PRT,1991,3.37
PRT,1992,3.13
PRT,1993,-0.687
PRT,1994,1.489
PRT,1995,2.307
PRT,1996,3.504
PRT,1997,4.401
PRT,1998,4.808
PRT,1999,3.907
PRT,2000,3.816
PRT,2001,1.944
PRT,2002,0.771
PRT,2003,-0.931
PRT,2004,1.789
PRT,2005,0.782
PRT,2006,1.625
PRT,2007,2.507
PRT,2008,0.319
PRT,2009,-3.122
PRT,2010,1.738
PRT,2011,-1.714
PRT,2012,-4.051
PRT,2013,-0.984
PRT,2014,0.741
PRT,2015,1.59
PRT,2016,2.004
PRT,2017,3.315
PRT,2018,2.946
PRT,2019,2.746
PRT,2020,-8.205
PRT,2021,5.559
PRT,2022,6.986
PRT,2023,2.613
PRT,2024,1.928
PRT,2025,1.96
PRT,2026,1.667
PRT,2027,1.465
PRT,2028,1.65
PRT,2029,1.65
PRT,2030,1.65
ESP,1980,1.203
ESP,1981,-0.408
ESP,1982,1.239
ESP,1983,1.652
ESP,1984,1.698
ESP,1985,2.362
ESP,1986,3.432
ESP,1987,5.709
ESP,1988,5.285
ESP,1989,5.004
ESP,1990,3.847
ESP,1991,2.525
ESP,1992,0.851
ESP,1993,-1.314
ESP,1994,2.335
ESP,1995,4.122
ESP,1996,2.421
ESP,1997,3.865
ESP,1998,4.469
ESP,1999,4.745
ESP,2000,5.053
ESP,2001,3.919
ESP,2002,2.761
ESP,2003,2.937
ESP,2004,3.11
ESP,2005,3.552
ESP,2006,4.046
ESP,2007,3.533
ESP,2008,0.766
ESP,2009,-3.768
ESP,2010,0.094
ESP,2011,-0.638
ESP,2012,-2.866
ESP,2013,-1.428
ESP,2014,1.521
ESP,2015,4.062
ESP,2016,2.915
ESP,2017,2.894
ESP,2018,2.394
ESP,2019,1.961
ESP,2020,-10.941
ESP,2021,6.685
ESP,2022,6.182
ESP,2023,2.673
ESP,2024,3.151
ESP,2025,2.501
ESP,2026,1.817
ESP,2027,1.711
ESP,2028,1.632
ESP,2029,1.607
ESP,2030,1.623
TUR,1980,-0.779
TUR,1981,4.365
TUR,1982,3.429
TUR,1983,4.758
TUR,1984,6.823
TUR,1985,4.258
TUR,1986,6.941
TUR,1987,10.027
TUR,1988,2.121
TUR,1989,0.253
TUR,1990,9.255
TUR,1991,0.926
TUR,1992,5.984
TUR,1993,8.042
TUR,1994,-5.456
TUR,1995,7.19
TUR,1996,7.007
TUR,1997,7.528
TUR,1998,3.092
TUR,1999,-3.263
TUR,2000,6.933
TUR,2001,-5.75
TUR,2002,6.448
TUR,2003,5.763
TUR,2004,9.796
TUR,2005,8.992
TUR,2006,6.948
TUR,2007,5.044
TUR,2008,0.815
TUR,2009,-4.823
TUR,2010,8.427
TUR,2011,11.2
TUR,2012,4.788
TUR,2013,8.486
TUR,2014,4.94
TUR,2015,6.084
TUR,2016,3.323
TUR,2017,7.502
TUR,2018,3.013
TUR,2019,0.819
TUR,2020,1.86
TUR,2021,11.439
TUR,2022,5.533
TUR,2023,5.111
TUR,2024,3.184
TUR,2025,2.706
TUR,2026,3.191
TUR,2027,3.373
TUR,2028,3.697
TUR,2029,3.861
TUR,2030,4.102
AUS,1980,2.894
AUS,1981,4.127
AUS,1982,0.063
AUS,1983,-0.474
AUS,1984,6.346
AUS,1985,5.456
AUS,1986,2.448
AUS,1987,4.893
AUS,1988,4.253
AUS,1989,4.633
AUS,1990,1.494
AUS,1991,-0.982
AUS,1992,2.591
AUS,1993,3.921
AUS,1994,4.875
AUS,1995,2.951
AUS,1996,3.973
AUS,1997,4.713
AUS,1998,4.671
AUS,1999,4.437
AUS,2000,3.099
AUS,2001,2.601
AUS,2002,4.159
AUS,2003,3.016
AUS,2004,4.113
AUS,2005,3.029
AUS,2006,2.62
AUS,2007,4.339
AUS,2008,2.594
AUS,2009,1.965
AUS,2010,2.419
AUS,2011,2.785
AUS,2012,3.789
AUS,2013,2.219
AUS,2014,2.575
AUS,2015,2.34
AUS,2016,2.694
AUS,2017,2.38
AUS,2018,2.791
AUS,2019,1.936
AUS,2020,-1.955
AUS,2021,5.412
AUS,2022,4.142
AUS,2023,2.056
AUS,2024,1.038
AUS,2025,1.634
AUS,2026,2.078
AUS,2027,2.296
AUS,2028,2.327
