country,year,ngdp_rpch
BIH,2026,2.2
BIH,2027,2.7
BIH,2028,3.0
BIH,2029,3.0
BIH,2030,3.0
BIH,2031,3.0
BLR,1993,-7.6
BLR,1994,-11.7
BLR,1995,-11.1
BLR,1996,2.8
BLR,1997,11.4
BLR,1998,8.4
BLR,1999,3.4
BLR,2000,5.8
BLR,2001,4.7
BLR,2002,5.1
BLR,2003,7.1
BLR,2004,11.5
BLR,2005,9.5
BLR,2006,10.0
BLR,2007,8.6
BLR,2008,10.2
BLR,2009,0.2
BLR,2010,7.8
BLR,2011,5.2
BLR,2012,1.6
BLR,2013,0.9
BLR,2014,2.5
BLR,2015,-3.8
BLR,2016,-2.5
BLR,2017,2.5
BLR,2018,3.1
BLR,2019,1.4
BLR,2020,-0.7
BLR,2021,2.3
BLR,2022,-4.5
BLR,2023,4.1
BLR,2024,4.3
BLR,2025,1.3
BLR,2026,1.2
BLR,2027,1.0
BLR,2028,1.0
BLR,2029,0.9
BLR,2030,1.0
BLR,2031,0.9
BLZ,1980,5.0
BLZ,1981,0.2
BLZ,1982,-7.6
BLZ,1983,6.1
BLZ,1984,11.3
BLZ,1985,-1.4
BLZ,1986,7.3
BLZ,1987,22.0
BLZ,1988,10.9
BLZ,1989,15.5
BLZ,1990,11.2
BLZ,1991,11.8
BLZ,1992,12.7
BLZ,1993,6.1
BLZ,1994,0.0
BLZ,1995,0.7
BLZ,1996,1.1
BLZ,1997,4.2
BLZ,1998,3.9
BLZ,1999,9.4
BLZ,2000,12.2
BLZ,2001,5.0
BLZ,2002,5.4
BLZ,2003,9.7
BLZ,2004,4.8
BLZ,2005,2.2
BLZ,2006,4.5
BLZ,2007,3.3
BLZ,2008,-1.6
BLZ,2009,-0.4
BLZ,2010,1.4
BLZ,2011,-0.1
BLZ,2012,3.9
BLZ,2013,4.1
BLZ,2014,3.9
BLZ,2015,2.8
BLZ,2016,0.0
BLZ,2017,-1.8
BLZ,2018,0.8
BLZ,2019,4.3
BLZ,2020,-13.5
BLZ,2021,18.0
BLZ,2022,9.3
BLZ,2023,0.5
BLZ,2024,3.5
BLZ,2025,2.7
BLZ,2026,2.2
BLZ,2027,2.1
BLZ,2028,2.0
BLZ,2029,2.0
BLZ,2030,2.0
BLZ,2031,2.0
BOL,1980,0.6
BOL,1981,0.3
BOL,1982,-3.9
BOL,1983,-4.0
BOL,1984,-0.2
BOL,1985,-1.7
BOL,1986,-2.6
BOL,1987,2.5
BOL,1988,2.9
BOL,1989,3.8
BOL,1990,4.6
BOL,1991,5.1
BOL,1992,1.9
BOL,1993,4.3
BOL,1994,4.7
BOL,1995,4.7
BOL,1996,4.6
BOL,1997,5.0
BOL,1998,5.7
BOL,1999,0.5
BOL,2000,2.1
BOL,2001,1.6
BOL,2002,2.7
BOL,2003,1.8
BOL,2004,4.1
BOL,2005,4.2
BOL,2006,4.7
BOL,2007,5.0
BOL,2008,6.7
BOL,2009,3.0
BOL,2010,4.5
BOL,2011,5.5
BOL,2012,5.5
BOL,2013,7.1
BOL,2014,5.8
BOL,2015,4.9
BOL,2016,4.3
BOL,2017,4.2
BOL,2018,2.9
BOL,2019,1.5
BOL,2020,-12.7
BOL,2021,10.0
BOL,2022,3.7
BOL,2023,2.5
BOL,2024,-1.1
BOL,2025,-1.2
BOL,2026,-3.3
BRA,1980,9.2
BRA,1981,-4.4
BRA,1982,0.6
BRA,1983,-3.4
BRA,1984,5.3
BRA,1985,7.9
BRA,1986,7.5
BRA,1987,3.6
BRA,1988,0.3
BRA,1989,3.2
BRA,1990,-4.2
BRA,1991,1.0
BRA,1992,-0.5
BRA,1993,4.7
BRA,1994,5.3
BRA,1995,4.4
BRA,1996,2.2
BRA,1997,3.4
BRA,1998,0.3
BRA,1999,0.5
BRA,2000,4.4
BRA,2001,1.4
BRA,2002,3.1
BRA,2003,1.1
BRA,2004,5.8
BRA,2005,3.2
BRA,2006,4.0
BRA,2007,6.1
BRA,2008,5.1
BRA,2009,-0.1
BRA,2010,7.5
BRA,2011,4.0
BRA,2012,1.9
BRA,2013,3.0
BRA,2014,0.5
BRA,2015,-3.5
BRA,2016,-3.3
BRA,2017,1.3
BRA,2018,1.8
BRA,2019,1.2
BRA,2020,-3.3
BRA,2021,4.8
BRA,2022,3.0
BRA,2023,3.2
BRA,2024,3.4
BRA,2025,2.3
BRA,2026,1.9
BRA,2027,2.0
BRA,2028,2.4
BRA,2029,2.5
BRA,2030,2.5
BRA,2031,2.5
BRB,1980,4.4
BRB,1981,-1.9
BRB,1982,-4.9
BRB,1983,0.5
BRB,1984,3.6
BRB,1985,1.1
BRB,1986,5.1
BRB,1987,2.6
BRB,1988,3.5
BRB,1989,3.6
BRB,1990,-3.3
BRB,1991,-3.9
BRB,1992,-5.7
BRB,1993,0.8
BRB,1994,2.0
BRB,1995,2.0
BRB,1996,4.0
BRB,1997,4.7
BRB,1998,3.7
BRB,1999,0.3
BRB,2000,4.5
BRB,2001,-2.4
BRB,2002,0.8
BRB,2003,2.2
BRB,2004,1.4
BRB,2005,4.0
BRB,2006,5.7
BRB,2007,2.3
BRB,2008,0.7
BRB,2009,-4.8
BRB,2010,-2.2
BRB,2011,-0.1
BRB,2012,-2.9
BRB,2013,0.2
BRB,2014,0.8
BRB,2015,-0.8
BRB,2016,1.4
BRB,2017,0.7
BRB,2018,-0.3
BRB,2019,0.2
BRB,2020,-17.4
BRB,2021,8.0
BRB,2022,15.9
BRB,2023,1.8
BRB,2024,3.4
BRB,2025,2.7
BRB,2026,2.5
BRB,2027,2.2
BRB,2028,2.0
BRB,2029,2.0
BRB,2030,2.0
BRB,2031,2.0
BRN,1986,-2.7
BRN,1987,2.0
BRN,1988,1.1
BRN,1989,-1.1
BRN,1990,1.1
BRN,1991,3.1
BRN,1992,4.8
BRN,1993,0.3
BRN,1994,3.1
BRN,1995,4.5
BRN,1996,2.9
BRN,1997,-1.5
BRN,1998,-0.6
BRN,1999,3.1
BRN,2000,11.0
BRN,2001,1.5
BRN,2002,4.0
BRN,2003,3.6
BRN,2004,0.1
BRN,2005,0.0
BRN,2006,4.1
BRN,2007,-3.8
BRN,2008,-3.9
BRN,2009,-1.9
BRN,2010,2.7
BRN,2011,3.7
BRN,2012,0.9
BRN,2013,-2.1
BRN,2014,-2.5
BRN,2015,-0.4
BRN,2016,-2.5
BRN,2017,1.3
BRN,2018,0.1
BRN,2019,3.9
BRN,2020,1.1
BRN,2021,-1.6
BRN,2022,-1.6
BRN,2023,1.1
BRN,2024,4.1
BRN,2025,0.6
BRN,2026,2.6
BRN,2027,2.6
BRN,2028,2.5
BRN,2029,2.6
BRN,2030,3.0
BRN,2031,2.9
BTN,1980,5.0
BTN,1981,13.6
BTN,1982,8.2
BTN,1983,7.3
BTN,1984,7.6
BTN,1985,4.3
BTN,1986,8.0
BTN,1987,20.2
BTN,1988,15.1
BTN,1989,6.2
BTN,1990,9.1
BTN,1991,4.9
BTN,1992,2.1
BTN,1993,3.2
BTN,1994,2.2
BTN,1995,6.0
BTN,1996,6.0
BTN,1997,5.5
BTN,1998,6.0
BTN,1999,7.1
BTN,2000,6.9
BTN,2001,7.0
BTN,2002,9.5
BTN,2003,9.0
BTN,2004,6.4
BTN,2005,6.1
BTN,2006,6.3
BTN,2007,11.0
BTN,2008,9.9
BTN,2009,6.1
BTN,2010,10.3
BTN,2011,10.5
BTN,2012,6.8
BTN,2013,3.4
BTN,2014,3.8
BTN,2015,6.3
BTN,2016,7.6
BTN,2017,5.2
BTN,2018,2.8
BTN,2019,4.6
BTN,2020,-2.5
BTN,2021,-3.3
BTN,2022,4.8
BTN,2023,4.9
BTN,2024,6.1
BTN,2025,7.1
BTN,2026,7.5
BTN,2027,6.3
BTN,2028,5.8
BTN,2029,7.2
BTN,2030,6.4
BTN,2031,5.6
BWA,1980,12.0
BWA,1981,8.2
BWA,1982,15.9
BWA,1983,10.8
BWA,1984,6.5
BWA,1985,7.7
BWA,1986,8.6
BWA,1987,14.9
BWA,1988,23.4
BWA,1989,4.7
BWA,1990,8.8
BWA,1991,6.2
BWA,1992,-0.2
BWA,1993,4.0
BWA,1994,-0.8
BWA,1995,8.5
BWA,1996,2.5
BWA,1997,7.1
BWA,1998,-1.6
BWA,1999,8.0
BWA,2000,4.3
BWA,2001,2.3
BWA,2002,7.4
BWA,2003,5.4
BWA,2004,1.4
BWA,2005,5.0
BWA,2006,6.0
BWA,2007,5.8
BWA,2008,3.3
BWA,2009,-14.1
BWA,2010,10.1
BWA,2011,6.8
BWA,2012,-0.2
BWA,2013,11.1
BWA,2014,5.7
BWA,2015,-4.9
BWA,2016,7.2
BWA,2017,4.1
BWA,2018,4.2
BWA,2019,3.0
BWA,2020,-8.7
BWA,2021,11.9
BWA,2022,5.5
BWA,2023,3.2
BWA,2024,-3.0
BWA,2025,-0.9
BWA,2026,4.7
BWA,2027,2.2
BWA,2028,3.0
BWA,2029,3.9
BWA,2030,3.9
BWA,2031,4.0
CAF,1980,-3.0
CAF,1981,13.0
CAF,1982,-3.6
CAF,1983,-6.0
CAF,1984,9.9
CAF,1985,3.7
CAF,1986,7.2
CAF,1987,0.0
CAF,1988,1.7
CAF,1989,3.8
CAF,1990,1.4
CAF,1991,-0.8
CAF,1992,-4.9
CAF,1993,-1.2
CAF,1994,12.6
CAF,1995,3.2
CAF,1996,-6.2
CAF,1997,4.1
CAF,1998,3.3
CAF,1999,2.9
CAF,2000,-3.6
CAF,2001,2.6
CAF,2002,2.1
CAF,2003,-2.2
CAF,2004,-0.1
CAF,2005,2.9
CAF,2006,4.8
CAF,2007,4.0
CAF,2008,2.6
CAF,2009,2.8
CAF,2010,4.6
CAF,2011,4.2
CAF,2012,5.1
CAF,2013,-36.4
CAF,2014,0.1
CAF,2015,4.3
CAF,2016,4.7
CAF,2017,4.5
CAF,2018,3.2
CAF,2019,4.0
CAF,2020,0.9
CAF,2021,0.1
CAF,2022,0.8
CAF,2023,0.1
CAF,2024,3.1
CAF,2025,4.8
CAF,2026,2.6
CAF,2027,3.0
CAF,2028,3.2
CAF,2029,3.5
CAF,2030,3.5
CAF,2031,3.5
CAN,1980,2.2
CAN,1981,3.5
CAN,1982,-3.2
CAN,1983,2.6
CAN,1984,5.9
CAN,1985,4.7
CAN,1986,2.1
CAN,1987,4.1
CAN,1988,4.4
CAN,1989,2.3
CAN,1990,0.2
CAN,1991,-2.1
CAN,1992,0.9
CAN,1993,2.7
CAN,1994,4.5
CAN,1995,2.7
CAN,1996,1.7
CAN,1997,4.3
CAN,1998,3.9
CAN,1999,5.1
CAN,2000,5.1
CAN,2001,1.9
CAN,2002,3.0
CAN,2003,1.8
CAN,2004,3.1
CAN,2005,3.2
CAN,2006,2.6
CAN,2007,2.0
CAN,2008,1.0
CAN,2009,-2.9
CAN,2010,3.1
CAN,2011,3.1
CAN,2012,1.8
CAN,2013,2.3
CAN,2014,2.9
CAN,2015,0.6
CAN,2016,1.0
CAN,2017,3.0
CAN,2018,2.7
CAN,2019,1.9
CAN,2020,-5.0
CAN,2021,6.0
CAN,2022,4.7
CAN,2023,2.0
CAN,2024,2.0
CAN,2025,1.7
CAN,2026,1.5
CAN,2027,1.9
CAN,2028,1.7
CAN,2029,1.7
CAN,2030,1.7
CAN,2031,1.8
CAQ,1993,2.5
CAQ,1994,-7.2
CAQ,1995,3.9
CAQ,1996,5.7
CAQ,1997,6.6
CAQ,1998,2.7
CAQ,1999,-1.1
CAQ,2000,7.1
CAQ,2001,-1.0
CAQ,2002,7.0
CAQ,2003,6.8
CAQ,2004,9.5
CAQ,2005,9.7
CAQ,2006,8.8
CAQ,2007,7.4
CAQ,2008,2.8
CAQ,2009,-1.4
CAQ,2010,8.1
CAQ,2011,9.7
CAQ,2012,5.5
CAQ,2013,7.8
CAQ,2014,4.6
CAQ,2015,4.8
CAQ,2016,3.0
CAQ,2017,6.5
CAQ,2018,3.7
CAQ,2019,2.6
CAQ,2020,0.4
CAQ,2021,9.3
CAQ,2022,5.1
CAQ,2023,5.1
CAQ,2024,4.2
CAQ,2025,4.5
CAQ,2026,3.9
CAQ,2027,3.9
CAQ,2028,3.9
CAQ,2029,4.1
CAQ,2030,4.1
CAQ,2031,4.1
CBQ,1980,3.8
CBQ,1981,2.2
CBQ,1982,0.1
CBQ,1983,-1.6
CBQ,1984,-0.1
CBQ,1985,0.1
CBQ,1986,2.1
CBQ,1987,1.8
CBQ,1988,0.4
CBQ,1989,1.8
CBQ,1990,1.6
CBQ,1991,0.4
CBQ,1992,2.2
CBQ,1993,0.0
CBQ,1994,-0.6
CBQ,1995,5.3
CBQ,1996,4.1
CBQ,1997,3.4
CBQ,1998,2.8
CBQ,1999,3.6
CBQ,2000,3.0
CBQ,2001,1.4
CBQ,2002,2.6
CBQ,2003,5.5
CBQ,2004,3.0
CBQ,2005,3.3
CBQ,2006,6.1
CBQ,2007,3.6
CBQ,2008,1.6
CBQ,2009,-1.4
CBQ,2010,0.0
CBQ,2011,2.2
CBQ,2012,2.1
CBQ,2013,2.3
CBQ,2014,2.1
CBQ,2015,0.8
CBQ,2016,-0.9
CBQ,2017,0.6
CBQ,2018,1.7
CBQ,2019,0.7
CBQ,2020,-5.4
CBQ,2021,5.1
CBQ,2022,13.6
CBQ,2023,8.0
CBQ,2024,12.1
CBQ,2025,6.2
CBQ,2026,5.7
CBQ,2027,8.6
CBQ,2028,11.7
CBQ,2029,9.6
CBQ,2030,6.1
CBQ,2031,1.5
CHE,1980,5.1
CHE,1981,1.7
CHE,1982,-1.3
CHE,1983,0.6
CHE,1984,3.0
CHE,1985,3.8
CHE,1986,1.8
CHE,1987,1.6
CHE,1988,3.2
CHE,1989,4.4
CHE,1990,3.7
CHE,1991,-0.9
CHE,1992,-0.1
CHE,1993,-0.1
CHE,1994,1.3
CHE,1995,0.5
CHE,1996,0.6
CHE,1997,2.1
CHE,1998,2.7
CHE,1999,1.6
CHE,2000,3.7
CHE,2001,1.6
CHE,2002,0.4
CHE,2003,-0.3
CHE,2004,2.5
CHE,2005,3.0
CHE,2006,4.2
CHE,2007,4.0
CHE,2008,2.4
CHE,2009,-2.0
CHE,2010,3.2
CHE,2011,1.5
CHE,2012,1.2
CHE,2013,1.8
CHE,2014,2.5
CHE,2015,1.4
CHE,2016,2.0
CHE,2017,1.5
CHE,2018,3.4
CHE,2019,1.1
CHE,2020,-2.4
CHE,2021,6.2
CHE,2022,3.6
CHE,2023,0.9
CHE,2024,1.4
CHE,2025,1.3
CHE,2026,1.3
CHE,2027,1.3
CHE,2028,1.8
CHE,2029,1.2
CHE,2030,1.8
CHE,2031,1.2
CHL,1980,7.9
CHL,1981,6.2
CHL,1982,-13.6
CHL,1983,-2.8
CHL,1984,5.9
CHL,1985,2.0
CHL,1986,5.6
CHL,1987,6.6
CHL,1988,7.3
CHL,1989,10.6
CHL,1990,3.7
CHL,1991,7.8
CHL,1992,11.2
CHL,1993,6.6
CHL,1994,5.0
CHL,1995,8.9
CHL,1996,5.0
CHL,1997,7.4
CHL,1998,4.2
CHL,1999,-0.3
CHL,2000,5.0
CHL,2001,3.2
CHL,2002,3.2
CHL,2003,4.7
CHL,2004,6.7
CHL,2005,5.8
CHL,2006,6.0
CHL,2007,5.2
CHL,2008,3.8
CHL,2009,-1.1
CHL,2010,5.9
CHL,2011,6.2
CHL,2012,6.2
CHL,2013,3.3
CHL,2014,1.8
CHL,2015,2.2
CHL,2016,1.8
CHL,2017,1.4
CHL,2018,4.0
CHL,2019,0.6
CHL,2020,-6.1
CHL,2021,11.3
CHL,2022,2.2
CHL,2023,0.5
CHL,2024,2.6
CHL,2025,2.3
CHL,2026,2.4
CHL,2027,2.6
CHL,2028,2.3
CHL,2029,2.3
CHL,2030,2.3
CHL,2031,2.3
CHN,1980,7.9
CHN,1981,5.1
CHN,1982,9.0
CHN,1983,10.8
CHN,1984,15.2
CHN,1985,13.5
CHN,1986,8.9
CHN,1987,11.7
CHN,1988,11.2
CHN,1989,4.2
CHN,1990,3.9
CHN,1991,10.2
CHN,1992,14.3
CHN,1993,13.9
CHN,1994,13.1
CHN,1995,11.0
CHN,1996,10.0
CHN,1997,9.3
CHN,1998,7.9
CHN,1999,7.8
CHN,2000,8.6
CHN,2001,8.3
CHN,2002,9.2
CHN,2003,10.1
CHN,2004,10.1
CHN,2005,11.4
CHN,2006,12.7
CHN,2007,14.2
CHN,2008,9.6
CHN,2009,9.4
CHN,2010,10.6
CHN,2011,9.5
CHN,2012,7.8
CHN,2013,7.8
CHN,2014,7.5
CHN,2015,7.0
CHN,2016,6.8
CHN,2017,6.9
CHN,2018,6.8
CHN,2019,6.1
CHN,2020,2.3
CHN,2021,8.6
CHN,2022,3.1
CHN,2023,5.4
CHN,2024,5.0
CHN,2025,5.0
CHN,2026,4.4
CHN,2027,4.0
CHN,2028,4.0
CHN,2029,3.7
CHN,2030,3.3
CHN,2031,3.3
CIV,1980,5.2
CIV,1981,3.5
CIV,1982,0.2
CIV,1983,-2.5
CIV,1984,-2.0
CIV,1985,3.6
CIV,1986,4.8
CIV,1987,-0.5
CIV,1988,1.1
CIV,1989,2.9
CIV,1990,-1.1
CIV,1991,0.0
CIV,1992,-0.2
CIV,1993,-0.2
CIV,1994,0.2
CIV,1995,5.6
CIV,1996,8.1
CIV,1997,5.7
CIV,1998,4.9
CIV,1999,1.6
CIV,2000,-2.1
CIV,2001,0.1
CIV,2002,-1.7
CIV,2003,-1.4
CIV,2004,1.2
CIV,2005,1.7
CIV,2006,1.5
CIV,2007,1.8
CIV,2008,2.5
CIV,2009,3.3
CIV,2010,2.0
CIV,2011,-4.9
CIV,2012,10.9
CIV,2013,9.3
CIV,2014,8.8
CIV,2015,8.8
CIV,2016,7.2
CIV,2017,7.4
CIV,2018,4.8
CIV,2019,6.7
CIV,2020,0.7
CIV,2021,7.1
CIV,2022,6.4
CIV,2023,6.6
CIV,2024,6.0
CIV,2025,6.5
CIV,2026,6.2
CIV,2027,6.3
CIV,2028,6.6
CIV,2029,7.0
CIV,2030,6.8
CIV,2031,6.5
CMQ,1980,2.3
CMQ,1981,1.4
CMQ,1982,-1.8
CMQ,1983,0.7
CMQ,1984,2.2
CMQ,1985,0.4
CMQ,1986,2.3
CMQ,1987,4.2
CMQ,1988,0.0
CMQ,1989,3.2
CMQ,1990,2.0
CMQ,1991,2.3
CMQ,1992,7.2
CMQ,1993,5.4
CMQ,1994,3.3
CMQ,1995,4.6
CMQ,1996,3.7
CMQ,1997,5.7
CMQ,1998,5.5
CMQ,1999,4.1
CMQ,2000,3.7
CMQ,2001,2.5
CMQ,2002,3.3
CMQ,2003,2.3
CMQ,2004,4.0
CMQ,2005,5.7
CMQ,2006,7.1
CMQ,2007,7.4
CMQ,2008,4.6
CMQ,2009,-0.1
CMQ,2010,5.2
CMQ,2011,5.4
CMQ,2012,4.7
CMQ,2013,4.2
CMQ,2014,4.7
CMQ,2015,4.8
CMQ,2016,4.4
CMQ,2017,4.1
CMQ,2018,4.0
CMQ,2019,3.4
CMQ,2020,-7.1
CMQ,2021,11.7
CMQ,2022,5.6
CMQ,2023,4.0
CMQ,2024,3.8
CMQ,2025,3.7
CMQ,2026,3.7
CMQ,2027,4.0
CMQ,2028,4.1
CMQ,2029,4.1
CMQ,2030,4.1
CMQ,2031,4.2
CMR,1980,9.9
CMR,1981,17.1
CMR,1982,7.6
CMR,1983,6.8
CMR,1984,7.5
CMR,1985,8.1
CMR,1986,6.8
CMR,1987,-2.2
CMR,1988,-7.9
CMR,1989,-1.8
CMR,1990,-6.2
CMR,1991,-3.8
CMR,1992,-3.1
CMR,1993,-3.2
CMR,1994,-2.5
CMR,1995,3.3
CMR,1996,4.9
CMR,1997,5.3
CMR,1998,4.9
CMR,1999,4.1
CMR,2000,3.8
CMR,2001,4.3
CMR,2002,4.5
CMR,2003,5.5
CMR,2004,7.0
CMR,2005,2.2
CMR,2006,3.8
CMR,2007,4.3
CMR,2008,2.8
CMR,2009,2.6
CMR,2010,2.9
CMR,2011,3.4
CMR,2012,4.6
CMR,2013,5.0
CMR,2014,5.7
CMR,2015,5.7
CMR,2016,4.5
CMR,2017,3.5
CMR,2018,4.0
CMR,2019,3.5
CMR,2020,0.3
CMR,2021,3.3
CMR,2022,3.7
CMR,2023,3.3
CMR,2024,3.5
CMR,2025,3.1
CMR,2026,3.3
CMR,2027,3.8
CMR,2028,4.2
CMR,2029,4.3
CMR,2030,4.4
CMR,2031,4.6
COD,1980,2.4
COD,1981,0.9
COD,1982,-0.5
COD,1983,1.4
COD,1984,4.8
COD,1985,0.5
COD,1986,4.7
COD,1987,2.7
COD,1988,0.5
COD,1989,-1.3
COD,1990,-6.6
COD,1991,-8.4
COD,1992,-10.5
COD,1993,-13.5
COD,1994,-6.1
COD,1995,2.8
COD,1996,-1.9
COD,1997,-7.8
COD,1998,-3.9
COD,1999,-3.8
COD,2000,-8.1
COD,2001,-2.1
COD,2002,2.9
COD,2003,6.6
COD,2004,7.7
COD,2005,9.8
COD,2006,5.1
COD,2007,8.5
COD,2008,7.4
COD,2009,0.6
COD,2010,7.8
COD,2011,7.6
COD,2012,8.7
COD,2013,9.6
COD,2014,7.3
COD,2015,6.4
COD,2016,0.4
COD,2017,4.2
COD,2018,6.1
COD,2019,0.6
COD,2020,0.8
COD,2021,6.4
COD,2022,9.3
COD,2023,8.5
COD,2024,6.1
COD,2025,5.7
COD,2026,5.9
COD,2027,5.4
COD,2028,5.4
COD,2029,5.4
COD,2030,5.4
COD,2031,5.4
COG,1980,12.7
COG,1981,2.6
COG,1982,2.4
COG,1983,2.4
COG,1984,2.4
COG,1985,2.4
COG,1986,2.3
COG,1987,2.3
COG,1988,21.9
COG,1989,21.3
COG,1990,1.0
COG,1991,3.4
COG,1992,4.2
COG,1993,1.3
COG,1994,-1.4
COG,1995,4.0
COG,1996,3.5
COG,1997,-1.0
COG,1998,8.9
COG,1999,-3.7
COG,2000,11.8
COG,2001,-4.8
COG,2002,1.0
COG,2003,0.5
COG,2004,-0.2
COG,2005,9.2
COG,2006,8.0
COG,2007,-6.6
COG,2008,6.3
COG,2009,11.6
COG,2010,9.9
COG,2011,2.2
COG,2012,9.9
COG,2013,-0.7
COG,2014,6.7
COG,2015,-3.6
COG,2016,-5.0
COG,2017,-5.6
COG,2018,-2.3
COG,2019,1.1
COG,2020,-6.3
COG,2021,1.1
COG,2022,1.8
COG,2023,2.0
COG,2024,2.1
COG,2025,2.4
COG,2026,2.8
COG,2027,3.2
COG,2028,3.7
COG,2029,3.7
COG,2030,3.6
COG,2031,3.6
COL,1980,4.4
COL,1981,2.3
COL,1982,0.9
COL,1983,1.6
COL,1984,3.4
COL,1985,3.1
COL,1986,5.8
COL,1987,5.4
COL,1988,4.1
COL,1989,3.4
COL,1990,4.3
COL,1991,2.4
COL,1992,4.4
COL,1993,5.7
COL,1994,5.1
COL,1995,5.2
COL,1996,2.1
COL,1997,3.4
COL,1998,0.6
COL,1999,-4.2
COL,2000,2.9
COL,2001,1.7
COL,2002,2.5
COL,2003,3.9
COL,2004,5.3
COL,2005,4.4
COL,2006,6.7
COL,2007,6.7
COL,2008,3.3
COL,2009,1.1
COL,2010,4.5
COL,2011,6.9
COL,2012,3.9
COL,2013,5.1
COL,2014,4.5
COL,2015,3.0
COL,2016,2.1
COL,2017,1.4
COL,2018,2.6
COL,2019,3.2
COL,2020,-7.2
COL,2021,10.8
COL,2022,7.3
COL,2023,0.8
COL,2024,1.5
COL,2025,2.6
COL,2026,2.3
COL,2027,2.5
COL,2028,2.6
COL,2029,2.7
COL,2030,2.8
COL,2031,2.8
COM,1980,7.4
COM,1981,5.5
COM,1982,4.1
COM,1983,3.1
COM,1984,4.2
COM,1985,2.8
COM,1986,2.1
COM,1987,2.1
COM,1988,5.0
COM,1989,-0.9
COM,1990,7.3
COM,1991,-6.2
COM,1992,7.4
COM,1993,2.5
COM,1994,-4.0
COM,1995,5.6
COM,1996,-0.5
COM,1997,4.4
COM,1998,0.0
COM,1999,2.7
COM,2000,-1.0
COM,2001,5.4
COM,2002,4.6
COM,2003,1.9
COM,2004,3.1
COM,2005,5.7
COM,2006,-1.8
COM,2007,0.8
COM,2008,4.0
COM,2009,3.2
COM,2010,3.8
COM,2011,4.1
COM,2012,3.2
COM,2013,4.5
COM,2014,2.1
COM,2015,1.1
COM,2016,3.3
COM,2017,3.8
COM,2018,3.6
COM,2019,1.8
COM,2020,-0.2
COM,2021,2.0
COM,2022,2.6
COM,2023,3.0
COM,2024,3.3
COM,2025,3.8
COM,2026,4.1
COM,2027,4.1
COM,2028,3.8
COM,2029,3.6
COM,2030,3.6
COM,2031,3.6
CPV,1980,5.3
CPV,1981,8.5
CPV,1982,2.8
CPV,1983,9.5
CPV,1984,3.8
CPV,1985,8.6
CPV,1986,2.9
CPV,1987,4.3
CPV,1988,6.0
CPV,1989,5.7
CPV,1990,0.7
CPV,1991,1.4
CPV,1992,3.0
CPV,1993,7.3
CPV,1994,6.9
CPV,1995,7.5
CPV,1996,6.7
CPV,1997,7.6
CPV,1998,8.4
CPV,1999,11.9
CPV,2000,7.3
CPV,2001,6.1
CPV,2002,5.3
CPV,2003,7.5
CPV,2004,4.9
CPV,2005,5.8
CPV,2006,9.1
CPV,2007,15.2
CPV,2008,7.0
CPV,2009,-1.5
CPV,2010,1.8
CPV,2011,3.9
CPV,2012,1.1
CPV,2013,0.6
CPV,2014,0.7
CPV,2015,0.9
CPV,2016,4.3
CPV,2017,4.6
CPV,2018,3.7
CPV,2019,6.9
CPV,2020,-20.8
CPV,2021,7.0
CPV,2022,15.8
CPV,2023,4.8
CPV,2024,7.2
CPV,2025,5.5
CPV,2026,4.8
CPV,2027,5.0
CPV,2028,5.0
CPV,2029,5.1
CPV,2030,5.1
CPV,2031,5.1
CRI,1980,0.8
CRI,1981,-2.3
CRI,1982,-7.3
CRI,1983,2.9
CRI,1984,8.0
CRI,1985,0.7
CRI,1986,5.5
CRI,1987,4.8
CRI,1988,3.4
CRI,1989,5.7
CRI,1990,3.6
CRI,1991,2.3
CRI,1992,9.2
CRI,1993,7.1
CRI,1994,4.5
CRI,1995,4.2
CRI,1996,1.4
CRI,1997,5.5
CRI,1998,7.1
CRI,1999,4.1
CRI,2000,3.8
CRI,2001,3.5
CRI,2002,3.4
CRI,2003,4.3
CRI,2004,4.4
CRI,2005,4.0
CRI,2006,7.3
CRI,2007,8.2
CRI,2008,4.7
CRI,2009,-0.9
CRI,2010,5.4
CRI,2011,4.4
CRI,2012,4.9
CRI,2013,2.5
CRI,2014,3.5
CRI,2015,3.7
CRI,2016,4.2
CRI,2017,4.2
CRI,2018,2.9
CRI,2019,2.7
CRI,2020,-4.1
CRI,2021,8.2
CRI,2022,5.5
CRI,2023,4.8
CRI,2024,4.1
CRI,2025,4.6
CRI,2026,3.6
CRI,2027,3.6
CRI,2028,3.6
CRI,2029,3.5
CRI,2030,3.5
CRI,2031,3.5
CYP,1980,5.9
CYP,1981,3.1
CYP,1982,6.3
CYP,1983,5.3
CYP,1984,8.8
CYP,1985,4.7
CYP,1986,3.6
CYP,1987,7.1
CYP,1988,8.3
CYP,1989,8.1
CYP,1990,7.4
CYP,1991,0.7
CYP,1992,9.4
CYP,1993,0.7
CYP,1994,5.9
CYP,1995,9.9
CYP,1996,1.4
CYP,1997,2.6
CYP,1998,6.1
CYP,1999,5.0
CYP,2000,6.0
CYP,2001,4.0
CYP,2002,3.7
CYP,2003,2.6
CYP,2004,5.0
CYP,2005,4.9
CYP,2006,4.7
CYP,2007,5.1
CYP,2008,3.6
CYP,2009,-2.0
CYP,2010,2.3
CYP,2011,0.4
CYP,2012,-3.4
CYP,2013,-6.6
CYP,2014,-1.8
CYP,2015,3.4
CYP,2016,6.6
CYP,2017,5.7
CYP,2018,6.3
CYP,2019,5.9
