sector_52,sector_name,country_iso,country_name,export_usd,sector_total,w_kc
4,Livestock,PHL,Philippines,11801.0,42140263.111,0.0002800409662586
4,Livestock,PNG,Papua New Guinea,951619.948,42140263.111,0.0225822023344604
4,Livestock,POL,Poland,46131.420000000006,42140263.111,0.0010947112474947
4,Livestock,PRT,Portugal,2058.24,42140263.111,4.884259964344483e-05
4,Livestock,PYF,French Polynesia,783.293,42140263.111,1.8587757697116387e-05
4,Livestock,QAT,Qatar,2551.158,42140263.111,6.053967895929115e-05
4,Livestock,ROU,Romania,1161.98,42140263.111,2.757410405671352e-05
4,Livestock,RUS,Russian Federation,78388.10800000001,42140263.111,0.0018601712996789
4,Livestock,S19,"Other Asia, nes",891651.235,42140263.111,0.0211591283293921
4,Livestock,SAU,Saudi Arabia,285147.614,42140263.111,0.0067666310779527
4,Livestock,SGP,Singapore,25798710.224,42140263.111,0.6122104685498673
4,Livestock,SLB,Solomon Isds,4772.0,42140263.111,0.000113240868654
4,Livestock,SRB,Serbia,520.49,42140263.111,1.2351370437080517e-05
4,Livestock,SWE,Sweden,7768.62,42140263.111,0.000184351483035
4,Livestock,TGO,Togo,38.5,42140263.111,9.136155580848812e-07
4,Livestock,THA,Thailand,19258.648,42140263.111,0.000457012998454
4,Livestock,TLS,Timor-Leste,4454440.249,42140263.111,0.1057050886765166
4,Livestock,TON,Tonga,27500.0,42140263.111,0.0006525825414892
4,Livestock,TUR,Türkiye,20415.698,42140263.111,0.0004844701122587
4,Livestock,UGA,Uganda,260.0,42140263.111,6.1698713013524445e-06
4,Livestock,USA,USA,3655987.996,42140263.111,0.0867575977484978
4,Livestock,UZB,Uzbekistan,8214.75,42140263.111,0.0001949382702799
4,Livestock,VNM,Viet Nam,452.0,42140263.111,1.0726083954658863e-05
4,Livestock,VUT,Vanuatu,5883.1,42140263.111,0.0001396075763576
4,Livestock,WSM,Samoa,758.8,42140263.111,1.800653209025475e-05
4,Livestock,ZAF,South Africa,155425.28,42140263.111,0.0036882845176025
4,Livestock,ZWE,Zimbabwe,97.5,42140263.111,2.313701738007167e-06
6,Forestry,AFG,Afghanistan,44125.0,697172159.9649999,6.329139706642217e-05
6,Forestry,ALB,Albania,8577.756,697172159.9649999,1.2303641041017226e-05
6,Forestry,ARE,United Arab Emirates,703014.49,697172159.9649999,0.0010083800392076
6,Forestry,AUS,Australia,1971981.073,697172159.9649999,0.0028285424838235
6,Forestry,BEL,Belgium,203728.791,697172159.9649999,0.0002922216386412
6,Forestry,BGD,Bangladesh,2799108.95,697172159.9649999,0.0040149465379405
6,Forestry,BGR,Bulgaria,21773.25,697172159.9649999,3.123080818530258e-05
6,Forestry,BHR,Bahrain,230193.4,697172159.9649999,0.0003301815723845
6,Forestry,BHS,Bahamas,89.6,697172159.9649999,1.2851918815074053e-07
6,Forestry,BRA,Brazil,17750.0,697172159.9649999,2.5459995420487104e-05
6,Forestry,BRN,Brunei Darussalam,14106.993,697172159.9649999,2.0234590263484147e-05
6,Forestry,CHE,Switzerland,11745.0,697172159.9649999,1.684662795569696e-05
6,Forestry,CHN,China,10719608.374000002,697172159.9649999,0.0153758411330397
