cmdCode,cmdDesc,partnerCode,partnerISO,partnerDesc,fobvalue,primaryValue,export_usd
39,Plastics and articles thereof,508,MOZ,Mozambique,376353.3,376353.3,376353.3
39,Plastics and articles thereof,512,OMN,Oman,7480428.198,7480428.198,7480428.198
39,Plastics and articles thereof,716,ZWE,Zimbabwe,201699.09,201699.09,201699.09
39,Plastics and articles thereof,724,ESP,Spain,12329587.108,12329587.108,12329587.108
39,Plastics and articles thereof,170,COL,Colombia,1587449.056,1587449.056,1587449.056
39,Plastics and articles thereof,104,MMR,Myanmar,5070583.973,5070583.973,5070583.973
39,Plastics and articles thereof,108,BDI,Burundi,129739.81,129739.81,129739.81
39,Plastics and articles thereof,116,KHM,Cambodia,2794990.866,2794990.866,2794990.866
39,Plastics and articles thereof,48,BHR,Bahrain,1225207.329,1225207.329,1225207.329
39,Plastics and articles thereof,757,CHE,Switzerland,2562833.701,2562833.701,2562833.701
39,Plastics and articles thereof,740,SUR,Suriname,9445.69,9445.69,9445.69
39,Plastics and articles thereof,748,SWZ,Eswatini,691.65,691.65,691.65
39,Plastics and articles thereof,752,SWE,Sweden,3243452.943,3243452.943,3243452.943
39,Plastics and articles thereof,784,ARE,United Arab Emirates,16763162.003,16763162.003,16763162.003
39,Plastics and articles thereof,688,SRB,Serbia,38645.975,38645.975,38645.975
39,Plastics and articles thereof,690,SYC,Seychelles,138806.307,138806.307,138806.307
39,Plastics and articles thereof,796,TCA,Turks and Caicos Isds,3092.26,3092.26,3092.26
39,Plastics and articles thereof,798,TUV,Tuvalu,200.0,200.0,200.0
39,Plastics and articles thereof,800,UGA,Uganda,329482.88,329482.88,329482.88
39,Plastics and articles thereof,804,UKR,Ukraine,1877.0,1877.0,1877.0
39,Plastics and articles thereof,807,MKD,North Macedonia,3188.5,3188.5,3188.5
39,Plastics and articles thereof,694,SLE,Sierra Leone,33685.0,33685.0,33685.0
39,Plastics and articles thereof,442,LUX,Luxembourg,8987.856,8987.856,8987.856
39,Plastics and articles thereof,446,MAC,"China, Macao SAR",1612.46,1612.46,1612.46
39,Plastics and articles thereof,776,TON,Tonga,1867.878,1867.878,1867.878
39,Plastics and articles thereof,780,TTO,Trinidad and Tobago,3999.569,3999.569,3999.569
39,Plastics and articles thereof,768,TGO,Togo,329391.33,329391.33,329391.33
39,Plastics and articles thereof,788,TUN,Tunisia,4959.25,4959.25,4959.25
39,Plastics and articles thereof,51,ARM,Armenia,979616.99,979616.99,979616.99
39,Plastics and articles thereof,52,BRB,Barbados,903.4,903.4,903.4
39,Plastics and articles thereof,410,KOR,Rep. of Korea,58866806.125,58866806.125,58866806.125
39,Plastics and articles thereof,60,BMU,Bermuda,1536.9,1536.9,1536.9
39,Plastics and articles thereof,90,SLB,Solomon Isds,35081.9,35081.9,35081.9
39,Plastics and articles thereof,68,BOL,Bolivia (Plurinational State of),2019.057,2019.057,2019.057
39,Plastics and articles thereof,72,BWA,Botswana,72230.1,72230.1,72230.1
39,Plastics and articles thereof,76,BRA,Brazil,17661116.165,17661116.165,17661116.165
39,Plastics and articles thereof,120,CMR,Cameroon,1080916.39,1080916.39,1080916.39
39,Plastics and articles thereof,124,CAN,Canada,7539973.069,7539973.069,7539973.069
39,Plastics and articles thereof,136,CYM,Cayman Isds,40736.77,40736.77,40736.77
39,Plastics and articles thereof,140,CAF,Central African Rep.,20661.16,20661.16,20661.16
39,Plastics and articles thereof,266,GAB,Gabon,62.76,62.76,62.76
39,Plastics and articles thereof,268,GEO,Georgia,1641086.81,1641086.81,1641086.81
39,Plastics and articles thereof,270,GMB,Gambia,19173.8,19173.8,19173.8
39,Plastics and articles thereof,275,PSE,State of Palestine,444.62,444.62,444.62
39,Plastics and articles thereof,258,PYF,French Polynesia,50564.729,50564.729,50564.729
39,Plastics and articles thereof,642,ROU,Romania,2481645.451,2481645.451,2481645.451
39,Plastics and articles thereof,643,RUS,Russian Federation,4562882.51,4562882.51,4562882.51
39,Plastics and articles thereof,591,PAN,Panama,162757.851,162757.851,162757.851
39,Plastics and articles thereof,496,MNG,Mongolia,9701.39,9701.39,9701.39
39,Plastics and articles thereof,504,MAR,Morocco,232522.09,232522.09,232522.09
39,Plastics and articles thereof,705,SVN,Slovenia,2520959.771,2520959.771,2520959.771
39,Plastics and articles thereof,706,SOM,Somalia,7495708.89,7495708.89,7495708.89
39,Plastics and articles thereof,466,MLI,Mali,106914.11,106914.11,106914.11
39,Plastics and articles thereof,368,IRQ,Iraq,63343.32,63343.32,63343.32
39,Plastics and articles thereof,372,IRL,Ireland,10764388.451,10764388.451,10764388.451
39,Plastics and articles thereof,376,ISR,Israel,421760.27,421760.27,421760.27
39,Plastics and articles thereof,222,SLV,El Salvador,475641.2,475641.2,475641.2
39,Plastics and articles thereof,226,GNQ,Equatorial Guinea,3210.24,3210.24,3210.24
39,Plastics and articles thereof,233,EST,Estonia,105584.859,105584.859,105584.859
39,Plastics and articles thereof,251,FRA,France,22781851.915,22781851.915,22781851.915
39,Plastics and articles thereof,40,AUT,Austria,289917.128,289917.128,289917.128
39,Plastics and articles thereof,44,BHS,Bahamas,17183.54,17183.54,17183.54
39,Plastics and articles thereof,854,BFA,Burkina Faso,12583.44,12583.44,12583.44
39,Plastics and articles thereof,858,URY,Uruguay,2358510.654,2358510.654,2358510.654
39,Plastics and articles thereof,860,UZB,Uzbekistan,42942.94,42942.94,42942.94
39,Plastics and articles thereof,579,NOR,Norway,1130854.192,1130854.192,1130854.192
39,Plastics and articles thereof,580,MNP,N. Mariana Isds,2567.0,2567.0,2567.0
39,Plastics and articles thereof,583,FSM,FS Micronesia,52.954,52.954,52.954
39,Plastics and articles thereof,620,PRT,Portugal,7720757.699,7720757.699,7720757.699
39,Plastics and articles thereof,558,NIC,Nicaragua,63.42,63.42,63.42
39,Plastics and articles thereof,470,MLT,Malta,32717.897,32717.897,32717.897
39,Plastics and articles thereof,478,MRT,Mauritania,1152359.85,1152359.85,1152359.85
39,Plastics and articles thereof,480,MUS,Mauritius,326389.768,326389.768,326389.768
39,Plastics and articles thereof,703,SVK,Slovakia,190831.766,190831.766,190831.766
39,Plastics and articles thereof,348,HUN,Hungary,3023716.123,3023716.123,3023716.123
39,Plastics and articles thereof,352,ISL,Iceland,256.967,256.967,256.967
39,Plastics and articles thereof,212,DMA,Dominica,8852.09,8852.09,8852.09
39,Plastics and articles thereof,214,DOM,Dominican Rep.,482558.607,482558.607,482558.607
39,Plastics and articles thereof,624,GNB,Guinea-Bissau,23316.6,23316.6,23316.6
39,Plastics and articles thereof,626,TLS,Timor-Leste,7003890.786,7003890.786,7003890.786
39,Plastics and articles thereof,548,VUT,Vanuatu,4209.27,4209.27,4209.27
39,Plastics and articles thereof,554,NZL,New Zealand,14123879.175,14123879.175,14123879.175
39,Plastics and articles thereof,484,MEX,Mexico,12508554.74,12508554.74,12508554.74
39,Plastics and articles thereof,340,HND,Honduras,59582.34,59582.34,59582.34
39,Plastics and articles thereof,344,HKG,"China, Hong Kong SAR",9516966.362,9516966.362,9516966.362
39,Plastics and articles thereof,203,CZE,Czechia,803479.394,803479.394,803479.394
39,Plastics and articles thereof,16,ASM,American Samoa,747.699,747.699,747.699
39,Plastics and articles thereof,20,AND,Andorra,18189.63,18189.63,18189.63
39,Plastics and articles thereof,834,TZA,United Rep. of Tanzania,1350529.97,1350529.97,1350529.97
39,Plastics and articles thereof,531,CUW,Curaçao,25921.726,25921.726,25921.726
39,Plastics and articles thereof,533,ABW,Aruba,17.925,17.925,17.925
39,Plastics and articles thereof,540,NCL,New Caledonia,97549.401,97549.401,97549.401
39,Plastics and articles thereof,462,MDV,Maldives,1264240.933,1264240.933,1264240.933
39,Plastics and articles thereof,430,LBR,Liberia,155734.21,155734.21,155734.21
39,Plastics and articles thereof,440,LTU,Lithuania,16766.289,16766.289,16766.289
39,Plastics and articles thereof,204,BEN,Benin,133695.58,133695.58,133695.58
39,Plastics and articles thereof,208,DNK,Denmark,2073223.146,2073223.146,2073223.146
39,Plastics and articles thereof,178,COG,Congo,712518.47,712518.47,712518.47
39,Plastics and articles thereof,180,COD,Dem. Rep. of the Congo,305054.76,305054.76,305054.76
39,Plastics and articles thereof,28,ATG,Antigua and Barbuda,2741.378,2741.378,2741.378
39,Plastics and articles thereof,31,AZE,Azerbaijan,63166.79,63166.79,63166.79
39,Plastics and articles thereof,36,AUS,Australia,116334495.594,116334495.594,116334495.594
39,Plastics and articles thereof,308,GRD,Grenada,1.92,1.92,1.92
39,Plastics and articles thereof,288,GHA,Ghana,2185232.77,2185232.77,2185232.77
39,Plastics and articles thereof,296,KIR,Kiribati,13156.592,13156.592,13156.592
39,Plastics and articles thereof,184,COK,Cook Isds,1200.61,1200.61,1200.61
39,Plastics and articles thereof,188,CRI,Costa Rica,186669.024,186669.024,186669.024
39,Plastics and articles thereof,516,NAM,Namibia,309771.329,309771.329,309771.329
39,Plastics and articles thereof,524,NPL,Nepal,62413.21,62413.21,62413.21
39,Plastics and articles thereof,458,MYS,Malaysia,189806914.494,189806914.494,189806914.494
39,Plastics and articles thereof,300,GRC,Greece,1223712.087,1223712.087,1223712.087
39,Plastics and articles thereof,316,GUM,Guam,7518.94,7518.94,7518.94
39,Plastics and articles thereof,320,GTM,Guatemala,1170521.609,1170521.609,1170521.609
39,Plastics and articles thereof,324,GIN,Guinea,41047.13,41047.13,41047.13
39,Plastics and articles thereof,328,GUY,Guyana,26196.35,26196.35,26196.35
39,Plastics and articles thereof,332,HTI,Haiti,31279.23,31279.23,31279.23
39,Plastics and articles thereof,191,HRV,Croatia,159454.628,159454.628,159454.628
39,Plastics and articles thereof,196,CYP,Cyprus,33067.474,33067.474,33067.474
39,Plastics and articles thereof,8,ALB,Albania,13.4,13.4,13.4
83,Metal; miscellaneous products of base metal,144,LKA,Sri Lanka,45696.47,45696.47,45696.47
83,Metal; miscellaneous products of base metal,116,KHM,Cambodia,148259.173,148259.173,148259.173
83,Metal; miscellaneous products of base metal,876,WLF,Wallis and Futuna Isds,1339.65,1339.65,1339.65
83,Metal; miscellaneous products of base metal,887,YEM,Yemen,832.723,832.723,832.723
83,Metal; miscellaneous products of base metal,634,QAT,Qatar,271793.618,271793.618,271793.618
83,Metal; miscellaneous products of base metal,584,MHL,Marshall Isds,934.177,934.177,934.177
83,Metal; miscellaneous products of base metal,585,PLW,Palau,13.8,13.8,13.8
83,Metal; miscellaneous products of base metal,586,PAK,Pakistan,171787.61,171787.61,171787.61
83,Metal; miscellaneous products of base metal,490,S19,"Other Asia, nes",1571798.178,1571798.178,1571798.178
83,Metal; miscellaneous products of base metal,380,ITA,Italy,202262.53,202262.53,202262.53
83,Metal; miscellaneous products of base metal,364,IRN,Iran,55231.25,55231.25,55231.25
83,Metal; miscellaneous products of base metal,262,DJI,Djibouti,716324.25,716324.25,716324.25
83,Metal; miscellaneous products of base metal,246,FIN,Finland,653.118,653.118,653.118
83,Metal; miscellaneous products of base metal,56,BEL,Belgium,612646.289,612646.289,612646.289
83,Metal; miscellaneous products of base metal,398,KAZ,Kazakhstan,419.68,419.68,419.68
83,Metal; miscellaneous products of base metal,400,JOR,Jordan,61542.32,61542.32,61542.32
83,Metal; miscellaneous products of base metal,404,KEN,Kenya,84139.281,84139.281,84139.281
83,Metal; miscellaneous products of base metal,50,BGD,Bangladesh,85086.192,85086.192,85086.192
83,Metal; miscellaneous products of base metal,92,VGB,Br. Virgin Isds,73.89,73.89,73.89
83,Metal; miscellaneous products of base metal,96,BRN,Brunei Darussalam,37298.761,37298.761,37298.761
83,Metal; miscellaneous products of base metal,818,EGY,Egypt,123464.996,123464.996,123464.996
83,Metal; miscellaneous products of base metal,100,BGR,Bulgaria,1902.29,1902.29,1902.29
83,Metal; miscellaneous products of base metal,384,CIV,Côte d'Ivoire,4173.14,4173.14,4173.14
83,Metal; miscellaneous products of base metal,388,JAM,Jamaica,18049.39,18049.39,18049.39
83,Metal; miscellaneous products of base metal,392,JPN,Japan,26752244.555,26752244.555,26752244.555
83,Metal; miscellaneous products of base metal,156,CHN,China,3627240.548,3627240.548,3627240.548
83,Metal; miscellaneous products of base metal,417,KGZ,Kyrgyzstan,90.0,90.0,90.0
83,Metal; miscellaneous products of base metal,418,LAO,Lao People's Dem. Rep.,576.47,576.47,576.47
83,Metal; miscellaneous products of base metal,422,LBN,Lebanon,94419.74,94419.74,94419.74
83,Metal; miscellaneous products of base metal,152,CHL,Chile,33146.01,33146.01,33146.01
83,Metal; miscellaneous products of base metal,600,PRY,Paraguay,321.03,321.03,321.03
83,Metal; miscellaneous products of base metal,508,MOZ,Mozambique,7728.77,7728.77,7728.77
83,Metal; miscellaneous products of base metal,512,OMN,Oman,93913.92,93913.92,93913.92
83,Metal; miscellaneous products of base metal,724,ESP,Spain,340262.699,340262.699,340262.699
83,Metal; miscellaneous products of base metal,710,ZAF,South Africa,412086.661,412086.661,412086.661
83,Metal; miscellaneous products of base metal,170,COL,Colombia,21085.35,21085.35,21085.35
83,Metal; miscellaneous products of base metal,104,MMR,Myanmar,65735.28,65735.28,65735.28
83,Metal; miscellaneous products of base metal,48,BHR,Bahrain,152830.26,152830.26,152830.26
83,Metal; miscellaneous products of base metal,757,CHE,Switzerland,208891.735,208891.735,208891.735
83,Metal; miscellaneous products of base metal,729,SDN,Sudan,1845.0,1845.0,1845.0
83,Metal; miscellaneous products of base metal,740,SUR,Suriname,1438.88,1438.88,1438.88
83,Metal; miscellaneous products of base metal,752,SWE,Sweden,376821.956,376821.956,376821.956
83,Metal; miscellaneous products of base metal,780,TTO,Trinidad and Tobago,1048.674,1048.674,1048.674
83,Metal; miscellaneous products of base metal,764,THA,Thailand,10125935.77,10125935.77,10125935.77
83,Metal; miscellaneous products of base metal,686,SEN,Senegal,2314.425,2314.425,2314.425
83,Metal; miscellaneous products of base metal,688,SRB,Serbia,37352.0,37352.0,37352.0
83,Metal; miscellaneous products of base metal,690,SYC,Seychelles,133424.328,133424.328,133424.328
83,Metal; miscellaneous products of base metal,800,UGA,Uganda,34106.23,34106.23,34106.23
83,Metal; miscellaneous products of base metal,694,SLE,Sierra Leone,884.0,884.0,884.0
83,Metal; miscellaneous products of base metal,699,IND,India,1699698.871,1699698.871,1699698.871
83,Metal; miscellaneous products of base metal,662,LCA,Saint Lucia,27749.0,27749.0,27749.0
83,Metal; miscellaneous products of base metal,670,VCT,Saint Vincent and the Grenadines,2112.0,2112.0,2112.0
83,Metal; miscellaneous products of base metal,682,SAU,Saudi Arabia,1818452.28,1818452.28,1818452.28
83,Metal; miscellaneous products of base metal,442,LUX,Luxembourg,1083.708,1083.708,1083.708
83,Metal; miscellaneous products of base metal,446,MAC,"China, Macao SAR",43.5,43.5,43.5
83,Metal; miscellaneous products of base metal,450,MDG,Madagascar,38760.31,38760.31,38760.31
83,Metal; miscellaneous products of base metal,414,KWT,Kuwait,86603.42,86603.42,86603.42
83,Metal; miscellaneous products of base metal,768,TGO,Togo,140.8,140.8,140.8
83,Metal; miscellaneous products of base metal,776,TON,Tonga,2815.944,2815.944,2815.944
83,Metal; miscellaneous products of base metal,792,TUR,Türkiye,52046.683,52046.683,52046.683
83,Metal; miscellaneous products of base metal,52,BRB,Barbados,2517.93,2517.93,2517.93
83,Metal; miscellaneous products of base metal,458,MYS,Malaysia,10192158.761,10192158.761,10192158.761
83,Metal; miscellaneous products of base metal,428,LVA,Latvia,1620.06,1620.06,1620.06
83,Metal; miscellaneous products of base metal,410,KOR,Rep. of Korea,2065007.476,2065007.476,2065007.476
83,Metal; miscellaneous products of base metal,60,BMU,Bermuda,7368.93,7368.93,7368.93
83,Metal; miscellaneous products of base metal,84,BLZ,Belize,7590.0,7590.0,7590.0
83,Metal; miscellaneous products of base metal,90,SLB,Solomon Isds,190877.44,190877.44,190877.44
83,Metal; miscellaneous products of base metal,64,BTN,Bhutan,522.5,522.5,522.5
83,Metal; miscellaneous products of base metal,68,BOL,Bolivia (Plurinational State of),2985.06,2985.06,2985.06
83,Metal; miscellaneous products of base metal,72,BWA,Botswana,1409.0,1409.0,1409.0
83,Metal; miscellaneous products of base metal,76,BRA,Brazil,420177.849,420177.849,420177.849
83,Metal; miscellaneous products of base metal,124,CAN,Canada,1240064.146,1240064.146,1240064.146
83,Metal; miscellaneous products of base metal,136,CYM,Cayman Isds,2001.09,2001.09,2001.09
83,Metal; miscellaneous products of base metal,140,CAF,Central African Rep.,21618.29,21618.29,21618.29
83,Metal; miscellaneous products of base metal,266,GAB,Gabon,400.0,400.0,400.0
83,Metal; miscellaneous products of base metal,268,GEO,Georgia,318.2,318.2,318.2
83,Metal; miscellaneous products of base metal,275,PSE,State of Palestine,31.5,31.5,31.5
83,Metal; miscellaneous products of base metal,276,DEU,Germany,625372.749,625372.749,625372.749
83,Metal; miscellaneous products of base metal,258,PYF,French Polynesia,12430.916,12430.916,12430.916
83,Metal; miscellaneous products of base metal,642,ROU,Romania,205305.137,205305.137,205305.137
83,Metal; miscellaneous products of base metal,643,RUS,Russian Federation,12734.624,12734.624,12734.624
83,Metal; miscellaneous products of base metal,598,PNG,Papua New Guinea,1495712.912,1495712.912,1495712.912
83,Metal; miscellaneous products of base metal,591,PAN,Panama,6178.942,6178.942,6178.942
83,Metal; miscellaneous products of base metal,496,MNG,Mongolia,11450.55,11450.55,11450.55
83,Metal; miscellaneous products of base metal,499,MNE,Montenegro,713.96,713.96,713.96
83,Metal; miscellaneous products of base metal,500,MSR,Montserrat,9033.0,9033.0,9033.0
83,Metal; miscellaneous products of base metal,504,MAR,Morocco,2475.32,2475.32,2475.32
83,Metal; miscellaneous products of base metal,705,SVN,Slovenia,7653.891,7653.891,7653.891
83,Metal; miscellaneous products of base metal,706,SOM,Somalia,280.0,280.0,280.0
83,Metal; miscellaneous products of base metal,368,IRQ,Iraq,137200.0,137200.0,137200.0
83,Metal; miscellaneous products of base metal,372,IRL,Ireland,182706.54,182706.54,182706.54
83,Metal; miscellaneous products of base metal,376,ISR,Israel,6429.11,6429.11,6429.11
83,Metal; miscellaneous products of base metal,222,SLV,El Salvador,5850.84,5850.84,5850.84
83,Metal; miscellaneous products of base metal,231,ETH,Ethiopia,45311.76,45311.76,45311.76
83,Metal; miscellaneous products of base metal,251,FRA,France,789168.381,789168.381,789168.381
83,Metal; miscellaneous products of base metal,40,AUT,Austria,51962.799,51962.799,51962.799
83,Metal; miscellaneous products of base metal,44,BHS,Bahamas,11976.226,11976.226,11976.226
83,Metal; miscellaneous products of base metal,858,URY,Uruguay,14494.975,14494.975,14494.975
83,Metal; miscellaneous products of base metal,579,NOR,Norway,6277.08,6277.08,6277.08
83,Metal; miscellaneous products of base metal,580,MNP,N. Mariana Isds,2614.0,2614.0,2614.0
83,Metal; miscellaneous products of base metal,620,PRT,Portugal,41691.371,41691.371,41691.371
83,Metal; miscellaneous products of base metal,558,NIC,Nicaragua,28806.25,28806.25,28806.25
83,Metal; miscellaneous products of base metal,566,NGA,Nigeria,221177.81,221177.81,221177.81
83,Metal; miscellaneous products of base metal,470,MLT,Malta,187451.29,187451.29,187451.29
83,Metal; miscellaneous products of base metal,478,MRT,Mauritania,1050.2,1050.2,1050.2
83,Metal; miscellaneous products of base metal,480,MUS,Mauritius,101156.942,101156.942,101156.942
83,Metal; miscellaneous products of base metal,703,SVK,Slovakia,3085.225,3085.225,3085.225
83,Metal; miscellaneous products of base metal,704,VNM,Viet Nam,5261722.199,5261722.199,5261722.199
83,Metal; miscellaneous products of base metal,348,HUN,Hungary,12520.41,12520.41,12520.41
83,Metal; miscellaneous products of base metal,352,ISL,Iceland,27.93,27.93,27.93
83,Metal; miscellaneous products of base metal,212,DMA,Dominica,103955.94,103955.94,103955.94
83,Metal; miscellaneous products of base metal,214,DOM,Dominican Rep.,19868.55,19868.55,19868.55
83,Metal; miscellaneous products of base metal,626,TLS,Timor-Leste,427629.259,427629.259,427629.259
83,Metal; miscellaneous products of base metal,548,VUT,Vanuatu,1888.74,1888.74,1888.74
83,Metal; miscellaneous products of base metal,554,NZL,New Zealand,321761.215,321761.215,321761.215
83,Metal; miscellaneous products of base metal,484,MEX,Mexico,205434.312,205434.312,205434.312
83,Metal; miscellaneous products of base metal,340,HND,Honduras,132954.24,132954.24,132954.24
83,Metal; miscellaneous products of base metal,344,HKG,"China, Hong Kong SAR",1153015.227,1153015.227,1153015.227
83,Metal; miscellaneous products of base metal,218,ECU,Ecuador,3392.51,3392.51,3392.51
83,Metal; miscellaneous products of base metal,203,CZE,Czechia,21466.402,21466.402,21466.402
83,Metal; miscellaneous products of base metal,834,TZA,United Rep. of Tanzania,3107.01,3107.01,3107.01
83,Metal; miscellaneous products of base metal,842,USA,USA,6432547.605,6432547.605,6432547.605
83,Metal; miscellaneous products of base metal,826,GBR,United Kingdom,1156729.028,1156729.028,1156729.028
83,Metal; miscellaneous products of base metal,616,POL,Poland,45533.03,45533.03,45533.03
83,Metal; miscellaneous products of base metal,531,CUW,Curaçao,19081.106,19081.106,19081.106
83,Metal; miscellaneous products of base metal,533,ABW,Aruba,3740.152,3740.152,3740.152
83,Metal; miscellaneous products of base metal,540,NCL,New Caledonia,326366.668,326366.668,326366.668
83,Metal; miscellaneous products of base metal,462,MDV,Maldives,123417.337,123417.337,123417.337
83,Metal; miscellaneous products of base metal,434,LBY,Libya,6200.0,6200.0,6200.0
83,Metal; miscellaneous products of base metal,440,LTU,Lithuania,84884.175,84884.175,84884.175
83,Metal; miscellaneous products of base metal,300,GRC,Greece,208026.571,208026.571,208026.571
83,Metal; miscellaneous products of base metal,208,DNK,Denmark,440593.106,440593.106,440593.106
83,Metal; miscellaneous products of base metal,178,COG,Congo,48.0,48.0,48.0
83,Metal; miscellaneous products of base metal,28,ATG,Antigua and Barbuda,788.7,788.7,788.7
83,Metal; miscellaneous products of base metal,32,ARG,Argentina,33894.34,33894.34,33894.34
83,Metal; miscellaneous products of base metal,36,AUS,Australia,2396739.106,2396739.106,2396739.106
83,Metal; miscellaneous products of base metal,308,GRD,Grenada,162.858,162.858,162.858
83,Metal; miscellaneous products of base metal,288,GHA,Ghana,27539.45,27539.45,27539.45
83,Metal; miscellaneous products of base metal,184,COK,Cook Isds,1208.81,1208.81,1208.81
83,Metal; miscellaneous products of base metal,188,CRI,Costa Rica,93746.904,93746.904,93746.904
83,Metal; miscellaneous products of base metal,604,PER,Peru,15568.284,15568.284,15568.284
83,Metal; miscellaneous products of base metal,516,NAM,Namibia,10334.56,10334.56,10334.56
83,Metal; miscellaneous products of base metal,524,NPL,Nepal,729.9,729.9,729.9
83,Metal; miscellaneous products of base metal,528,NLD,Netherlands,1197145.206,1197145.206,1197145.206
83,Metal; miscellaneous products of base metal,702,SGP,Singapore,7356208.349,7356208.349,7356208.349
83,Metal; miscellaneous products of base metal,320,GTM,Guatemala,4884.39,4884.39,4884.39
83,Metal; miscellaneous products of base metal,324,GIN,Guinea,1600.0,1600.0,1600.0
83,Metal; miscellaneous products of base metal,332,HTI,Haiti,46.68,46.68,46.68
83,Metal; miscellaneous products of base metal,191,HRV,Croatia,674.315,674.315,674.315
83,Metal; miscellaneous products of base metal,196,CYP,Cyprus,28770.0,28770.0,28770.0
83,Metal; miscellaneous products of base metal,8,ALB,Albania,10304.603,10304.603,10304.603
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",705,SVN,Slovenia,34582.481,34582.481,34582.481
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",887,YEM,Yemen,1530138.339,1530138.339,1530138.339
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",140,CAF,Central African Rep.,12908.55,12908.55,12908.55
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",795,TKM,Turkmenistan,261.34,261.34,261.34
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",796,TCA,Turks and Caicos Isds,480.0,480.0,480.0
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",798,TUV,Tuvalu,221335.25,221335.25,221335.25
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",800,UGA,Uganda,1787087.09,1787087.09,1787087.09
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",144,LKA,Sri Lanka,4463266.084,4463266.084,4463266.084
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",626,TLS,Timor-Leste,17107372.79,17107372.79,17107372.79
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",100,BGR,Bulgaria,8457669.379,8457669.379,8457669.379
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",748,SWZ,Eswatini,713.74,713.74,713.74
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",752,SWE,Sweden,108092282.184,108092282.184,108092282.184
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",554,NZL,New Zealand,9763946.801,9763946.801,9763946.801
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",296,KIR,Kiribati,49846.227,49846.227,49846.227
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",300,GRC,Greece,3414320.415,3414320.415,3414320.415
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",417,KGZ,Kyrgyzstan,32760.0,32760.0,32760.0
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",196,CYP,Cyprus,11685.0,11685.0,11685.0
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",364,IRN,Iran,3523111.193,3523111.193,3523111.193
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",368,IRQ,Iraq,1575556.621,1575556.621,1575556.621
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",442,LUX,Luxembourg,426506.846,426506.846,426506.846
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",446,MAC,"China, Macao SAR",19815.88,19815.88,19815.88
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",818,EGY,Egypt,8777865.045,8777865.045,8777865.045
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",84,BLZ,Belize,31468.37,31468.37,31468.37
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",90,SLB,Solomon Isds,396476.45,396476.45,396476.45
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",600,PRY,Paraguay,1743068.16,1743068.16,1743068.16
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",643,RUS,Russian Federation,45779914.845,45779914.845,45779914.845
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",418,LAO,Lao People's Dem. Rep.,3185270.55,3185270.55,3185270.55
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",262,DJI,Djibouti,11139207.847,11139207.847,11139207.847
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",203,CZE,Czechia,8237694.965,8237694.965,8237694.965
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",222,SLV,El Salvador,2307944.74,2307944.74,2307944.74
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",558,NIC,Nicaragua,1806198.86,1806198.86,1806198.86
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",566,NGA,Nigeria,12338427.257,12338427.257,12338427.257
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",591,PAN,Panama,3540783.767,3540783.767,3540783.767
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",152,CHL,Chile,20034960.639,20034960.639,20034960.639
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",112,BLR,Belarus,34412.98,34412.98,34412.98
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",116,KHM,Cambodia,9327580.873,9327580.873,9327580.873
