cmdCode,cmdDesc,partnerCode,partnerISO,partnerDesc,fobvalue,primaryValue,export_usd
35,Albuminoidal substances; modified starches; glues; enzymes,218,ECU,Ecuador,6.422,6.422,6.422
95,"Toys, games and sports requisites; parts and accessories thereof",818,EGY,Egypt,64235.53,64235.53,64235.53
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",231,ETH,Ethiopia,57.58,57.58,57.58
76,Aluminium and articles thereof,231,ETH,Ethiopia,138.62,138.62,138.62
46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",566,NGA,Nigeria,0.006,0.006,0.006
52,Cotton,566,NGA,Nigeria,15984.391,15984.391,15984.391
13,"Lac; gums, resins and other vegetable saps and extracts",233,EST,Estonia,134.0,134.0,134.0
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",218,ECU,Ecuador,1146.52,1146.52,1146.52
68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",430,LBR,Liberia,0.66,0.66,0.66
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",100,BGR,Bulgaria,3939.698,3939.698,3939.698
38,Chemical products n.e.c.,800,UGA,Uganda,0.002,0.002,0.002
73,Iron or steel articles,398,KAZ,Kazakhstan,301381.0,301381.0,301381.0
72,Iron and steel,328,GUY,Guyana,564.0,564.0,564.0
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",12,DZA,Algeria,1030.82,1030.82,1030.82
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",24,AGO,Angola,28.68,28.68,28.68
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",32,ARG,Argentina,2050.3,2050.3,2050.3
76,Aluminium and articles thereof,32,ARG,Argentina,64972.398,64972.398,64972.398
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",690,SYC,Seychelles,0.002,0.002,0.002
28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",616,POL,Poland,323090.939,323090.939,323090.939
29,Organic chemicals,124,CAN,Canada,8721071.435,8721071.435,8721071.435
72,Iron and steel,398,KAZ,Kazakhstan,238213.0,238213.0,238213.0
35,Albuminoidal substances; modified starches; glues; enzymes,32,ARG,Argentina,4595.149,4595.149,4595.149
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",729,SDN,Sudan,31.3,31.3,31.3
89,"Ships, boats and floating structures",512,OMN,Oman,40014.25,40014.25,40014.25
62,Apparel and clothing accessories; not knitted or crocheted,226,GNQ,Equatorial Guinea,0.05,0.05,0.05
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",620,PRT,Portugal,5.041,5.041,5.041
62,Apparel and clothing accessories; not knitted or crocheted,566,NGA,Nigeria,11185309.548,11185309.548,11185309.548
39,Plastics and articles thereof,218,ECU,Ecuador,340659.983,340659.983,340659.983
47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,554,NZL,New Zealand,4308.28,4308.28,4308.28
88,"Aircraft, spacecraft, and parts thereof",364,IRN,Iran,75350.006,75350.006,75350.006
61,Apparel and clothing accessories; knitted or crocheted,208,DNK,Denmark,3628887.262,3628887.262,3628887.262
38,Chemical products n.e.c.,410,KOR,Rep. of Korea,294445626.249,294445626.249,294445626.249
40,Rubber and articles thereof,626,TLS,Timor-Leste,4312233.63,4312233.63,4312233.63
74,Copper and articles thereof,626,TLS,Timor-Leste,152099.722,152099.722,152099.722
96,Miscellaneous manufactured articles,626,TLS,Timor-Leste,5497418.031,5497418.031,5497418.031
96,Miscellaneous manufactured articles,100,BGR,Bulgaria,3271.256,3271.256,3271.256
48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",554,NZL,New Zealand,47636533.239,47636533.239,47636533.239
76,Aluminium and articles thereof,710,ZAF,South Africa,53200.551,53200.551,53200.551
76,Aluminium and articles thereof,484,MEX,Mexico,970420.47,970420.47,970420.47
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",792,TUR,Türkiye,1757868.16,1757868.16,1757868.16
76,Aluminium and articles thereof,792,TUR,Türkiye,58845033.12,58845033.12,58845033.12
72,Iron and steel,484,MEX,Mexico,124505664.351,124505664.351,124505664.351
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",484,MEX,Mexico,45322326.661,45322326.661,45322326.661
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",417,KGZ,Kyrgyzstan,8947.14,8947.14,8947.14
57,Carpets and other textile floor coverings,196,CYP,Cyprus,2260.001,2260.001,2260.001
39,Plastics and articles thereof,490,S19,"Other Asia, nes",25313907.32,25313907.32,25313907.32
83,Metal; miscellaneous products of base metal,242,FJI,Fiji,43043.415,43043.415,43043.415
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",710,ZAF,South Africa,26252892.087,26252892.087,26252892.087
24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",826,GBR,United Kingdom,72683.86,72683.86,72683.86
44,Wood and articles of wood; wood charcoal,826,GBR,United Kingdom,137708339.596,137708339.596,137708339.596
38,Chemical products n.e.c.,56,BEL,Belgium,11101887.889,11101887.889,11101887.889
96,Miscellaneous manufactured articles,818,EGY,Egypt,1558692.328,1558692.328,1558692.328
58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",702,SGP,Singapore,974819.65,974819.65,974819.65
73,Iron or steel articles,246,FIN,Finland,146210.592,146210.592,146210.592
09,"Coffee, tea, mate and spices",458,MYS,Malaysia,95412172.631,95412172.631,95412172.631
11,"Products of the milling industry; malt, starches, inulin, wheat gluten",458,MYS,Malaysia,24255470.488,24255470.488,24255470.488
34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",458,MYS,Malaysia,104821737.531,104821737.531,104821737.531
46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",458,MYS,Malaysia,646831.357,646831.357,646831.357
72,Iron and steel,458,MYS,Malaysia,563263922.431,563263922.431,563263922.431
74,Copper and articles thereof,458,MYS,Malaysia,539706885.498,539706885.498,539706885.498
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",458,MYS,Malaysia,353294006.765,353294006.765,353294006.765
90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",458,MYS,Malaysia,39806536.609,39806536.609,39806536.609
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",566,NGA,Nigeria,7483207.561,7483207.561,7483207.561
48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",566,NGA,Nigeria,87997654.162,87997654.162,87997654.162
96,Miscellaneous manufactured articles,566,NGA,Nigeria,14051.431,14051.431,14051.431
39,Plastics and articles thereof,50,BGD,Bangladesh,38556485.417,38556485.417,38556485.417
55,Man-made staple fibres,156,CHN,China,123053492.97,123053492.97,123053492.97
22,"Beverages, spirits and vinegar",818,EGY,Egypt,3850.302,3850.302,3850.302
39,Plastics and articles thereof,818,EGY,Egypt,7119967.069,7119967.069,7119967.069
22,"Beverages, spirits and vinegar",826,GBR,United Kingdom,369403.278,369403.278,369403.278
87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152,CHL,Chile,119234917.391,119234917.391,119234917.391
95,"Toys, games and sports requisites; parts and accessories thereof",116,KHM,Cambodia,3909.53,3909.53,3909.53
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",729,SDN,Sudan,4279201.738,4279201.738,4279201.738
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",604,PER,Peru,27371649.22,27371649.22,27371649.22
97,Works of art; collectors' pieces and antiques,458,MYS,Malaysia,90900.603,90900.603,90900.603
30,Pharmaceutical products,842,USA,USA,421845.8,421845.8,421845.8
50,Silk,842,USA,USA,70508.318,70508.318,70508.318
76,Aluminium and articles thereof,218,ECU,Ecuador,1150.44,1150.44,1150.44
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",490,S19,"Other Asia, nes",68972290.337,68972290.337,68972290.337
39,Plastics and articles thereof,100,BGR,Bulgaria,197587.349,197587.349,197587.349
61,Apparel and clothing accessories; knitted or crocheted,458,MYS,Malaysia,34898492.115,34898492.115,34898492.115
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",458,MYS,Malaysia,5059007.881,5059007.881,5059007.881
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",792,TUR,Türkiye,26425832.622,26425832.622,26425832.622
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",480,MUS,Mauritius,734490.968,734490.968,734490.968
40,Rubber and articles thereof,579,NOR,Norway,810424.237,810424.237,810424.237
59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",156,CHN,China,3834607.537,3834607.537,3834607.537
62,Apparel and clothing accessories; not knitted or crocheted,156,CHN,China,94332777.827,94332777.827,94332777.827
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",608,PHL,Philippines,256387333.997,256387333.997,256387333.997
09,"Coffee, tea, mate and spices",124,CAN,Canada,22789192.192,22789192.192,22789192.192
23,"Food industries, residues and wastes thereof; prepared animal fodder",724,ESP,Spain,79436139.358,79436139.358,79436139.358
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",724,ESP,Spain,4586949.764,4586949.764,4586949.764
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",598,PNG,Papua New Guinea,10941655.592,10941655.592,10941655.592
30,Pharmaceutical products,757,CHE,Switzerland,293524.315,293524.315,293524.315
48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",414,KWT,Kuwait,13158020.91,13158020.91,13158020.91
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",414,KWT,Kuwait,41.001,41.001,41.001
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",348,HUN,Hungary,22692.189,22692.189,22692.189
09,"Coffee, tea, mate and spices",392,JPN,Japan,85067891.767,85067891.767,85067891.767
28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",392,JPN,Japan,91555501.576,91555501.576,91555501.576
39,Plastics and articles thereof,608,PHL,Philippines,95483325.216,95483325.216,95483325.216
83,Metal; miscellaneous products of base metal,608,PHL,Philippines,5247669.076,5247669.076,5247669.076
39,Plastics and articles thereof,710,ZAF,South Africa,13317491.404,13317491.404,13317491.404
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",392,JPN,Japan,1659399600.131,1659399600.131,1659399600.131
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",729,SDN,Sudan,8958343.914,8958343.914,8958343.914
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",32,ARG,Argentina,42786531.046,42786531.046,42786531.046
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",12,DZA,Algeria,10426504.397,10426504.397,10426504.397
27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",842,USA,USA,16461072.196,16461072.196,16461072.196
44,Wood and articles of wood; wood charcoal,842,USA,USA,599250845.255,599250845.255,599250845.255
47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,842,USA,USA,4509.05,4509.05,4509.05
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",218,ECU,Ecuador,10221340.759,10221340.759,10221340.759
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",50,BGD,Bangladesh,14376.015,14376.015,14376.015
76,Aluminium and articles thereof,50,BGD,Bangladesh,274420.25,274420.25,274420.25
94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",251,FRA,France,62664652.85,62664652.85,62664652.85
92,Musical instruments; parts and accessories of such articles,258,PYF,French Polynesia,4484.35,4484.35,4484.35
48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",218,ECU,Ecuador,21556072.342,21556072.342,21556072.342
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",218,ECU,Ecuador,9238577.181,9238577.181,9238577.181
48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",826,GBR,United Kingdom,88354285.012,88354285.012,88354285.012
69,Ceramic products,826,GBR,United Kingdom,5866836.403,5866836.403,5866836.403
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",826,GBR,United Kingdom,8184817.4,8184817.4,8184817.4
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",842,USA,USA,250952318.588,250952318.588,250952318.588
72,Iron and steel,842,USA,USA,126267270.738,126267270.738,126267270.738
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",842,USA,USA,797627148.37,797627148.37,797627148.37
90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",842,USA,USA,115817668.687,115817668.687,115817668.687
96,Miscellaneous manufactured articles,842,USA,USA,32597464.587,32597464.587,32597464.587
39,Plastics and articles thereof,729,SDN,Sudan,1672024.19,1672024.19,1672024.19
70,Glass and glassware,392,JPN,Japan,28632730.553,28632730.553,28632730.553
25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",704,VNM,Viet Nam,4874167.036,4874167.036,4874167.036
34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",704,VNM,Viet Nam,20526933.958,20526933.958,20526933.958
48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",704,VNM,Viet Nam,289161850.983,289161850.983,289161850.983
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",704,VNM,Viet Nam,178106673.287,178106673.287,178106673.287
95,"Toys, games and sports requisites; parts and accessories thereof",704,VNM,Viet Nam,2569765.072,2569765.072,2569765.072
38,Chemical products n.e.c.,490,S19,"Other Asia, nes",65561534.25,65561534.25,65561534.25
76,Aluminium and articles thereof,344,HKG,"China, Hong Kong SAR",106703.579,106703.579,106703.579
82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",826,GBR,United Kingdom,1364695.936,1364695.936,1364695.936
83,Metal; miscellaneous products of base metal,784,ARE,United Arab Emirates,2562416.167,2562416.167,2562416.167
39,Plastics and articles thereof,764,THA,Thailand,101932951.774,101932951.774,101932951.774
40,Rubber and articles thereof,699,IND,India,229986625.867,229986625.867,229986625.867
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",699,IND,India,515334335.783,515334335.783,515334335.783
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",699,IND,India,321344291.205,321344291.205,321344291.205
87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",699,IND,India,169305405.695,169305405.695,169305405.695
73,Iron or steel articles,643,RUS,Russian Federation,417069.83,417069.83,417069.83
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",251,FRA,France,39.079,39.079,39.079
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",251,FRA,France,58097845.341,58097845.341,58097845.341
90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",251,FRA,France,12187070.96,12187070.96,12187070.96
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",784,ARE,United Arab Emirates,86436025.214,86436025.214,86436025.214
30,Pharmaceutical products,608,PHL,Philippines,100569973.118,100569973.118,100569973.118
76,Aluminium and articles thereof,608,PHL,Philippines,11968505.847,11968505.847,11968505.847
39,Plastics and articles thereof,686,SEN,Senegal,418285.08,418285.08,418285.08
38,Chemical products n.e.c.,392,JPN,Japan,214541215.235,214541215.235,214541215.235
73,Iron or steel articles,36,AUS,Australia,179793525.743,179793525.743,179793525.743
76,Aluminium and articles thereof,12,DZA,Algeria,63472.91,63472.91,63472.91
83,Metal; miscellaneous products of base metal,796,TCA,Turks and Caicos Isds,4037.251,4037.251,4037.251
25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",56,BEL,Belgium,10936.896,10936.896,10936.896
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",56,BEL,Belgium,39648994.338,39648994.338,39648994.338
94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",446,MAC,"China, Macao SAR",69727.853,69727.853,69727.853
76,Aluminium and articles thereof,76,BRA,Brazil,1296479.514,1296479.514,1296479.514
39,Plastics and articles thereof,699,IND,India,218719314.076,218719314.076,218719314.076
39,Plastics and articles thereof,682,SAU,Saudi Arabia,35626617.395,35626617.395,35626617.395
23,"Food industries, residues and wastes thereof; prepared animal fodder",50,BGD,Bangladesh,3737190.251,3737190.251,3737190.251
49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",682,SAU,Saudi Arabia,27441.711,27441.711,27441.711
33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",144,LKA,Sri Lanka,1023705.425,1023705.425,1023705.425
39,Plastics and articles thereof,450,MDG,Madagascar,1592332.784,1592332.784,1592332.784
62,Apparel and clothing accessories; not knitted or crocheted,414,KWT,Kuwait,2253100.174,2253100.174,2253100.174
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",50,BGD,Bangladesh,10737894.27,10737894.27,10737894.27
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",56,BEL,Belgium,44416090.161,44416090.161,44416090.161
62,Apparel and clothing accessories; not knitted or crocheted,768,TGO,Togo,590981.28,590981.28,590981.28
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",36,AUS,Australia,48013294.24,48013294.24,48013294.24
08,"Fruit and nuts, edible; peel of citrus fruit or melons",36,AUS,Australia,1763948.214,1763948.214,1763948.214
29,Organic chemicals,36,AUS,Australia,15404714.834,15404714.834,15404714.834
40,Rubber and articles thereof,36,AUS,Australia,58394745.346,58394745.346,58394745.346
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",36,AUS,Australia,259328199.219,259328199.219,259328199.219
90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",36,AUS,Australia,35277546.72,35277546.72,35277546.72
96,Miscellaneous manufactured articles,36,AUS,Australia,28908715.232,28908715.232,28908715.232
61,Apparel and clothing accessories; knitted or crocheted,764,THA,Thailand,11499444.121,11499444.121,11499444.121
09,"Coffee, tea, mate and spices",156,CHN,China,172639655.345,172639655.345,172639655.345
23,"Food industries, residues and wastes thereof; prepared animal fodder",156,CHN,China,1101108232.808,1101108232.808,1101108232.808
28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",156,CHN,China,645624931.449,645624931.449,645624931.449
29,Organic chemicals,156,CHN,China,754191926.35,754191926.35,754191926.35
72,Iron and steel,156,CHN,China,18338452850.328,18338452850.328,18338452850.328
74,Copper and articles thereof,156,CHN,China,756933004.738,756933004.738,756933004.738
75,Nickel and articles thereof,156,CHN,China,4946495179.028,4946495179.028,4946495179.028
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",32,ARG,Argentina,21215849.318,21215849.318,21215849.318
29,Organic chemicals,608,PHL,Philippines,30389351.369,30389351.369,30389351.369
54,Man-made filaments; strip and the like of man-made textile materials,608,PHL,Philippines,15006880.667,15006880.667,15006880.667
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",608,PHL,Philippines,349338227.857,349338227.857,349338227.857
94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",418,LAO,Lao People's Dem. Rep.,2880.001,2880.001,2880.001
61,Apparel and clothing accessories; knitted or crocheted,842,USA,USA,2310105207.613,2310105207.613,2310105207.613
39,Plastics and articles thereof,792,TUR,Türkiye,13749902.151,13749902.151,13749902.151
29,Organic chemicals,757,CHE,Switzerland,1784658.109,1784658.109,1784658.109
63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",757,CHE,Switzerland,114798.106,114798.106,114798.106
08,"Fruit and nuts, edible; peel of citrus fruit or melons",702,SGP,Singapore,30002938.132,30002938.132,30002938.132
29,Organic chemicals,702,SGP,Singapore,104782335.735,104782335.735,104782335.735
34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",702,SGP,Singapore,38422137.429,38422137.429,38422137.429
40,Rubber and articles thereof,702,SGP,Singapore,45114574.569,45114574.569,45114574.569
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",702,SGP,Singapore,1235388915.053,1235388915.053,1235388915.053
72,Iron and steel,702,SGP,Singapore,41653935.499,41653935.499,41653935.499
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",702,SGP,Singapore,994613390.446,994613390.446,994613390.446
33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",704,VNM,Viet Nam,67225506.915,67225506.915,67225506.915
73,Iron or steel articles,704,VNM,Viet Nam,21556900.426,21556900.426,21556900.426
76,Aluminium and articles thereof,764,THA,Thailand,16245164.06,16245164.06,16245164.06
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",470,MLT,Malta,172575.934,172575.934,172575.934
48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",208,DNK,Denmark,1069033.389,1069033.389,1069033.389
51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",410,KOR,Rep. of Korea,79512.19,79512.19,79512.19
95,"Toys, games and sports requisites; parts and accessories thereof",410,KOR,Rep. of Korea,8833956.419,8833956.419,8833956.419
17,Sugars and sugar confectionery,764,THA,Thailand,69927432.929,69927432.929,69927432.929
34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",764,THA,Thailand,56063238.706,56063238.706,56063238.706
72,Iron and steel,764,THA,Thailand,314746701.643,314746701.643,314746701.643
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",764,THA,Thailand,561732083.909,561732083.909,561732083.909
90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",764,THA,Thailand,47876161.875,47876161.875,47876161.875
76,Aluminium and articles thereof,152,CHL,Chile,309.575,309.575,309.575
76,Aluminium and articles thereof,702,SGP,Singapore,15779243.129,15779243.129,15779243.129
94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",702,SGP,Singapore,33386193.648,33386193.648,33386193.648
76,Aluminium and articles thereof,490,S19,"Other Asia, nes",16051239.444,16051239.444,16051239.444
76,Aluminium and articles thereof,729,SDN,Sudan,107.76,107.76,107.76
19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",410,KOR,Rep. of Korea,40201761.431,40201761.431,40201761.431
73,Iron or steel articles,268,GEO,Georgia,278135.592,278135.592,278135.592
94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",268,GEO,Georgia,373782.743,373782.743,373782.743
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",566,NGA,Nigeria,103023.12,103023.12,103023.12
76,Aluminium and articles thereof,566,NGA,Nigeria,866991.78,866991.78,866991.78
70,Glass and glassware,191,HRV,Croatia,2734.591,2734.591,2734.591
56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",699,IND,India,4137736.409,4137736.409,4137736.409
70,Glass and glassware,699,IND,India,57210994.741,57210994.741,57210994.741
90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",242,FJI,Fiji,400706.83,400706.83,400706.83
40,Rubber and articles thereof,276,DEU,Germany,100435332.171,100435332.171,100435332.171
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",276,DEU,Germany,9264104.221,9264104.221,9264104.221
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",276,DEU,Germany,309183096.829,309183096.829,309183096.829
70,Glass and glassware,156,CHN,China,9677084.315,9677084.315,9677084.315
25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",490,S19,"Other Asia, nes",33557161.65,33557161.65,33557161.65
48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",231,ETH,Ethiopia,14568919.16,14568919.16,14568919.16
23,"Food industries, residues and wastes thereof; prepared animal fodder",276,DEU,Germany,534011.523,534011.523,534011.523
32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",380,ITA,Italy,205520.861,205520.861,205520.861
52,Cotton,380,ITA,Italy,4022749.415,4022749.415,4022749.415
71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",380,ITA,Italy,52353580.74,52353580.74,52353580.74
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",380,ITA,Italy,19849252.551,19849252.551,19849252.551
90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",380,ITA,Italy,3466039.13,3466039.13,3466039.13
91,Clocks and watches and parts thereof,626,TLS,Timor-Leste,33991.261,33991.261,33991.261
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",616,POL,Poland,303348915.38,303348915.38,303348915.38
25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",528,NLD,Netherlands,46168.0,46168.0,46168.0
84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",528,NLD,Netherlands,29584982.117,29584982.117,29584982.117
44,Wood and articles of wood; wood charcoal,598,PNG,Papua New Guinea,1244267.492,1244267.492,1244267.492
85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",598,PNG,Papua New Guinea,9865277.936,9865277.936,9865277.936
67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",458,MYS,Malaysia,62262.753,62262.753,62262.753
88,"Aircraft, spacecraft, and parts thereof",458,MYS,Malaysia,14274757.647,14274757.647,14274757.647
