sector_52,country_iso,country_name,export_usd,sector_total,w_kc
3,UKR,Ukraine,3173473.21,28451802106.184,0.00011153856610405166
3,URY,Uruguay,4745008.5,28451802106.184,0.00016677356612742196
3,USA,USA,1948702894.839,28451802106.184,0.06849136963508717
3,UZB,Uzbekistan,10558388.04,28451802106.184,0.00037109733860074664
3,VCT,Saint Vincent and the Grenadines,102704.35,28451802106.184,3.609766074454638e-06
3,VEN,Venezuela,179218.1,28451802106.184,6.299006977875998e-06
3,VNM,Viet Nam,638563505.645,28451802106.184,0.02244369278479581
3,VUT,Vanuatu,1299539.58,28451802106.184,4.567512367582316e-05
3,WSM,Samoa,1933671.41,28451802106.184,6.796305565402891e-05
3,YEM,Yemen,101262751.84,28451802106.184,0.0035590979953424653
3,ZAF,South Africa,390652541.94,28451802106.184,0.013730326834203999
3,ZMB,Zambia,360423.14,28451802106.184,1.2667849250985127e-05
3,ZWE,Zimbabwe,3841310.82,28451802106.184,0.00013501116047637246
4,ARE,United Arab Emirates,592886.321,785362434.447,0.000754920651912096
4,ARG,Argentina,25037.64,785362434.447,3.188036364080724e-05
4,ARM,Armenia,220.41,785362434.447,2.80647495134139e-07
4,AUS,Australia,2576337.428,785362434.447,0.003280443926267094
4,AUT,Austria,24427.261,785362434.447,3.110316960499906e-05
4,AZE,Azerbaijan,2058.0,785362434.447,2.620446191125893e-06
4,BEL,Belgium,4337243.418,785362434.447,0.005522601066415913
4,BGD,Bangladesh,4920999.71,785362434.447,0.00626589647551075
4,BGR,Bulgaria,4442.01,785362434.447,5.65600009010842e-06
4,BHR,Bahrain,10995.133,785362434.447,1.4000075019811765e-05
4,BRA,Brazil,583652.824,785362434.447,0.0007431636635523184
4,BRN,Brunei Darussalam,1793881.073,785362434.447,0.0022841442298715646
4,CAN,Canada,1532247.594,785362434.447,0.0019510069832648755
4,CHE,Switzerland,49703.254,785362434.447,6.328702751742605e-05
4,CHN,China,490970032.961,785362434.447,0.6251509003059313
4,CIV,Côte d'Ivoire,9077.5,785362434.447,1.1558357774511804e-05
4,COD,Dem. Rep. of the Congo,1896.15,785362434.447,2.4143629957742286e-06
4,COK,Cook Isds,10.0,785362434.447,1.273297468963019e-08
4,COM,Comoros,47243.0,785362434.447,6.0154392326219906e-05
4,CYP,Cyprus,6106.123,785362434.447,7.774910961076875e-06
4,CZE,Czechia,222545.473,785362434.447,0.00028336658750007784
4,DEU,Germany,2506416.3079999997,785362434.447,0.0031914135411440342
4,DNK,Denmark,19601.868,785362434.447,2.495900891134719e-05
4,EGY,Egypt,4959.666,785362434.447,6.31513016470194e-06
4,ESP,Spain,139873.192,785362434.447,0.0001781001813493784
4,FIN,Finland,2275.0,785362434.447,2.896751741890868e-06
4,FJI,Fiji,63720.54,785362434.447,8.11352023029568e-05
4,FRA,France,10621840.995,785362434.447,0.013524763254661133
4,FSM,FS Micronesia,274.65,785362434.447,3.497111498506931e-07
4,GAB,Gabon,440.0,785362434.447,5.602508863437283e-07
4,GBR,United Kingdom,849704.797,785362434.447,0.001081926967385836
4,GHA,Ghana,100.0,785362434.447,1.2732974689630188e-07
4,GRC,Greece,7926.587,785362434.447,1.0092903164615169e-05
4,GUY,Guyana,98835.0,785362434.447,0.00012584635534496
4,HKG,"China, Hong Kong SAR",79727289.249,785362434.447,0.1015165556080342
4,HUN,Hungary,3016.306,785362434.447,3.8406547954179675e-06
4,IND,India,636460.13,785362434.447,0.000810403072624874
4,IRL,Ireland,12668.19,785362434.447,1.6130374263342627e-05
4,IRN,Iran,17021.549,785362434.447,2.1673495259530005e-05
4,IRQ,Iraq,25193.199999999997,785362434.447,3.207843779507913e-05
4,ISL,Iceland,8571.06,785362434.447,1.0913509004330172e-05
4,ISR,Israel,30037.087,785362434.447,3.8246146852122e-05
4,ITA,Italy,753612.298,785362434.447,0.0009595726316228043
4,JOR,Jordan,23397.187,785362434.447,2.9791578987954453e-05
4,JPN,Japan,5193799.893999999,785362434.447,0.006613252259330595
4,KAZ,Kazakhstan,10608.64,785362434.447,1.350795446113984e-05
4,KEN,Kenya,488.0,785362434.447,6.213691648539533e-07
4,KHM,Cambodia,996773.623,785362434.447,0.0012691893312949984
4,KIR,Kiribati,10692.9,785362434.447,1.3615242505874664e-05
4,KOR,Rep. of Korea,863579.13,785362434.447,0.0010995931204782858
4,KWT,Kuwait,48881.31,785362434.447,6.22404483025967e-05
