,1100,1200,1300,1400,1500,1600,1700,1800,1900,2100,3100,3200,3300,3400,3500,3600,5100,5200,5300,6100,6200,6300,6400,6500,7100,7200,7300,7400,7500,7600,8100,8200,9100,9400
s01,-2.84724892117083E-0003,-2.11409665644169E-0003,-1.07247231062502E-0003,-1.97922624647617E-0003,-2.26993183605373E-0003,-2.30768928304315E-0003,-2.41326563991606E-0003,-7.15618394315243E-0003,-3.40952840633690E-0003,-8.96979880053550E-0004,-2.19499765080400E-0004,-1.89654587302357E-0004,-2.24393021198921E-0004,-4.72776446258649E-0004,-1.88823055941612E-0003,-1.07383282738738E-0004,-2.81057378742844E-0004,-4.70205268356949E-0004,-1.24909426085651E-0003,-2.23336229100823E-0003,-2.10931012406945E-0003,-2.38797249039635E-0004,-1.45366054493934E-0003,-1.98466028086841E-0003,-3.02703748457134E-0003,-3.51617718115449E-0003,-2.42387759499252E-0003,-1.19165633805096E-0003,-1.86954881064594E-0003,-4.69280406832695E-0003,-1.60584156401455E-0003,-3.20537341758609E-0003,-1.05116749182343E-0003,-8.33213503938168E-0004
s02,-1.15213741082698E-0003,-1.34557695128024E-0003,-4.41159063484520E-0004,-1.33719964651391E-0004,-1.60951376892626E-0003,-4.71480219857767E-0004,-1.63753551896662E-0003,-4.12676855921745E-0003,3.15957222483121E-0005,-1.86549150384963E-0004,-3.86102416086942E-0004,-4.71107370685786E-0004,-5.14522485900670E-0004,-4.84500109450892E-0004,-5.88180089835078E-0004,-2.54880374995992E-0004,-1.68666592799127E-0004,1.72270301845856E-0006,3.60672042006627E-0004,2.24887276999652E-0004,2.94010551442625E-0005,3.13879834720865E-0004,6.62278180243447E-0005,-1.53515269630589E-0004,-4.50056599220261E-0004,7.07209983374924E-0004,5.96017402131110E-0004,-1.78669579327106E-0005,2.00987575226463E-0004,8.94671757123433E-0005,2.89701682049781E-0004,1.64047582075000E-0004,3.37985784426564E-0006,-1.26861241369625E-0005
s03,7.17992410063744E-0002,7.07795098423958E-0002,3.91103662550449E-0002,2.69741062074900E-0002,3.85905168950558E-0002,6.75610005855560E-0002,5.90508170425892E-0002,1.78731963038445E-0001,9.17591825127602E-0002,5.91963715851307E-0002,1.28481820225716E-0001,7.02050849795341E-0002,4.96734715998173E-0002,5.38372099399567E-0002,8.80995318293571E-0002,8.61036702990532E-0002,8.11828076839447E-0002,6.75314217805862E-0002,8.52662697434425E-0002,4.33423705399036E-0002,3.62931154668331E-0002,3.24306823313236E-0002,6.82658851146698E-0002,1.15678630769253E-0001,9.05603915452957E-0002,6.97605386376381E-0002,1.02298587560654E-0001,6.38827681541443E-0002,7.70592391490936E-0002,6.75062984228134E-0002,6.92952275276184E-0002,7.59239569306374E-0002,6.75316825509071E-0002,6.87533169984818E-0002
s04,-6.06326293200254E-0003,-5.43931871652603E-0003,-4.28884243592620E-0003,-4.44025412434712E-0004,8.18987027741969E-0004,5.95422985497862E-0004,-1.42870494164526E-0003,-8.69618263095617E-0003,6.07759645208716E-0003,-7.28931464254856E-0003,-2.22288235090673E-0003,-1.31201569456607E-0003,-1.13945384509861E-0003,-1.16156623698771E-0003,-4.17304923757911E-0003,-2.21275188960135E-0003,-4.00479463860393E-0003,-4.35673957690597E-0003,-1.16196135058999E-0002,-5.41486823931336E-0003,2.00378079898655E-0003,-2.58297822438180E-0003,9.95826907455921E-0004,6.64138118736446E-0004,-7.77214253321290E-0003,-1.66233757045120E-0003,-2.86445044912398E-0003,-1.60776346456259E-0003,-8.69149807840586E-0003,-3.96397337317467E-0003,5.08615456055850E-0004,4.02403529733419E-0003,-2.60661402717233E-0003,-5.66387735307217E-0003
s05,3.85201536118984E-0002,5.01520186662674E-0002,2.40822173655033E-0002,2.43044495582581E-0002,3.19184139370918E-0002,4.98654320836067E-0002,3.88090535998344E-0002,7.49551355838776E-0002,7.60095790028572E-0002,3.07095013558865E-0002,5.37920801434666E-0004,9.13335289806127E-0003,8.67716316133738E-0003,4.85541764646769E-0003,1.96344461292028E-0002,1.50866331532598E-0002,1.19637511670589E-0002,1.32669080048800E-0002,1.75066813826561E-0002,3.58243547379971E-0002,3.11052687466145E-0002,2.15412154793739E-0002,5.74768856167793E-0002,8.28234329819679E-0002,3.54791730642319E-0002,4.42724041640759E-0002,2.52917297184467E-0002,1.95761993527412E-0002,2.07928586751223E-0002,4.80374172329903E-0002,2.78048720210791E-0002,5.28281517326832E-0002,4.67008724808693E-0002,1.80155951529741E-0002
s06,-3.89508903026581E-0003,-3.27388616278768E-0003,-2.83671682700515E-0003,-3.09765827842057E-0003,-3.50703997537494E-0003,-3.65193211473525E-0003,-3.67883755825460E-0003,-5.15845092013478E-0003,-4.20217681676149E-0003,-2.22807633690536E-0003,-2.09455052390695E-0003,-2.01658206060529E-0003,-2.42517073638737E-0003,-2.33716238290071E-0003,-2.34724697656930E-0003,-2.08634603768587E-0003,-2.47872807085514E-0003,-2.41570337675512E-0003,-2.65554059296846E-0003,-3.72811011038721E-0003,-3.45183489844203E-0003,-2.59451288729906E-0003,-2.96423956751823E-0003,-3.10751958750188E-0003,-3.22957406751812E-0003,-4.21915482729673E-0003,-2.84856394864619E-0003,-2.75931018404663E-0003,-2.62023927643895E-0003,-4.27521765232086E-0003,-2.51015927642584E-0003,-3.97748360410333E-0003,-2.70345318131149E-0003,-2.66576767899096E-0003
s07,1.63992517627776E-0004,5.96410536672920E-0004,6.64593244437128E-0004,9.75723611190915E-0004,1.40652549453080E-0003,5.10024430695921E-0004,3.02970322081819E-0004,4.82696108520031E-0004,-9.28543740883470E-0004,-5.30612713191658E-0004,8.86193301994354E-0005,1.05441395135131E-0004,3.01063322694972E-0004,2.57287087151781E-0004,-2.03050600248389E-0004,2.10732527193613E-0004,-1.63401055033319E-0004,-5.32397716597188E-0005,-1.86158169526607E-0004,1.55499915126711E-0003,1.41088606324047E-0003,1.05904131487478E-0004,9.20129474252462E-0004,-1.33781941258349E-0004,-7.70744285546243E-0004,-5.80669264309108E-0004,-4.82066418044269E-0004,-2.89478077320382E-0004,-3.34165059030056E-0004,-1.23144558165222E-0003,-5.01027971040457E-0004,-1.08920969069004E-0003,-3.63751169061288E-0005,-9.12196337594651E-0005
s08,-1.89596507698298E-0003,-1.32666248828173E-0003,-1.42326310742646E-0003,-1.32958823814988E-0003,-1.75170588772744E-0003,-1.98692060075700E-0003,-2.08995654247701E-0003,-3.15803545527160E-0003,-2.55263689905405E-0003,-6.12803094554692E-0004,-6.62911217659712E-0004,-5.87162678129971E-0004,-7.82691931817681E-0004,-7.29217776097357E-0004,-7.72457220591605E-0004,-5.83316141273826E-0004,-8.94994533155113E-0004,-9.45537409279495E-0004,-1.20025337673724E-0003,-1.94302410818636E-0003,-1.62603345233947E-0003,-9.24867286812514E-0004,-1.31902284920216E-0003,-1.30204309243709E-0003,-1.61987228784710E-0003,-2.18321615830064E-0003,-1.75720779225230E-0003,-1.18209142237902E-0003,-1.32099387701601E-0003,-2.31596757657826E-0003,-1.34238123428077E-0003,-2.29282607324421E-0003,-1.09614955727011E-0003,-9.05118940863758E-0004
s09,-1.50781241245568E-0003,-1.05257390532643E-0003,-1.05469324626029E-0003,-1.05292361695319E-0003,-1.40908837784082E-0003,-1.59267720300704E-0003,-1.59657082986087E-0003,-2.55084456875920E-0003,-2.16681114397943E-0003,-3.34283715346828E-0004,-4.92071500048041E-0004,-3.76049662008882E-0004,-5.38788677658886E-0004,-5.09035540744662E-0004,-5.13655773829669E-0004,-4.06978651881218E-0004,-6.25558663159609E-0004,-6.70742534566671E-0004,-8.57762584928423E-0004,-1.47019873838872E-0003,-1.29116675816476E-0003,-7.11963861249387E-0004,-1.03741954080760E-0003,-1.03996810503304E-0003,-1.30619655828923E-0003,-1.70981197152287E-0003,-1.20591500308365E-0003,-8.76014295499772E-0004,-1.04775058571249E-0003,-2.14999658055604E-0003,-1.12077919766307E-0003,-1.88119977246970E-0003,-8.09990800917149E-0004,-6.53926865197718E-0004
