,1100,1200,1300,1400,1500,1600,1700,1800,1900,2100,3100,3200,3300,3400,3500,3600,5100,5200,5300,6100,6200,6300,6400,6500,7100,7200,7300,7400,7500,7600,8100,8200,9100,9400
s01,-1.34488614276052E-0002,-1.06116859242320E-0002,-1.19813205674291E-0002,-1.20380101725459E-0002,-1.01256174966693E-0002,-9.55188181251287E-0003,-1.18328211829066E-0002,-1.40574267134070E-0002,-1.35360648855567E-0002,-2.10121441632509E-0002,-1.22954063117504E-0002,-2.78206821531057E-0002,-1.34821357205510E-0002,-1.31281493231654E-0002,-1.23578961938620E-0002,-1.38785606250167E-0002,-1.17415189743042E-0002,-1.19920466095209E-0002,-1.33196739479899E-0002,-1.13939289003611E-0002,-1.13942464813590E-0002,-1.17498449981213E-0002,-1.10314907506108E-0002,-1.24660953879356E-0002,-1.40539547428489E-0002,-1.40203330665827E-0002,-1.47052910178900E-0002,-1.44720757380128E-0002,-1.35304937139153E-0002,-1.53031861409545E-0002,-1.37899518013000E-0002,-1.24359102919698E-0002,-1.20163504034281E-0002,-1.06850024312735E-0002
s02,-4.13463637232780E-0003,-9.79913119226694E-0003,-6.65920367464423E-0003,-6.28218194469810E-0003,-1.30697591230273E-0002,-7.25688552483916E-0003,-5.97553653642535E-0003,-4.51021129265428E-0003,-5.98930288106203E-0003,2.83636245876551E-0003,-7.47911818325520E-0003,-8.26124101877213E-0003,-4.47885366156697E-0003,-5.38923637941480E-0003,-4.53955633565783E-0003,-6.92807137966156E-0003,-8.24182946234941E-0003,-7.28754093870521E-0003,-7.08862720057368E-0003,-7.61179905384779E-0003,-8.04790668189526E-0003,-8.08590184897184E-0003,-8.61954968422651E-0003,-9.99094918370247E-0003,-7.64565914869308E-0003,-8.99334065616131E-0003,-8.65895953029394E-0003,-9.52353887259960E-0003,-7.87296146154404E-0003,-9.56880766898394E-0003,-8.87421518564224E-0003,-8.66088829934597E-0003,-8.59377253800631E-0003,-8.59669782221317E-0003
s03,-2.68337782472372E-0002,-2.03378945589066E-0002,-2.34652236104012E-0002,-1.75517015159130E-0002,-2.26466599851847E-0002,-2.76862867176533E-0002,-2.48950179666281E-0002,-3.66147160530090E-0002,-3.02438493818045E-0002,-1.34089753031731E-0001,-3.62866148352623E-0002,-5.42858876287937E-0002,-1.74687746912241E-0002,-2.07908675074577E-0002,-1.99758242815733E-0002,-3.36250700056553E-0002,-2.22208891063929E-0002,-2.19304692000151E-0002,-2.67362650483847E-0002,-2.14513838291168E-0002,-1.85965877026319E-0002,-2.14812103658915E-0002,-1.98416952043772E-0002,-2.56816726177931E-0002,-2.66052428632975E-0002,-2.32657138258219E-0002,-2.63219848275185E-0002,-2.36231200397015E-0002,-2.76139620691538E-0002,-2.30683702975512E-0002,-2.50426512211561E-0002,-2.87629216909409E-0002,-2.30622533708811E-0002,-2.54941564053297E-0002
s04,-1.50224817916751E-0002,-1.37586807832122E-0002,-1.84013750404119E-0002,-1.89848709851503E-0002,-2.11013257503510E-0002,-1.99087094515562E-0002,-1.79286152124405E-0002,-1.53456330299377E-0002,-2.42813508957624E-0002,-2.49533876776695E-0002,-2.25445032119751E-0002,-2.74630021303892E-0002,-1.44038042053580E-0002,-1.95849724113941E-0002,-1.67406927794218E-0002,-1.85238067060709E-0002,-2.52727046608925E-0002,-2.41045616567135E-0002,-2.55347341299057E-0002,-1.12294042482972E-0002,-2.35931519418955E-0002,-1.53413442894816E-0002,-2.69151479005814E-0002,-1.85734834522009E-0002,-2.70958058536053E-0002,-2.16625146567822E-0002,-1.42426853999496E-0002,-1.65884587913752E-0002,-2.88817062973976E-0002,-1.91547442227602E-0002,-1.62380784749985E-0002,-1.94143839180470E-0002,-1.88153758645058E-0002,-2.09718421101570E-0002
s05,-1.98416467756033E-0002,-1.78356058895588E-0002,-1.86570808291435E-0002,-1.69443134218454E-0002,-2.09122244268656E-0002,-2.37155705690384E-0002,-2.00715381652117E-0002,-2.28003710508347E-0002,-2.72277500480413E-0002,-7.22151920199394E-0002,-3.75575246289372E-0003,-2.69526690244675E-0002,-1.19545785710216E-0002,-1.20858438313007E-0002,-1.28321843221784E-0002,-1.65273472666740E-0002,-1.31033258512616E-0002,-1.32373459637165E-0002,-1.57476607710123E-0002,-1.99125055223703E-0002,-1.75614468753338E-0002,-1.80645361542702E-0002,-1.84626616537571E-0002,-2.14894823729992E-0002,-1.77004262804985E-0002,-1.94988902658224E-0002,-1.70223750174046E-0002,-1.58241111785173E-0002,-1.67824961245060E-0002,-2.03088428825140E-0002,-1.66878774762154E-0002,-2.31756847351789E-0002,-1.90141759812832E-0002,-1.51054300367832E-0002
s06,-1.57536212354898E-0002,-1.48733118548989E-0002,-1.58619601279497E-0002,-1.57280284911394E-0002,-1.55534520745277E-0002,-1.58855076879263E-0002,-1.57945137470961E-0002,-1.49793373420835E-0002,-1.63222253322601E-0002,-3.21161895990372E-0002,-1.56535357236862E-0002,-2.49971710145473E-0002,-1.77328698337078E-0002,-1.62691827863455E-0002,-1.61792803555727E-0002,-1.61830224096775E-0002,-1.70043855905533E-0002,-1.76119469106197E-0002,-1.61241684108973E-0002,-1.80178750306368E-0002,-1.74636039882898E-0002,-1.90083496272564E-0002,-1.78054329007864E-0002,-1.86096839606762E-0002,-1.61672439426184E-0002,-1.70747768133879E-0002,-1.59860048443079E-0002,-1.72669831663370E-0002,-1.60803459584713E-0002,-1.66893750429153E-0002,-1.59541703760624E-0002,-1.76291055977345E-0002,-1.82568598538637E-0002,-1.89761035144329E-0002
s07,-2.29268777184188E-0003,-4.71423147246242E-0003,-4.59773279726505E-0003,-7.68674025312066E-0003,-5.52901299670339E-0003,-2.40609794855118E-0003,-2.21193931065500E-0003,-1.86384632252157E-0003,-4.50770312454551E-0004,2.69848965108395E-0002,-3.23400576598942E-0003,5.86717447731644E-0004,-5.42037701234221E-0003,-5.56952273473144E-0003,-6.13997364416718E-0003,-2.88857170380652E-0003,-8.09259992092848E-0003,-3.41240037232637E-0003,-7.19899078831077E-0003,-4.50414139777422E-0003,-6.50672847405076E-0003,-4.13981731981039E-0003,-7.53053883090615E-0003,-7.72891147062182E-0003,-2.43371515534818E-0003,-3.39964334852993E-0003,-4.45188954472542E-0003,-2.00171233154833E-0003,-2.63670226559043E-0003,-1.34318263735622E-0003,-2.59150308556855E-0003,-2.13665887713432E-0003,-1.05822377372533E-0003,-2.95052141882479E-0003
s08,-1.27878012135625E-0002,-1.11490422859788E-0002,-1.20044397190213E-0002,-1.18324877694249E-0002,-1.10383061692119E-0002,-1.19197303429246E-0002,-1.25091336667538E-0002,-1.31802521646023E-0002,-1.23271206393838E-0002,-4.36992123723030E-0002,-1.36821167543530E-0002,-2.12219804525375E-0002,-1.19171263650060E-0002,-1.12779876217246E-0002,-1.06787411496043E-0002,-1.38273900374770E-0002,-1.09889330342412E-0002,-1.20494943112135E-0002,-1.20056634768844E-0002,-1.17093091830611E-0002,-1.08957774937153E-0002,-1.23638957738876E-0002,-1.14245982840657E-0002,-1.20304580777884E-0002,-1.16454595699906E-0002,-1.09235187992454E-0002,-1.13532999530435E-0002,-1.19040589779615E-0002,-1.17929065600038E-0002,-1.18889929726720E-0002,-1.26550011336803E-0002,-1.21144112199545E-0002,-1.26077169552445E-0002,-1.23981609940529E-0002
s09,-8.89332406222820E-0003,-7.56460614502430E-0003,-8.23376793414354E-0003,-7.43352063000202E-0003,-7.68787087872624E-0003,-8.21745581924915E-0003,-8.44583567231894E-0003,-8.62083677202463E-0003,-8.33916012197733E-0003,-3.90364900231361E-0002,-1.01594487205148E-0002,-1.62677671760321E-0002,-8.02045501768589E-0003,-7.74827413260937E-0003,-6.69288495555520E-0003,-1.01920096203685E-0002,-7.58402934297919E-0003,-8.46011936664581E-0003,-8.25733318924904E-0003,-8.62282142043114E-0003,-7.93211720883846E-0003,-8.27270280569792E-0003,-7.75834778323770E-0003,-8.46916809678078E-0003,-7.94559903442860E-0003,-7.73688405752182E-0003,-7.99737125635147E-0003,-8.14500451087952E-0003,-8.23980662971735E-0003,-8.22583585977554E-0003,-8.35128966718912E-0003,-8.12670215964317E-0003,-8.14058352261782E-0003,-8.28489661216736E-0003
